id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,16154.0,20519.0,6221.0,29327.0,73204.0,24391.0,14293.0,11892.0,92550.0,126075.0
02,02,100.0,9460.0,11630.0,3683.0,16813.0,49209.0,14338.999999999998,7687.0,6933.0,57660.0,74449.0
03,03,100.0,8823.0,8896.0,2172.0,10434.0,34998.0,8531.0,3722.9999999999995,2257.0,39139.0,51711.0
04,04,100.0,9904.0,12969.0,3897.0,15746.0,44652.0,20023.0,14843.0,14982.0,68140.0,82730.0
05,05,100.0,8467.0,11720.0,3467.0,10294.0,25372.0,11298.0,7989.0,6584.0,41391.0,45906.0
06,06,100.0,6951.000000000001,10188.0,3057.0,9759.0,23229.0,11422.0,8356.0,7930.0,41242.0,43142.0
07,07,100.0,10694.0,14438.999999999998,4367.0,14797.999999999998,40310.0,17652.0,12288.0,11032.0,61739.0,68397.0
08,08,100.0,13361.000000000002,17931.0,5559.0,18130.0,51842.99999999999,19211.0,11948.0,10106.0,71540.0,82445.0
09,09,100.0,4151.0,4307.0,1261.0,5588.0,13069.999999999998,3972.0,2257.0,1362.0,16973.0,22412.0
10,10,100.0,5667.0,6720.0,1787.0,6642.0,15163.0,5116.0,4107.0,2689.0,23030.0,26257.0
11,11,100.0,7461.0,8077.0,2198.0,11702.0,23410.0,6809.0,4749.0,2447.0,31622.000000000004,42871.0
12,12,100.0,8797.0,11745.0,3619.0,10187.0,25035.0,11274.0,7486.0,5840.0,40966.0,44887.0
