id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
010111,01,01,11,14594,776,915,315,2133,4562,1926,1774,2193,6753,5661,100.0,5.3172536658900915,6.269699876661641,2.1584212690146636,14.615595450185006,31.259421680142523,13.1972043305468,12.155680416609565,15.026723310949706,46.27244072906674,38.78991366314924
010112,01,01,12,11872,590,607,198,1181,3842,1706,1521,2227,5749,3996,100.0,4.969676549865229,5.112870619946092,1.6677897574123988,9.94777628032345,32.36185983827493,14.369946091644206,12.8116576819407,18.75842318059299,48.424865229110516,33.65902964959569
010113,01,01,13,56183,3042,3203,874,5880,20263,7991,5683,9247,27583,15762,100.0,5.414449210615311,5.701012761867469,1.5556307067974298,10.465799263122296,36.066069807593045,14.223163590409909,10.115159389851023,16.458715269743518,49.09492195147999,28.054749657369666
010114,01,01,14,30871,2227,2382,476,2802,14064,5038,2088,1794,15199,8759,100.0,7.213890058631078,7.71597939814065,1.541900165203589,9.076479543908523,45.55731916685563,16.319523177091767,6.763629296103139,5.811279194065628,49.23390884649023,28.372906611382852
010221,01,02,21,46039,2425,2883,928,6830,16017,6166,5292,5498,21828,14531,100.0,5.267273398640284,6.262082147744303,2.0156823562631683,14.83524837637655,34.790069289080996,13.392992897326181,11.494602402311084,11.942049132257434,47.41197680227633,31.562371033254415
010222,01,02,22,37838,2216,2569,815,5551,12336,5036,3922,5393,18200,11533,100.0,5.856546329087161,6.789470902267563,2.153919340345684,14.670437126698028,32.602145990802896,13.309371531264865,10.365241291823036,14.252867487710766,48.099793858026324,30.479940800253715
010331,01,03,31,38928,2827,3552,1115,6064,13167,4953,3325,3925,18532,15635,100.0,7.262124948623098,9.124537607891492,2.864262227702425,15.577476366625564,33.82398273736128,12.723489519112208,8.54140978216194,10.08271681052199,47.60583641594739,40.16389231401562
010332,01,03,32,37739,2716,3728,1160,5021,11812,4784,3565,4953,18314,12530,100.0,7.196799067277883,9.878375155674501,3.073743342430907,13.304539070987573,31.299186517925754,12.676541508784018,9.44646122048809,13.124354116431277,48.528047907999685,33.20172765574075
010441,01,04,41,46016,2549,2840,896,6185,14583,6117,5259,7587,22641,13511,100.0,5.5393776077885954,6.171766342141863,1.9471488178025034,13.440977051460361,31.69115090403338,13.293202364394993,11.428633518776078,16.487743393602226,49.202451321279554,29.3615264255911
010442,01,04,42,57885,3458,4370,1429,9626,20977,7158,5091,5776,26903,24157,100.0,5.973913794592727,7.5494514986611385,2.4686879156949124,16.629524056318562,36.23909475684547,12.365897901010625,8.795024617776626,9.97840545909994,46.47663470674613,41.73274596182085
