id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2521.0,309.0,151.0,281.0,81.0,200.99999999999997,121.0,470.0,175.0,187.0,74.0,395.0,87.0,139.0,1218.0,515.0,254.99999999999997,69.0,2965.0,856.0,176.0,1441.0,278.0,252.99999999999997,81.0,173.0,375.0
010112,01,01,12,100.0,1955.9999999999998,160.0,87.0,178.0,118.0,139.0,130.0,246.0,335.0,111.00000000000001,36.0,148.0,20.0,47.0,1313.0,692.0,223.0,54.0,1125.0,245.00000000000003,56.00000000000001,593.0,57.99999999999999,159.0,191.0,175.0,151.0
010113,01,01,13,100.0,8234.0,964.0,278.0,946.0000000000001,488.0,752.0,792.0,1088.0,455.0,371.0,162.0,819.0,117.0,193.0,2558.0,1171.0,457.0,172.0,4234.0,1348.0,212.0,1809.0,122.0,551.0,1293.0,1214.0,653.0
010114,01,01,14,100.0,5924.0,798.0,250.99999999999997,813.0000000000001,422.0,486.00000000000006,629.0,555.0,191.0,198.0,81.0,316.0,39.0,87.0,1123.0,476.0,227.0,36.0,1644.0000000000002,284.0,112.00000000000001,782.0,39.0,234.0,133.0,886.9999999999999,188.0
010221,01,02,21,100.0,7723.0,581.0,413.0,732.0,252.0,343.0,358.0,1964.9999999999998,882.0,636.0,398.0,1664.0,278.0,626.0,1475.0,552.0,323.0,82.0,7900.0,3087.0,272.0,3431.0,1079.0,649.0,224.00000000000003,375.0,1213.0
010222,01,02,22,100.0,5929.0,492.0,301.0,592.0,222.00000000000003,368.0,321.0,1418.0,509.99999999999994,391.0,197.0,1114.0,258.0,367.0,1662.0,627.0,398.0,120.0,6865.000000000001,3311.0,246.0,2520.0,666.0,623.0,168.0,314.0,1260.0
010331,01,03,31,100.0,6977.0,312.0,703.0,455.0,186.0,234.0,209.0,1603.0,1527.0,711.0,274.0,2037.0,517.0,754.0,1045.0,434.99999999999994,159.0,97.0,11225.0,6561.0,112.99999999999999,3238.0000000000005,825.0,676.0,104.0,204.0,1468.0
010332,01,03,32,100.0,4793.0,280.0,200.99999999999997,465.00000000000006,119.0,254.99999999999997,202.99999999999997,1458.0,524.0,330.0,246.0,1436.0,349.0,415.00000000000006,1563.0,647.0,284.0,223.0,12702.0,7653.0,111.00000000000001,3710.0,1448.0,681.0,102.0,214.0,2012.0
010441,01,04,41,100.0,7209.0,522.0,354.0,652.0,180.0,231.0,225.0,2159.0,1253.0,380.0,367.0,1696.0,360.0,468.0,1070.0,444.00000000000006,196.0,68.0,8006.999999999999,4422.0,164.0,2421.0,442.0,619.0,187.0,258.0,1348.0
010442,01,04,42,100.0,11154.0,624.0,740.0,869.0,294.0,476.99999999999994,409.0,2582.0,2332.0,953.9999999999999,339.0,2439.0,713.0,836.0,1644.0000000000002,632.0,277.0,147.0,15605.000000000002,8537.0,211.0,4843.0,1490.0,877.0,208.0,423.00000000000006,2179.0
