id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,62420.00000000001,5042.0,3479.0,5983.0,2362.0,3486.0,3397.0,13544.0,8184.0,4269.0,2174.0,12064.0,2738.0,3932.0,14671.0,6191.0,2799.0,1068.0,72272.0,36304.0,1673.0,24788.0,6447.0,5322.0,2691.0,4237.0,10847.0
02,02,100.0,38134.0,4248.0,1717.0000000000002,5408.0,2079.0,3238.0000000000005,3522.0,5122.0,2299.0,1621.0,1122.0,4785.0,1157.0,1403.0,6418.000000000001,2576.0,1185.0,602.0,42893.0,27277.0,903.9999999999999,11132.0,2753.0,2494.0,2677.0,4227.0,7916.0
03,03,100.0,33832.0,3370.0000000000005,1228.0,4225.0,2043.0,2470.0,2886.0,6221.0,1630.9999999999998,1512.0,730.0,2857.0,493.0,788.0,9951.0,4408.0,1614.9999999999998,1235.0,15156.0,2493.0,765.0,6848.0,432.0,2548.0,2102.0,3770.0000000000005,1365.0
04,04,100.0,48007.0,3871.0,2607.0,5003.0,2350.0,2343.0,2929.0,12575.0,2480.0,2872.0,2353.0,8930.0,1497.0,3198.0,17557.0,6509.999999999999,4245.0,917.0,34949.0,12059.0,4052.0000000000005,13190.0,1962.0,3089.0,1571.0,4480.0,6809.0
05,05,100.0,26161.0,476.99999999999994,761.0,1460.0,609.0,453.0,944.9999999999999,12230.0,2732.0,2334.0,1541.0,7268.000000000001,1524.0,2557.0,11883.0,5134.0,1381.0,2720.0,33545.0,13110.0,1755.9999999999998,11135.0,1739.0,3497.9999999999995,806.0,519.0,5184.0
06,06,100.0,28087.0,1628.0,1747.0,2235.0,1627.0,1103.0,1722.0,9298.0,1192.0,1336.0,1651.0000000000002,5847.0,1261.0,1760.0000000000002,8307.0,3444.0,1634.0,721.0,20366.0,6968.000000000001,2284.0,7120.999999999999,973.0,2192.0,580.0,4486.0,3861.0
07,07,100.0,40335.0,2666.0,2429.0,3840.9999999999995,1525.0,1556.0,1891.0,13553.0,2595.0,2023.0,2791.0,9922.0,1659.0,3458.0,11259.0,4523.0,2161.0,1448.0,43954.0,22273.0,1514.0,14663.999999999998,3340.0,4201.0,892.0,2742.0,9231.0
08,08,100.0,42611.0,2747.0,1964.9999999999998,4224.0,1521.0,1889.9999999999998,2388.0,13268.0,3840.0,3372.0,1853.0,12780.0,2112.0,5068.0,5823.0,2146.0,935.0,925.0,63754.0,36313.0,856.0,21718.0,8271.0,3439.0,898.0,2274.0,13022.999999999998
09,09,100.0,13226.0,582.0,472.0,918.0,564.0,524.0,613.0,4230.0,1331.0,1237.0,336.0,2401.0,585.0,866.0,5389.0,2161.0,802.0,939.0,10261.0,2369.0,322.0,4504.0,417.0,1738.0,1150.0,579.0,1105.0
10,10,100.0,11151.0,149.0,320.0,343.0,171.0,196.0,163.0,4296.0,1153.0,1803.0,200.99999999999997,1994.0000000000002,278.0,785.0,18722.0,8308.0,1526.0,5522.0,15996.0,1082.0,314.0,5166.0,178.0,2320.0,4398.0,186.0,772.0
11,11,100.0,16149.0,595.0,478.0,1002.9999999999999,422.0,581.0,476.0,5013.0,2225.0,1687.0,562.0,5137.0,1107.0,1766.0,16393.0,7223.0,1714.0,3911.9999999999995,19812.0,1750.0,561.0,8396.0,311.0,3815.0,8184.999999999999,503.0,1353.0
12,12,100.0,26018.0,1306.0,1244.0,1889.9999999999998,674.0,627.0,603.0,10990.0,2868.0,1664.0,1440.0,7190.000000000001,1572.0,2423.0,7320.999999999999,3249.0,967.0,1264.0,32956.0,16225.0,958.0,9945.0,1839.9999999999998,2709.0,984.0,793.0,6085.0
