id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3225,144,105,22,493,977,376,393,715,1552,1303,100.0,4.465116279069767,3.255813953488372,0.6821705426356589,15.286821705426357,30.294573643410853,11.658914728682172,12.186046511627907,22.170542635658915,48.12403100775194,40.4031007751938
01011102,01,01,11,02,185,9,3,3,25,61,33,26,25,73,62,100.0,4.864864864864865,1.6216216216216217,1.6216216216216217,13.513513513513514,32.972972972972975,17.83783783783784,14.054054054054054,13.513513513513514,39.45945945945946,33.513513513513516
01011103,01,01,11,03,5173,252,349,130,596,1483,683,771,909,2379,1867,100.0,4.871447902571042,6.7465687222114825,2.513048521167601,11.521360912429925,28.66808428378117,13.203170307365165,14.904310844770926,17.572008505702687,45.9887879373671,36.091242992460856
01011104,01,01,11,04,4786,292,406,147,914,1671,615,395,346,2179,1910,100.0,6.101128290848307,8.483075637275386,3.0714584203928124,19.09736732135395,34.9143334726285,12.849979105725032,8.253238612620143,7.229419139155871,45.528625156707065,39.908065190137904
01011105,01,01,11,05,1225,79,52,13,105,370,219,189,198,570,519,100.0,6.448979591836734,4.244897959183674,1.0612244897959184,8.571428571428571,30.20408163265306,17.877551020408163,15.428571428571427,16.163265306122447,46.53061224489796,42.367346938775505
01011201,01,01,12,01,2310,94,139,52,273,676,347,349,380,1102,878,100.0,4.069264069264069,6.017316017316017,2.2510822510822512,11.818181818181818,29.264069264069263,15.021645021645021,15.10822510822511,16.450216450216452,47.705627705627705,38.00865800865801
01011202,01,01,12,02,607,23,52,12,52,227,95,81,65,256,229,100.0,3.789126853377265,8.5667215815486,1.9769357495881383,8.5667215815486,37.39703459637562,15.650741350906095,13.344316309719934,10.70840197693575,42.174629324546956,37.72652388797364
01011203,01,01,12,03,1086,55,49,24,106,341,201,125,185,503,405,100.0,5.064456721915286,4.511970534069982,2.209944751381215,9.760589318600369,31.39963167587477,18.50828729281768,11.51012891344383,17.03499079189687,46.316758747697975,37.29281767955801
01011204,01,01,12,04,7869,418,367,110,750,2598,1063,966,1597,3888,2484,100.0,5.3119837336383275,4.663870885754226,1.3978904562206125,9.531071292413268,33.01563095691956,13.508705045113736,12.276019824628289,20.294827805311982,49.40907357987038,31.566908120472743
01011301,01,01,13,01,6781,459,385,68,659,2998,991,621,600,3291,2056,100.0,6.768913139654918,5.677628668338004,1.0028019466155436,9.718330629700635,44.21176817578528,14.614363663176523,9.157941306591947,8.848252470137147,48.53266479870226,30.32001179766996
