id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2582.0,314.0,136.0,282.0,107.0,204.0,146.0,468.0,177.0,163.0,82.0,331.0,75.0,102.0,1287.0,546.0,291.0,88.0,3028.0,864.0,199.0,1513.0,273.0,282.0,78.0,188.0,432.0
010112,01,01,12,100.0,2023.0,158.0,82.0,206.99999999999997,97.0,120.0,131.0,240.0,333.0,118.0,43.0,175.0,18.0,67.0,1541.0,809.0,284.0,50.0,1391.0,286.0,86.0,772.0,74.0,198.0,229.99999999999997,237.0,220.00000000000003
010113,01,01,13,100.0,8380.0,876.0,259.0,1011.9999999999999,445.0,769.0,852.9999999999999,1118.0,515.0,335.0,179.0,888.0000000000001,120.0,225.99999999999997,2994.0,1372.0,523.0,189.0,4990.0,1537.0,275.0,2041.0,123.0,636.0,1459.0,1390.0,743.0
010114,01,01,14,100.0,6120.0,794.0,246.0,811.0,432.0,488.99999999999994,712.0,602.0,206.99999999999997,231.99999999999997,89.0,318.0,42.0,90.0,1288.0,608.0,241.0,62.0,1912.0,401.0,136.0,891.0,33.0,237.0,126.0,1038.0,281.0
010221,01,02,21,100.0,7593.000000000001,616.0,432.0,766.0,257.0,371.0,411.00000000000006,1728.0,927.9999999999999,525.0,375.0,1709.0,290.0,635.0,1488.0,576.0,358.0,91.0,8242.0,3070.0,323.0,3654.9999999999995,1069.0,776.0,206.99999999999997,434.99999999999994,1210.0
010222,01,02,22,100.0,6316.0,563.0,346.0,674.0,262.0,404.0,341.0,1408.0,514.0,370.0,254.0,1169.0,239.0,352.0,1893.0,808.0,450.0,104.0,7523.999999999999,3486.0,272.0,2791.0,707.0,696.0,153.0,418.0,1360.0
010331,01,03,31,100.0,6914.0,343.0,631.0,518.0,182.0,250.99999999999997,242.0,1457.0,1578.0,680.0,284.0,2003.0,513.0,705.0,1117.0,450.0,182.0,90.0,11577.0,6438.0,95.0,3574.0,917.0,809.0,106.0,210.0,1546.0
010332,01,03,32,100.0,5090.0,315.0,211.0,512.0,166.0,291.0,231.0,1386.0,522.0,343.0,278.0,1490.0,326.0,433.0,1711.0,737.0,295.0,250.0,13052.000000000002,7742.0,121.0,3882.0,1293.0,758.0,133.0,322.0,2293.0
010441,01,04,41,100.0,7209.0,519.0,377.0,685.0,198.0,258.0,239.0,2021.0,1225.0,411.00000000000006,371.0,1754.0,403.0,430.99999999999994,1181.0,508.0,212.0,79.0,8560.0,4385.0,170.0,2776.0,521.0,715.0,177.0,277.0,1528.0
010442,01,04,42,100.0,10721.0,686.0,730.0,861.0,326.0,480.99999999999994,467.0,2290.0,2173.0,965.0,344.0,2448.0,701.0,830.0000000000001,1613.0,633.0,320.0,123.0,15702.000000000002,8342.0,231.0,5147.0,1483.0,981.0,254.99999999999997,492.0,2197.0
