id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
010111,01,01,11,14985,758,940,298,2052,4928,1896,1839,2274,6881,5867,100.0,5.058391725058391,6.2729396062729395,1.9886553219886554,13.693693693693692,32.88621955288622,12.652652652652652,12.272272272272271,15.175175175175177,45.91925258591925,39.15248581915249
010112,01,01,12,12742,733,653,194,1274,4265,1677,1603,2343,6143,4625,100.0,5.752629100612149,5.124784178307959,1.5225239365876628,9.998430387694238,33.47198242034218,13.1611991838016,12.580442630670225,18.38800816198399,48.210641971433056,36.297284570711035
010113,01,01,13,57883,3241,3444,913,6173,20995,7784,6079,9254,28360,17262,100.0,5.599226024912323,5.949933486515903,1.5773197657343263,10.664616554083237,36.27144412003525,13.447817148385536,10.502219995508181,15.987422904825252,48.99538724668729,29.82222759704922
010114,01,01,14,31840,2268,2550,583,2786,14078,5275,2444,1856,15714,9534,100.0,7.123115577889447,8.008793969849247,1.831030150753769,8.75,44.21482412060301,16.56721105527638,7.675879396984925,5.8291457286432165,49.35301507537688,29.943467336683415
010221,01,02,21,46275,2469,2912,909,6649,16466,5707,5472,5691,22088,15046,100.0,5.3354943273906,6.292814694759589,1.9643435980551054,14.368449486763913,35.582928146947594,12.332793084819018,11.824959481361425,12.298217179902755,47.732036736898976,32.51431658562939
010222,01,02,22,40042,2375,2728,806,5557,13981,4822,4210,5563,19233,12801,100.0,5.931272164227561,6.812846511163278,2.012886469207332,13.877928175415812,34.91583836971181,12.04235552669697,10.513960341641276,13.892912441935968,48.03206633035313,31.968932620748213
010331,01,03,31,38809,2711,3574,1093,5752,13352,4766,3634,3927,18434,15905,100.0,6.985493055734494,9.209204050606818,2.8163570305856886,14.821304336622948,34.40439073410807,12.280656548738694,9.363807364271175,10.118786879332113,47.49929140147904,40.98276173052643
010332,01,03,32,39469,2825,3810,1206,5501,12637,4587,3922,4981,19255,13589,100.0,7.157516025234995,9.653145506600117,3.0555625934277533,13.937520585776179,32.017532747219335,11.621779117788645,9.936912513618283,12.620030910334693,48.785122501203475,34.42955230687375
010441,01,04,41,46354,2580,2954,892,5844,15315,5641,5550,7578,22877,14147,100.0,5.565862708719852,6.372697070371489,1.9243215256504294,12.607326228588686,33.03921991629633,12.169392069724296,11.973076757129913,16.348103723519007,49.35280666177676,30.519480519480517
010442,01,04,42,57349,3351,4342,1371,8955,21380,6758,5431,5761,26837,24039,100.0,5.843170761477968,7.571186943102756,2.39062581736386,15.614919179061534,37.28051055816143,11.783989258749063,9.470086662365516,10.045510819717867,46.79593366928804,41.9170342987672
