id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0101,01,01,117450,55013,80162,62437,17725,37288,100.0,46.839506172839506,68.2520221370796,53.160493827160494,15.091528309919115,31.74797786292039
0102,01,02,86317,44331,58470,41986,16484,27847,100.0,51.358365096099256,67.7386841526003,48.64163490390074,19.09704924869956,32.2613158473997
0103,01,03,78278,49822,48784,28456,20328,29494,100.0,63.64751271110657,62.32146963386903,36.35248728889343,25.9689823449756,37.67853036613097
0104,01,04,103703,58583,65517,45120,20397,38186,100.0,56.49113333269047,63.177535847564684,43.508866667309526,19.66866918025515,36.822464152435316
0201,02,01,40530,28052,26132,12478,13654,14398,100.0,69.21292869479399,64.47569701455713,30.78707130520602,33.6886257093511,35.52430298544288
0202,02,02,65647,28732,48017,36915,11102,17630,100.0,43.76742273066553,73.14424116867488,56.23257726933447,16.91166389934041,26.855758831325115
0203,02,03,48174,25888,32042,22286,9756,16132,100.0,53.738531157885994,66.51305683563749,46.261468842114,20.251587993523476,33.48694316436252
0204,02,04,50216,17726,38418,32490,5928,11798,100.0,35.299506133503264,76.50549625617333,64.70049386649673,11.805002389676597,23.49450374382667
0205,02,05,85819,29490,64948,56329,8619,20871,100.0,34.36301984409047,75.68021067595754,65.63698015590953,10.043230520048008,24.31978932404246
0301,03,01,17094,3581,14424,13513,911,2670,100.0,20.948870948870947,84.38048438048438,79.05112905112905,5.329355329355329,15.619515619515619
0302,03,02,46965,7061,43304,39904,3400,3661,100.0,15.034600234216969,92.20483338656447,84.96539976578303,7.2394336207814325,7.795166613435538
0303,03,03,35543,5098,32601,30445,2156,2942,100.0,14.34318993894719,91.7227020791717,85.65681006105281,6.065892018118898,8.277297920828293
0304,03,04,90698,16096,81647,74602,7045,9051,100.0,17.746808088381222,90.02072813071953,82.25319191161879,7.7675362191007515,9.979271869280469
0305,03,05,54032,10085,47420,43947,3473,6612,100.0,18.664865265028133,87.76280722534794,81.33513473497187,6.427672490376074,12.237192774652058
0306,03,06,104046,30654,83349,73392,9957,20697,100.0,29.461968744593737,80.10783691828614,70.53803125540627,9.56980566287988,19.892163081713857
0307,03,07,60957,20270,47485,40687,6798,13472,100.0,33.25294879997375,77.89917482815756,66.74705120002625,11.152123628131305,22.100825171842448
0401,04,01,19579,10071,13986,9508,4478,5593,100.0,51.43776495224475,71.43367894172327,48.562235047755244,22.871443893968028,28.56632105827672
0402,04,02,41882,14469,32836,27413,5423,9046,100.0,34.54706078983812,78.40122248221194,65.45293921016189,12.948283272050046,21.598777517788072
0403,04,03,146437,68817,103949,77620,26329,42488,100.0,46.99427057369381,70.98547498241564,53.00572942630619,17.979745556109453,29.014525017584354
0404,04,04,53277,18215,43282,35062,8220,9995,100.0,34.189237381984725,81.23955928449425,65.81076261801529,15.42879666647897,18.76044071550575
0405,04,05,82349,35488,61145,46861,14284,21204,100.0,43.09463381461827,74.25105344327193,56.90536618538174,17.345687257890198,25.748946556728068
0406,04,06,68,21,54,47,7,14,100.0,30.88235294117647,79.41176470588235,69.11764705882352,10.294117647058822,20.588235294117645
0501,05,01,105978,42639,82064,63339,18725,23914,100.0,40.23382211402367,77.43493932703014,59.76617788597633,17.668761441053803,22.56506067296986
0502,05,02,90763,32886,72389,57877,14512,18374,100.0,36.232826151625666,79.75606800127805,63.767173848374334,15.988894152903715,20.243931998721944
0503,05,03,28511,13380,21806,15131,6675,6705,100.0,46.92925537511837,76.48276103959876,53.07074462488163,23.412016414717126,23.517238960401247
0504,05,04,19945,3680,18474,16265,2209,1471,100.0,18.450739533717726,92.62471797442969,81.54926046628228,11.075457508147405,7.375282025570318
0601,06,01,75803,24692,62889,51111,11778,12914,100.0,32.573908684352865,82.96373494452726,67.42609131564714,15.537643628880124,17.03626505547274
0602,06,02,79387,23010,67313,56377,10936,12074,100.0,28.984594455011525,84.79096073664454,71.01540554498847,13.775555191656064,15.20903926335546
0603,06,03,84718,23269,72085,61449,10636,12633,100.0,27.46641799853632,85.08817488609269,72.53358200146369,12.554592884629004,14.911825113907314
0604,06,04,70163,18013,60342,52150,8192,9821,100.0,25.673075552641706,86.00259395977938,74.3269244473583,11.675669512421075,13.997406040220628
0701,07,01,50915,26566,34782,24349,10433,16133,100.0,52.177158008445446,68.31385642737897,47.822841991554554,20.491014435824415,31.686143572621035
0702,07,02,51149,21023,38902,30126,8776,12247,100.0,41.101487810123366,76.05622788324308,58.89851218987664,17.15771569336644,23.943772116756925
0703,07,03,46428,15519,38141,30909,7232,8287,100.0,33.42594985784441,82.1508572413199,66.5740501421556,15.576807099164297,17.849142758680106
0704,07,04,65094,25678,51150,39416,11734,13944,100.0,39.44756813223953,78.5786708452392,60.55243186776047,18.026238977478723,21.42132915476081
0705,07,05,53106,18955,43467,34151,9316,9639,100.0,35.692765412571084,81.84950853010959,64.30723458742892,17.542273942680676,18.150491469890408
0706,07,06,32337,12201,26657,20136,6521,5680,100.0,37.73077279896094,82.43498160002474,62.26922720103906,20.165754398985683,17.56501839997526
0707,07,07,51955,13224,45588,38731,6857,6367,100.0,25.45279568857665,87.74516408430372,74.54720431142334,13.197959772880377,12.254835915696276
0801,08,01,166157,92969,108684,73188,35496,57473,100.0,55.952502753419964,65.41042507989432,44.04749724658004,21.362927833314274,34.58957492010568
0802,08,02,72659,27524,58911,45135,13776,13748,100.0,37.88106084586906,81.07873766498301,62.118939154130935,18.959798510852064,18.921262335016998
0803,08,03,37507,18864,29826,18643,11183,7681,100.0,50.2946116724878,79.5211560508705,49.705388327512196,29.815767723358306,20.478843949129498
0804,08,04,53594,15562,47196,38032,9164,6398,100.0,29.0368324812479,88.06209650333993,70.9631675187521,17.09892898458783,11.937903496660073
0901,09,01,62938,12666,55606,50272,5334,7332,100.0,20.124567034224157,88.35044011566939,79.87543296577584,8.475007149893546,11.64955988433061
0902,09,02,67418,15637,56195,51781,4414,11223,100.0,23.194102465217004,83.35311044528167,76.805897534783,6.54721291049868,16.646889554718324
0903,09,03,52236,7737,48254,44499,3755,3982,100.0,14.811624167240984,92.37690481660158,85.18837583275901,7.188528983842561,7.623095183398422
0904,09,04,37552,4147,35273,33405,1868,2279,100.0,11.043353216872603,93.93108223263741,88.9566467831274,4.974435449510013,6.06891776736259
0905,09,05,53545,5564,50429,47981,2448,3116,100.0,10.391259688112802,94.18059576057522,89.6087403118872,4.571855448688019,5.819404239424783
1001,10,01,111021,27456,96736,83565,13171,14285,100.0,24.730456400140515,87.13306491564659,75.26954359985949,11.863521315787104,12.866935084353411
1002,10,02,82109,19135,70042,62974,7068,12067,100.0,23.304388069517348,85.30368169141019,76.69561193048266,8.608069760927547,14.6963183085898
1003,10,03,28069,4473,25698,23596,2102,2371,100.0,15.935729808685739,91.55295878014891,84.06427019131426,7.488688588834657,8.447041219851082
1004,10,04,48768,4153,46930,44615,2315,1838,100.0,8.515830052493438,96.23113517060368,91.48416994750657,4.746965223097113,3.7688648293963256
1101,11,01,61971,16953,51385,45018,6367,10586,100.0,27.3563440964322,82.91781639799261,72.64365590356779,10.27416049442481,17.08218360200739
1102,11,02,48979,12306,40824,36673,4151,8155,100.0,25.1250535943976,83.35000714591968,74.8749464056024,8.475060740317279,16.64999285408032
1103,11,03,75832,25223,58736,50609,8127,17096,100.0,33.261683721911595,77.45542778774133,66.7383162780884,10.717111509652916,22.544572212258675
1104,11,04,75171,20036,62300,55135,7165,12871,100.0,26.653895784278514,82.87770549813092,73.34610421572148,9.53160128240944,17.122294501869074
1105,11,05,32248,5454,28996,26794,2202,3252,100.0,16.912676755147608,89.91565368394939,83.0873232448524,6.828330439096998,10.084346316050608
1210,12,10,56391,26210,41089,30181,10908,15302,100.0,46.47904807504744,72.86446418754767,53.52095192495256,19.343512262595095,27.135535812452343
1221,12,21,54758,22561,41803,32197,9606,12955,100.0,41.20128565689032,76.34135651411665,58.79871434310968,17.542642171006975,23.658643485883342
1222,12,22,24104,3343,22762,20761,2001,1342,100.0,13.869067374709592,94.43245934284766,86.13093262529041,8.301526717557252,5.56754065715234
1223,12,23,33421,4741,31334,28680,2654,2087,100.0,14.18569163101044,93.755423236887,85.81430836898956,7.941114867897429,6.244576763113012
1230,12,30,97734,35308,79120,62426,16694,18614,100.0,36.12662942271881,80.95442732314241,63.87337057728119,17.081056745861215,19.045572676857592
