id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3445,2075,2040,1370,670,1405,100.0,60.2322206095791,59.21625544267054,39.7677793904209,19.448476052249635,40.78374455732946
01011102,01,01,11,02,188,71,135,117,18,53,100.0,37.765957446808514,71.80851063829788,62.23404255319149,9.574468085106384,28.191489361702125
01011103,01,01,11,03,5159,2979,3349,2180,1169,1810,100.0,57.743748788524904,64.91568133359178,42.256251211475096,22.65943012211669,35.08431866640822
01011104,01,01,11,04,4626,3005,2816,1621,1195,1810,100.0,64.95892779939473,60.873324686554255,35.04107220060527,25.832252485948988,39.126675313445745
01011105,01,01,11,05,1567,1047,778,520,258,789,100.0,66.81557115507339,49.64901084875558,33.184428844926614,16.464582003828973,50.35098915124442
01011201,01,01,12,01,2456,1494,1420,962,458,1036,100.0,60.83061889250815,57.817589576547235,39.16938110749186,18.648208469055376,42.18241042345277
01011202,01,01,12,02,654,315,422,339,83,232,100.0,48.1651376146789,64.52599388379205,51.8348623853211,12.691131498470948,35.47400611620795
01011203,01,01,12,03,1171,637,738,534,204,433,100.0,54.397950469684034,63.02305721605465,45.602049530315966,17.421007685738683,36.97694278394535
01011204,01,01,12,04,8461,4341,5537,4120,1417,2924,100.0,51.305992199503606,65.44143718236614,48.694007800496394,16.747429381869754,34.55856281763385
01011301,01,01,13,01,6910,3009,4778,3901,877,2132,100.0,43.545586107091175,69.14616497829233,56.454413892908825,12.691751085383501,30.85383502170767
01011302,01,01,13,02,12540,5095,9140,7445,1695,3400,100.0,40.629984051036686,72.88676236044657,59.370015948963314,13.516746411483254,27.11323763955343
01011303,01,01,13,03,10011,4811,6529,5200,1329,3482,100.0,48.05713714913595,65.2182599140945,51.942862850864046,13.275397063230447,34.781740085905504
01011304,01,01,13,04,8813,3832,6386,4981,1405,2427,100.0,43.48122092363554,72.46113695676841,56.51877907636447,15.942357880403948,27.538863043231586
01011305,01,01,13,05,8778,3700,6308,5078,1230,2470,100.0,42.15083162451583,71.86147186147186,57.84916837548416,14.012303485987696,28.13852813852814
01011306,01,01,13,06,10831,4939,7480,5892,1588,3351,100.0,45.60059089650078,69.06102852922167,54.39940910349922,14.661619425722463,30.93897147077832
01011401,01,01,14,01,18200,8085,12424,10115,2309,5776,100.0,44.42307692307692,68.26373626373626,55.57692307692308,12.686813186813186,31.736263736263737
01011402,01,01,14,02,13640,5578,9882,8062,1820,3758,100.0,40.894428152492665,72.44868035190616,59.105571847507335,13.343108504398826,27.55131964809384
