id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01011101,01,01,11,01,100.0,609.0,48.0,61.0,74.0,24.0,72.0,35.0,108.0,23.0,19.0,31.0,69.0,9.0,11.0,370.0,130.0,80.0,27.0,479.0,91.0,48.0,256.0,21.0,48.0,19.0,50.0,88.0
01011102,01,01,11,02,100.0,39.0,3.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,6.0,0.0,3.0,0.0,7.000000000000001,3.0
01011103,01,01,11,03,100.0,972.0000000000001,143.0,34.0,93.0,38.0,53.0,40.0,181.0,87.0,110.00000000000001,30.0,135.0,15.0,66.0,415.00000000000006,179.0,88.0,38.0,907.0,326.0,72.0,358.0,45.0,99.0,34.0,53.0,138.0
01011104,01,01,11,04,100.0,682.0,98.0,32.0,74.0,30.0,47.0,49.0,114.99999999999999,55.00000000000001,27.0,18.0,114.99999999999999,51.0,22.0,263.0,107.0,74.0,6.0,1301.0,400.0,63.0,665.0,202.99999999999997,121.0,22.0,48.0,179.0
01011105,01,01,11,05,100.0,280.0,22.0,9.0,41.0,15.0,26.0,16.0,57.99999999999999,12.0,4.0,3.0,9.0,0.0,3.0,239.0,130.0,49.0,17.0,332.0,47.0,16.0,227.99999999999997,4.0,11.0,3.0,30.0,24.0
01011201,01,01,12,01,100.0,378.0,24.0,18.0,43.0,10.0,19.0,21.0,33.0,98.0,30.0,0.0,25.0,6.0,12.0,337.0,161.0,86.0,6.0,316.0,50.0,25.0,202.0,21.0,20.0,47.0,46.0,67.0
01011202,01,01,12,02,100.0,156.0,19.0,3.0,25.0,15.0,4.0,12.0,7.000000000000001,3.0,28.999999999999996,0.0,3.0,0.0,3.0,56.00000000000001,24.0,15.0,4.0,19.0,3.0,0.0,9.0,3.0,0.0,0.0,33.0,0.0
01011203,01,01,12,03,100.0,182.0,12.0,20.0,22.0,6.0,6.0,27.0,19.0,15.0,6.0,6.0,18.0,3.0,9.0,227.99999999999997,148.0,12.0,6.0,91.0,44.0,6.0,26.0,7.000000000000001,0.0,19.0,30.0,7.000000000000001
01011204,01,01,12,04,100.0,1307.0,103.0,41.0,117.0,66.0,91.0,71.0,181.0,217.0,53.0,37.0,129.0,9.0,43.0,919.9999999999999,476.0,171.0,34.0,965.0,189.0,55.00000000000001,535.0,43.0,178.0,164.0,128.0,146.0
01011301,01,01,13,01,100.0,1255.0,114.99999999999999,30.0,117.0,112.00000000000001,109.00000000000001,119.0,154.0,47.0,81.0,32.0,90.0,15.0,28.000000000000004,432.0,193.0,64.0,32.0,463.99999999999994,107.0,48.0,166.0,6.0,47.0,34.0,186.0,43.0
