id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,385748,23311,27907,8265,50543,137397,48913,40184,49228,185822,132815,100.0,6.04306438400199,7.234515797878408,2.142590499497081,13.1025954768398,35.618331138463454,12.68003981874177,10.417163536816782,12.761699347760713,48.17186349637587,34.43050903698788
02,02,290386,18472,20356,5720,30882,118436,38499,28637,29384,141323,80829,100.0,6.361188211552898,7.009979819963773,1.9697919321179396,10.634810218123464,40.7857128098462,13.257870558498,9.861701321689061,10.11894512820866,48.66729112285027,27.835019594608557
03,03,409335,27282,35655,9330,32848,133099,64449,45569,61103,208407,59105,100.0,6.664956575909707,8.710469419912785,2.2793066803473927,8.024723026372042,32.515909951506714,15.744805599325737,11.132446529126511,14.927382217499114,50.9135549122357,14.439273455726973
04,04,343592,16493,21577,6992,34107,88602,47584,47697,80540,176664,88340,100.0,4.800169969033039,6.279831893641295,2.034971710633542,9.926598989499173,25.786979906400614,13.848983678316143,13.881871522037766,23.440592330438427,51.41679666581294,25.710726675824812
05,05,245197,15299,21224,6642,24949,57843,32586,33146,53508,125172,50464,100.0,6.239472750482265,8.655897094988928,2.7088422778418986,10.175083708201976,23.590419132371114,13.289722141788033,13.518109927935495,21.82245296639029,51.04956422794732,20.581002214545855
06,06,310071,15875,24552,8144,28994,65342,44039,43281,79844,163210,47442,100.0,5.119795143692897,7.91818647987074,2.626495222062044,9.350761599762635,21.073238064830313,14.202876115470328,13.958415975695889,25.750231398615153,52.636331678873546,15.300366690209662
07,07,350984,20070,25718,8224,34615,91334,48683,48231,74109,179325,72297,100.0,5.718209377065621,7.327399539580151,2.3431267522166253,9.862272924121896,26.022268821370776,13.87043284024343,13.741652041118682,21.114637704282817,51.09207257310875,20.59837485469423
08,08,329917,20138,25531,7907,33456,103907,41850,39176,57952,165470,85300,100.0,6.103959480717878,7.738613045099221,2.3966634032195975,10.140732366019332,31.494891139286548,12.685008653691687,11.874501768626654,17.56563014333908,50.15503899465623,25.854987769651157
09,09,273689,16888,20169,5840,23122,75117,36272,36366,59915,139511,27932,100.0,6.170507400735872,7.369313344708775,2.1338088121919405,8.448275232106516,27.446115846818834,13.252998841751037,13.287344394550018,21.89163612713701,50.974281027005105,10.20574447639474
10,10,269967,17013,23779,6549,21217,68574,32016,44902,55917,136062,30561,100.0,6.301881341052795,8.80811358425289,2.4258520485837156,7.859108705878867,25.40088233006256,11.859227238884753,16.632403219652772,20.712531531631644,50.39949327139984,11.32027247774728
11,11,294201,19654,23065,6258,27874,89405,33379,37199,57367,148031,51960,100.0,6.680466755721429,7.839878178524207,2.127117174992607,9.47447493380376,30.389087732536602,11.345644644307804,12.6440766686721,19.499253911441496,50.31628036614424,17.66139476072481
12,12,266408,15728,22170,7301,26099,59757,36062,36652,62639,135055,50300,100.0,5.903726614816372,8.321822167502477,2.7405333173177984,9.796627728897029,22.430632713732322,13.536380288880215,13.757845109756465,23.512432059097325,50.69479895498634,18.88081438995826
