district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3114,127.0,107.0,31.0,454.0,941.0,344.0,398.0,712.0,1501.0,1207.0
1,1,11,2,192,7.0,3.0,0.0,31.0,39.0,42.0,37.0,33.0,77.0,52.0
1,1,11,3,5518,273.0,394.0,137.0,722.0,1590.0,733.0,769.0,900.0,2467.0,2148.0
1,1,11,4,4704,285.0,388.0,175.0,893.0,1605.0,643.0,387.0,328.0,2135.0,1800.0
1,1,11,5,1135,74.0,67.0,21.0,92.0,316.0,222.0,174.0,169.0,529.0,458.0
1,1,12,1,2190,82.0,145.0,52.0,267.0,578.0,333.0,336.0,397.0,1039.0,772.0
1,1,12,2,608,39.0,36.0,12.0,37.0,206.0,116.0,85.0,77.0,270.0,221.0
1,1,12,3,1004,45.0,42.0,19.0,96.0,319.0,204.0,116.0,163.0,492.0,375.0
1,1,12,4,7463,367.0,378.0,111.0,712.0,2375.0,1074.0,888.0,1558.0,3691.0,2176.0
1,1,13,1,6431,440.0,331.0,61.0,652.0,2840.0,962.0,573.0,572.0,3083.0,1815.0
1,1,13,2,12535,697.0,1003.0,257.0,1191.0,5006.0,2365.0,1062.0,954.0,6078.0,3246.0
1,1,13,3,9536,419.0,391.0,236.0,1257.0,3586.0,1214.0,922.0,1511.0,4449.0,3079.0
1,1,13,4,8607,428.0,470.0,170.0,812.0,2091.0,966.0,962.0,2708.0,4591.0,1924.0
1,1,13,5,7617,389.0,355.0,94.0,679.0,2345.0,1051.0,767.0,1937.0,3758.0,1739.0
1,1,13,6,9530,558.0,425.0,130.0,1277.0,3174.0,1408.0,1057.0,1501.0,4620.0,2549.0
1,1,14,1,16331,1163.0,1257.0,278.0,1592.0,7246.0,2671.0,1159.0,965.0,8038.0,4544.0
1,1,14,2,13341,1031.0,1017.0,162.0,1098.0,6349.0,2139.0,772.0,773.0,6637.0,3379.0
1,2,21,1,3522,218.0,181.0,68.0,681.0,1274.0,469.0,336.0,295.0,1588.0,1256.0
1,2,21,2,6374,363.0,402.0,129.0,1111.0,2324.0,840.0,617.0,588.0,2911.0,2553.0
1,2,21,3,258,13.0,57.0,4.0,16.0,93.0,45.0,14.0,16.0,119.0,132.0
1,2,21,4,18377,964.0,1106.0,373.0,2855.0,6483.0,2511.0,2072.0,2013.0,8657.0,5678.0
1,2,21,5,5299,308.0,375.0,137.0,896.0,1831.0,681.0,527.0,544.0,2512.0,1931.0
1,2,21,6,11799,624.0,779.0,243.0,1421.0,3472.0,1822.0,1577.0,1861.0,5899.0,2590.0
1,2,22,1,11292,702.0,703.0,237.0,2058.0,4238.0,1437.0,959.0,958.0,5240.0,3591.0
1,2,22,2,1488,100.0,156.0,63.0,233.0,411.0,218.0,122.0,185.0,748.0,482.0
1,2,22,3,6969,453.0,618.0,192.0,1015.0,2162.0,891.0,662.0,976.0,3420.0,2322.0
1,2,22,4,5824,304.0,363.0,87.0,702.0,1804.0,913.0,669.0,982.0,2906.0,1461.0
1,2,22,5,3311,252.0,346.0,97.0,407.0,852.0,406.0,401.0,550.0,1611.0,1033.0
1,2,22,6,3027,181.0,202.0,43.0,321.0,945.0,489.0,394.0,452.0,1452.0,648.0
1,2,22,7,5630,201.0,265.0,83.0,961.0,1428.0,791.0,647.0,1254.0,2709.0,1745.0
1,3,31,1,26841,1993.0,2478.0,827.0,4399.0,8916.0,3336.0,2226.0,2666.0,12656.0,10951.0
1,3,31,2,11837,845.0,1016.0,349.0,1893.0,3976.0,1592.0,932.0,1234.0,5730.0,4509.0
1,3,32,1,13361,1048.0,1551.0,453.0,1696.0,4026.0,1686.0,1255.0,1646.0,6599.0,4184.0
1,3,32,2,9726,647.0,903.0,247.0,1055.0,2764.0,1305.0,996.0,1809.0,4910.0,2555.0
1,3,32,3,14478,1048.0,1299.0,432.0,2308.0,4868.0,1825.0,1208.0,1490.0,6736.0,5643.0
1,4,41,1,20722,1118.0,1353.0,397.0,3002.0,6449.0,2983.0,2347.0,3073.0,10022.0,6290.0
