district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,1,11,1,3114,100.0,1747.0,56.1,1907.0,61.2,1367.0,43.9,540.0,17.3,1207.0,38.8
1,1,11,2,192,100.0,71.0,37.0,140.0,72.9,121.0,63.0,19.0,9.9,52.0,27.1
1,1,11,3,5518,100.0,3248.0,58.9,3370.0,61.1,2270.0,41.1,1100.0,19.9,2148.0,38.9
1,1,11,4,4704,100.0,3030.0,64.4,2904.0,61.7,1674.0,35.6,1230.0,26.1,1800.0,38.3
1,1,11,5,1135,100.0,657.0,57.9,677.0,59.6,478.0,42.1,199.0,17.5,458.0,40.4
1,1,12,1,2190,100.0,1171.0,53.5,1418.0,64.7,1019.0,46.5,399.0,18.2,772.0,35.3
1,1,12,2,608,100.0,288.0,47.4,387.0,63.7,320.0,52.6,67.0,11.0,221.0,36.3
1,1,12,3,1004,100.0,512.0,51.0,629.0,62.6,492.0,49.0,137.0,13.6,375.0,37.4
1,1,12,4,7463,100.0,3303.0,44.3,5287.0,70.8,4160.0,55.7,1127.0,15.1,2176.0,29.2
1,1,13,1,6431,100.0,2538.0,39.5,4616.0,71.8,3893.0,60.5,723.0,11.2,1815.0,28.2
1,1,13,2,12535,100.0,4699.0,37.5,9289.0,74.1,7836.0,62.5,1453.0,11.6,3246.0,25.9
1,1,13,3,9536,100.0,4169.0,43.7,6457.0,67.7,5367.0,56.3,1090.0,11.4,3079.0,32.3
1,1,13,4,8607,100.0,3084.0,35.8,6683.0,77.6,5523.0,64.2,1160.0,13.5,1924.0,22.4
1,1,13,5,7617,100.0,2653.0,34.8,5878.0,77.2,4964.0,65.2,914.0,12.0,1739.0,22.8
1,1,13,6,9530,100.0,3726.0,39.1,6981.0,73.3,5804.0,60.9,1177.0,12.4,2549.0,26.7
1,1,14,1,16331,100.0,6296.0,38.6,11787.0,72.2,10035.0,61.4,1752.0,10.7,4544.0,27.8
1,1,14,2,13341,100.0,4877.0,36.6,9962.0,74.7,8464.0,63.4,1498.0,11.2,3379.0,25.3
1,2,21,1,3522,100.0,1825.0,51.8,2266.0,64.3,1697.0,48.2,569.0,16.2,1256.0,35.7
1,2,21,2,6374,100.0,3719.0,58.3,3821.0,59.9,2655.0,41.7,1166.0,18.3,2553.0,40.1
1,2,21,3,258,100.0,186.0,72.1,126.0,48.8,72.0,27.9,54.0,20.9,132.0,51.2
1,2,21,4,18377,100.0,8842.0,48.1,12699.0,69.1,9535.0,51.9,3164.0,17.2,5678.0,30.9
1,2,21,5,5299,100.0,3064.0,57.8,3368.0,63.6,2235.0,42.2,1133.0,21.4,1931.0,36.4
1,2,21,6,11799,100.0,4232.0,35.9,9209.0,78.0,7567.0,64.1,1642.0,13.9,2590.0,22.0
1,2,22,1,11292,100.0,5663.0,50.2,7701.0,68.2,5629.0,49.8,2072.0,18.3,3591.0,31.8
1,2,22,2,1488,100.0,972.0,65.3,1006.0,67.6,516.0,34.7,490.0,32.9,482.0,32.4
1,2,22,3,6969,100.0,4057.0,58.2,4647.0,66.7,2912.0,41.8,1735.0,24.9,2322.0,33.3
1,2,22,4,5824,100.0,2334.0,40.1,4363.0,74.9,3490.0,59.9,873.0,15.0,1461.0,25.1
1,2,22,5,3311,100.0,1969.0,59.5,2278.0,68.8,1342.0,40.5,936.0,28.3,1033.0,31.2
1,2,22,6,3027,100.0,1195.0,39.5,2379.0,78.6,1832.0,60.5,547.0,18.1,648.0,21.4
1,2,22,7,5630,100.0,2468.0,43.8,3885.0,69.0,3162.0,56.2,723.0,12.8,1745.0,31.0
1,3,31,1,26841,100.0,16504.0,61.5,15890.0,59.2,10337.0,38.5,5553.0,20.7,10951.0,40.8
1,3,31,2,11837,100.0,7182.0,60.7,7328.0,61.9,4655.0,39.3,2673.0,22.6,4509.0,38.1
1,3,32,1,13361,100.0,8873.0,66.4,9177.0,68.7,4488.0,33.6,4689.0,35.1,4184.0,31.3
1,3,32,2,9726,100.0,5343.0,54.9,7171.0,73.7,4383.0,45.1,2788.0,28.7,2555.0,26.3
1,3,32,3,14478,100.0,9098.0,62.8,8835.0,61.0,5380.0,37.2,3455.0,23.9,5643.0,39.0
1,4,41,1,20722,100.0,9735.0,47.0,14432.0,69.6,10987.0,53.0,3445.0,16.6,6290.0,30.4
1,4,41,2,16238,100.0,6159.0,37.9,12565.0,77.4,10079.0,62.1,2486.0,15.3,3673.0,22.6
1,4,41,3,8589,100.0,4451.0,51.8,5498.0,64.0,4138.0,48.2,1360.0,15.8,3091.0,36.0
1,4,42,1,23424,100.0,15744.0,67.2,13375.0,57.1,7680.0,32.8,5695.0,24.3,10049.0,42.9
1,4,42,2,16703,100.0,9539.0,57.1,10058.0,60.2,7164.0,42.9,2894.0,17.3,6645.0,39.8
1,4,42,3,16462,100.0,9510.0,57.8,10027.0,60.9,6952.0,42.2,3075.0,18.7,6435.0,39.1
2,1,1,1,6481,100.0,4617.0,71.2,3635.0,56.1,1864.0,28.8,1771.0,27.3,2846.0,43.9
2,1,1,2,13278,100.0,8933.0,67.3,9025.0,68.0,4345.0,32.7,4680.0,35.2,4253.0,32.0
2,1,1,3,15593,100.0,10842.0,69.5,10009.0,64.2,4751.0,30.5,5258.0,33.7,5584.0,35.8
2,1,1,4,5044,100.0,3252.0,64.5,3410.0,67.6,1792.0,35.5,1618.0,32.1,1634.0,32.4
2,2,2,1,911,100.0,443.0,48.6,642.0,70.5,468.0,51.4,174.0,19.1,269.0,29.5
2,2,2,2,5990,100.0,2535.0,42.3,4317.0,72.1,3455.0,57.7,862.0,14.4,1673.0,27.9
2,2,2,3,10886,100.0,4126.0,37.9,8343.0,76.6,6760.0,62.1,1583.0,14.5,2543.0,23.4
2,2,2,4,12326,100.0,5016.0,40.7,9152.0,74.2,7310.0,59.3,1842.0,14.9,3174.0,25.8
2,2,2,5,14892,100.0,5900.0,39.6,11271.0,75.7,8992.0,60.4,2279.0,15.3,3621.0,24.3
2,2,2,6,19052,100.0,8587.0,45.1,13829.0,72.6,10465.0,54.9,3364.0,17.7,5223.0,27.4
2,3,3,1,9092,100.0,5684.0,62.5,5624.0,61.9,3408.0,37.5,2216.0,24.4,3468.0,38.1
2,3,3,2,13166,100.0,6974.0,53.0,8845.0,67.2,6192.0,47.0,2653.0,20.2,4321.0,32.8
2,3,4,1,15156,100.0,7197.0,47.5,10405.0,68.7,7959.0,52.5,2446.0,16.1,4751.0,31.3
2,3,4,2,11083,100.0,5413.0,48.8,7536.0,68.0,5670.0,51.2,1866.0,16.8,3547.0,32.0
2,4,5,1,5381,100.0,1263.0,23.5,4647.0,86.4,4118.0,76.5,529.0,9.8,734.0,13.6
2,4,5,2,7181,100.0,1831.0,25.5,6022.0,83.9,5350.0,74.5,672.0,9.4,1159.0,16.1
2,4,5,3,10976,100.0,2596.0,23.7,9223.0,84.0,8380.0,76.3,843.0,7.7,1753.0,16.0
2,4,7,1,12331,100.0,4341.0,35.2,9493.0,77.0,7990.0,64.8,1503.0,12.2,2838.0,23.0
2,4,7,2,10714,100.0,2446.0,22.8,9060.0,84.6,8268.0,77.2,792.0,7.4,1654.0,15.4
2,4,7,3,1145,100.0,762.0,66.6,485.0,42.4,383.0,33.4,102.0,8.9,660.0,57.6
2,5,6,1,8900,100.0,2452.0,27.6,7168.0,80.5,6448.0,72.4,720.0,8.1,1732.0,19.5
