district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,1,11,1,1747,100.0,101.0,19.0,354.0,677.0,163.0,186.0,147.0,818.0,1207.0
1,1,11,2,71,4.0,3.0,0.0,18.0,27.0,19.0,0.0,0.0,25.0,52.0
1,1,11,3,3248,234.0,334.0,125.0,512.0,1045.0,387.0,324.0,287.0,1441.0,2148.0
1,1,11,4,3030,206.0,322.0,153.0,646.0,1024.0,304.0,227.0,148.0,1413.0,1800.0
1,1,11,5,657,65.0,58.0,15.0,60.0,213.0,121.0,77.0,48.0,329.0,458.0
1,1,12,1,1171,66.0,114.0,39.0,183.0,378.0,153.0,136.0,102.0,551.0,772.0
1,1,12,2,288,27.0,26.0,6.0,21.0,132.0,43.0,24.0,9.0,135.0,221.0
1,1,12,3,512,39.0,33.0,10.0,58.0,214.0,82.0,37.0,39.0,250.0,375.0
1,1,12,4,3303,266.0,308.0,80.0,428.0,1341.0,393.0,285.0,202.0,1643.0,2176.0
1,1,13,1,2538,224.0,156.0,27.0,334.0,1295.0,279.0,142.0,81.0,1228.0,1815.0
1,1,13,2,4699,336.0,434.0,97.0,609.0,2321.0,602.0,181.0,119.0,2299.0,3246.0
1,1,13,3,4169,260.0,263.0,206.0,752.0,1937.0,405.0,229.0,117.0,1895.0,3079.0
1,1,13,4,3084,313.0,329.0,116.0,489.0,1118.0,378.0,213.0,128.0,1566.0,1924.0
1,1,13,5,2653,233.0,230.0,64.0,337.0,1157.0,367.0,135.0,130.0,1206.0,1739.0
1,1,13,6,3726,312.0,257.0,79.0,876.0,1482.0,397.0,212.0,111.0,1790.0,2549.0
1,1,14,1,6296,571.0,569.0,138.0,800.0,3194.0,661.0,224.0,139.0,3146.0,4544.0
1,1,14,2,4877,453.0,409.0,55.0,560.0,2689.0,459.0,151.0,101.0,2488.0,3379.0
1,2,21,1,1825,161.0,157.0,50.0,328.0,672.0,239.0,116.0,102.0,836.0,1256.0
1,2,21,2,3719,282.0,332.0,111.0,556.0,1401.0,475.0,308.0,254.0,1706.0,2553.0
1,2,21,3,186,7.0,41.0,4.0,16.0,78.0,24.0,10.0,6.0,91.0,132.0
1,2,21,4,8842,607.0,800.0,264.0,1356.0,3218.0,1165.0,802.0,630.0,4074.0,5678.0
1,2,21,5,3064,238.0,336.0,116.0,504.0,1036.0,386.0,237.0,211.0,1420.0,1931.0
1,2,21,6,4232,304.0,438.0,124.0,652.0,1533.0,513.0,383.0,285.0,2032.0,2590.0
1,2,22,1,5663,450.0,530.0,179.0,1040.0,2075.0,684.0,402.0,303.0,2596.0,3591.0
1,2,22,2,972,79.0,135.0,51.0,152.0,293.0,116.0,62.0,84.0,473.0,482.0
1,2,22,3,4057,354.0,517.0,173.0,547.0,1286.0,505.0,298.0,377.0,2004.0,2322.0
1,2,22,4,2334,163.0,223.0,50.0,353.0,869.0,318.0,189.0,169.0,1125.0,1461.0
1,2,22,5,1969,203.0,295.0,81.0,227.0,609.0,196.0,182.0,176.0,956.0,1033.0
1,2,22,6,1195,124.0,121.0,21.0,145.0,418.0,168.0,119.0,79.0,591.0,648.0
1,2,22,7,2468,119.0,142.0,56.0,698.0,845.0,249.0,191.0,168.0,1171.0,1745.0
1,3,31,1,16504,1588.0,2129.0,708.0,2615.0,5425.0,2040.0,1094.0,905.0,7689.0,10951.0
