district,forecast_area,district_region,planning_area,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
1,1,11,1,1747,555.0,47.0,66.0,41.0,20.0,84.0,24.0,98.0,23.0,25.0,20.0,70.0,9.0,28,295.0,112.0,56.0,19.0,442.0,80.0,56.0,237.0,13.0,55.0,21.0,40.0,70.0
1,1,11,2,71,40.0,0.0,3.0,0.0,6.0,7.0,0.0,10.0,0.0,6.0,0.0,0.0,0.0,0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,4.0
1,1,11,3,3248,989.0,135.0,31.0,97.0,22.0,54.0,45.0,225.0,82.0,129.0,31.0,157.0,18.0,69,439.0,167.0,75.0,35.0,1257.0,315.0,73.0,598.0,49.0,219.0,40.0,39.0,116.0
1,1,11,4,3030,761.0,96.0,40.0,85.0,22.0,43.0,28.0,143.0,85.0,34.0,21.0,112.0,51.0,13,237.0,98.0,62.0,7.0,1301.0,424.0,82.0,607.0,218.0,73.0,28.0,41.0,199.0
1,1,11,5,657,153.0,10.0,7.0,28.0,18.0,13.0,6.0,23.0,3.0,12.0,0.0,8.0,0.0,5,149.0,89.0,31.0,9.0,231.0,27.0,18.0,141.0,10.0,9.0,3.0,32.0,9.0
1,1,12,1,1171,318.0,15.0,19.0,46.0,9.0,18.0,18.0,26.0,85.0,24.0,6.0,15.0,0.0,6,315.0,139.0,73.0,11.0,245.0,43.0,12.0,152.0,24.0,4.0,41.0,21.0,43.0
1,1,12,2,288,131.0,23.0,3.0,10.0,14.0,6.0,13.0,10.0,0.0,18.0,0.0,13.0,0.0,7,37.0,21.0,9.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,0.0,23.0,6.0
1,1,12,3,512,180.0,6.0,14.0,17.0,13.0,11.0,18.0,22.0,9.0,9.0,0.0,9.0,0.0,6,205.0,137.0,12.0,0.0,50.0,13.0,6.0,21.0,3.0,0.0,3.0,32.0,6.0
1,1,12,4,3303,1155.0,92.0,43.0,95.0,54.0,77.0,72.0,168.0,237.0,51.0,28.0,129.0,16.0,43,702.0,369.0,107.0,27.0,644.0,127.0,23.0,355.0,22.0,119.0,112.0,74.0,96.0
1,1,13,1,2538,1173.0,126.0,41.0,104.0,99.0,105.0,98.0,168.0,50.0,62.0,18.0,62.0,13.0,15,338.0,176.0,49.0,24.0,368.0,78.0,47.0,151.0,0.0,28.0,18.0,139.0,46.0
1,1,13,2,4699,2256.0,355.0,49.0,300.0,171.0,164.0,288.0,216.0,99.0,53.0,44.0,154.0,9.0,49,440.0,192.0,70.0,17.0,602.0,189.0,41.0,238.0,19.0,93.0,92.0,344.0,78.0
1,1,13,3,4169,1449.0,183.0,63.0,162.0,90.0,137.0,145.0,190.0,62.0,55.0,21.0,106.0,18.0,27,499.0,213.0,99.0,19.0,826.0,124.0,46.0,422.0,60.0,121.0,255.0,198.0,68.0
1,1,13,4,3084,707.0,58.0,24.0,98.0,19.0,116.0,31.0,115.0,46.0,28.0,7.0,205.0,31.0,32,367.0,127.0,83.0,34.0,628.0,226.0,25.0,238.0,10.0,67.0,629.0,48.0,106.0
1,1,13,5,2653,757.0,75.0,13.0,84.0,50.0,68.0,64.0,98.0,89.0,22.0,22.0,67.0,7.0,9,461.0,240.0,68.0,47.0,582.0,147.0,7.0,292.0,15.0,87.0,92.0,74.0,86.0
1,1,13,6,3726,1173.0,100.0,40.0,121.0,49.0,97.0,106.0,235.0,64.0,61.0,28.0,164.0,35.0,46,314.0,115.0,61.0,21.0,1034.0,524.0,41.0,357.0,28.0,109.0,119.0,234.0,185.0
1,1,14,1,6296,2950.0,377.0,114.0,396.0,229.0,211.0,300.0,321.0,108.0,126.0,33.0,164.0,26.0,37,536.0,242.0,104.0,24.0,1027.0,196.0,79.0,501.0,19.0,188.0,76.0,393.0,84.0
1,1,14,2,4877,2578.0,332.0,119.0,371.0,174.0,239.0,310.0,218.0,59.0,61.0,29.0,92.0,14.0,25,444.0,189.0,96.0,13.0,402.0,98.0,31.0,170.0,12.0,35.0,61.0,383.0,61.0
1,2,21,1,1825,810.0,38.0,54.0,52.0,18.0,22.0,25.0,301.0,79.0,91.0,31.0,126.0,32.0,50,105.0,34.0,12.0,3.0,605.0,148.0,24.0,356.0,132.0,61.0,10.0,22.0,102.0
1,2,21,2,3719,1261.0,58.0,92.0,118.0,21.0,38.0,44.0,378.0,207.0,59.0,65.0,316.0,50.0,130,208.0,66.0,28.0,15.0,1401.0,578.0,31.0,571.0,164.0,79.0,50.0,36.0,211.0
1,2,21,3,186,25.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,9.0,0.0,3.0,0.0,0,13.0,10.0,0.0,0.0,111.0,38.0,11.0,34.0,9.0,13.0,9.0,3.0,6.0
1,2,21,4,8842,2958.0,233.0,157.0,308.0,106.0,163.0,133.0,845.0,220.0,203.0,160.0,688.0,109.0,240,496.0,191.0,124.0,37.0,3208.0,1483.0,92.0,1233.0,381.0,264.0,92.0,141.0,490.0
1,2,21,5,3064,1015.0,69.0,49.0,92.0,13.0,42.0,31.0,221.0,256.0,101.0,30.0,205.0,25.0,118,193.0,63.0,60.0,7.0,1223.0,509.0,26.0,552.0,213.0,64.0,18.0,39.0,172.0
1,2,21,6,4232,1401.0,139.0,50.0,134.0,78.0,81.0,87.0,294.0,82.0,101.0,51.0,246.0,59.0,78,394.0,149.0,95.0,25.0,1388.0,367.0,92.0,669.0,122.0,115.0,24.0,94.0,183.0
1,2,22,1,5663,1705.0,170.0,73.0,205.0,67.0,88.0,87.0,357.0,118.0,169.0,62.0,347.0,70.0,126,384.0,137.0,64.0,24.0,2279.0,1078.0,84.0,835.0,145.0,307.0,36.0,87.0,332.0
1,2,22,2,972,113.0,6.0,12.0,13.0,3.0,3.0,3.0,29.0,10.0,3.0,6.0,30.0,6.0,15,52.0,25.0,15.0,0.0,561.0,366.0,10.0,169.0,62.0,24.0,3.0,3.0,133.0
1,2,22,3,4057,973.0,61.0,54.0,70.0,29.0,37.0,47.0,258.0,123.0,87.0,53.0,298.0,89.0,82,254.0,81.0,76.0,9.0,1935.0,1098.0,18.0,666.0,243.0,92.0,15.0,29.0,383.0
1,2,22,4,2334,943.0,74.0,55.0,77.0,40.0,55.0,56.0,234.0,83.0,39.0,22.0,88.0,23.0,24,262.0,114.0,58.0,15.0,629.0,259.0,29.0,267.0,67.0,55.0,19.0,77.0,93.0
1,2,22,5,1969,360.0,22.0,16.0,50.0,15.0,12.0,9.0,146.0,17.0,10.0,25.0,158.0,32.0,70,323.0,130.0,85.0,18.0,896.0,342.0,39.0,363.0,93.0,80.0,9.0,11.0,151.0
1,2,22,6,1195,445.0,45.0,39.0,50.0,8.0,29.0,24.0,139.0,22.0,15.0,3.0,30.0,9.0,6,137.0,67.0,22.0,18.0,337.0,164.0,18.0,105.0,15.0,24.0,19.0,23.0,71.0
1,2,22,7,2468,964.0,92.0,45.0,84.0,56.0,109.0,40.0,193.0,83.0,31.0,30.0,124.0,19.0,41,268.0,125.0,57.0,7.0,476.0,145.0,47.0,175.0,19.0,48.0,39.0,74.0,95.0
1,3,31,1,16504,4769.0,193.0,511.0,300.0,120.0,163.0,105.0,1079.0,1091.0,499.0,165.0,1469.0,394.0,583,765.0,338.0,108.0,59.0,7651.0,4340.0,58.0,2261.0,604.0,489.0,72.0,136.0,1043.0
1,3,31,2,7182,1910.0,114.0,128.0,152.0,53.0,72.0,78.0,490.0,383.0,121.0,93.0,604.0,180.0,219,294.0,129.0,65.0,21.0,3555.0,2367.0,31.0,859.0,192.0,181.0,34.0,61.0,509.0
1,3,32,1,8873,1470.0,83.0,38.0,113.0,48.0,76.0,54.0,410.0,283.0,84.0,61.0,442.0,86.0,143,585.0,236.0,122.0,119.0,5267.0,3339.0,23.0,1479.0,716.0,198.0,34.0,59.0,844.0
1,3,32,2,5343,1069.0,46.0,49.0,105.0,25.0,55.0,37.0,432.0,63.0,53.0,80.0,311.0,47.0,93,453.0,188.0,94.0,41.0,2708.0,1820.0,27.0,600.0,164.0,101.0,31.0,51.0,570.0
1,3,32,3,9098,2404.0,145.0,119.0,202.0,56.0,132.0,93.0,598.0,329.0,259.0,120.0,669.0,198.0,187,548.0,253.0,70.0,63.0,4306.0,2431.0,52.0,1411.0,524.0,268.0,68.0,114.0,590.0
1,4,41,1,9735,3484.0,216.0,176.0,300.0,91.0,97.0,128.0,1002.0,730.0,171.0,185.0,816.0,180.0,268,488.0,175.0,95.0,44.0,3643.0,2122.0,77.0,987.0,245.0,173.0,77.0,107.0,665.0
1,4,41,2,6159,2043.0,132.0,114.0,144.0,44.0,54.0,46.0,836.0,258.0,58.0,102.0,597.0,120.0,168,297.0,116.0,48.0,15.0,2415.0,1425.0,37.0,662.0,153.0,143.0,52.0,38.0,490.0
1,4,41,3,4451,1469.0,97.0,85.0,146.0,53.0,68.0,52.0,321.0,289.0,87.0,77.0,233.0,32.0,57,240.0,118.0,44.0,9.0,1764.0,772.0,47.0,709.0,108.0,220.0,37.0,60.0,266.0
1,4,42,1,15744,4241.0,226.0,297.0,321.0,120.0,154.0,130.0,1006.0,937.0,362.0,143.0,1246.0,419.0,438,674.0,276.0,118.0,49.0,7532.0,4419.0,46.0,2192.0,747.0,341.0,99.0,147.0,1065.0
1,4,42,2,9539,3069.0,196.0,207.0,249.0,89.0,180.0,115.0,800.0,534.0,166.0,79.0,543.0,114.0,202,442.0,157.0,88.0,47.0,3654.0,1596.0,64.0,1394.0,415.0,239.0,69.0,105.0,489.0
1,4,42,3,9510,3188.0,153.0,217.0,217.0,61.0,128.0,85.0,793.0,736.0,309.0,109.0,648.0,194.0,223,413.0,158.0,68.0,35.0,4005.0,2520.0,72.0,957.0,280.0,172.0,57.0,102.0,572.0
