district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3420,162.0,124.0,30.0,510.0,1105.0,335.0,393.0,761.0,1634.0,1427.0
1,1,11,2,186,0.0,9.0,3.0,20.0,62.0,27.0,31.0,34.0,73.0,63.0
1,1,11,3,5083,255.0,306.0,111.0,600.0,1492.0,650.0,748.0,921.0,2356.0,1774.0
1,1,11,4,4641,266.0,398.0,143.0,787.0,1619.0,609.0,453.0,366.0,2073.0,1811.0
1,1,11,5,1531,106.0,72.0,19.0,134.0,545.0,235.0,191.0,229.0,710.0,749.0
1,1,12,1,2403,123.0,141.0,66.0,282.0,696.0,310.0,354.0,431.0,1145.0,1004.0
1,1,12,2,648,43.0,36.0,6.0,67.0,212.0,104.0,85.0,95.0,300.0,237.0
1,1,12,3,1133,72.0,55.0,18.0,91.0,368.0,199.0,149.0,181.0,518.0,412.0
1,1,12,4,8376,491.0,415.0,102.0,709.0,2954.0,1084.0,950.0,1671.0,4086.0,2838.0
1,1,13,1,6899,444.0,410.0,85.0,656.0,2994.0,1022.0,626.0,662.0,3328.0,2083.0
1,1,13,2,12597,687.0,992.0,315.0,1056.0,4911.0,2329.0,1300.0,1007.0,6094.0,3462.0
1,1,13,3,10054,472.0,503.0,107.0,1237.0,3986.0,1219.0,1012.0,1518.0,4733.0,3537.0
1,1,13,4,8732,498.0,549.0,153.0,807.0,2348.0,892.0,988.0,2497.0,4626.0,2290.0
1,1,13,5,8529,453.0,410.0,119.0,744.0,2933.0,1048.0,916.0,1906.0,4182.0,2325.0
1,1,13,6,10721,625.0,534.0,117.0,1489.0,3789.0,1363.0,1193.0,1611.0,5307.0,3219.0
1,1,14,1,18141,1299.0,1447.0,320.0,1674.0,8061.0,2906.0,1436.0,998.0,8900.0,5779.0
1,1,14,2,13699,1021.0,1129.0,213.0,1059.0,6187.0,2309.0,936.0,845.0,6791.0,3779.0
1,2,21,1,3626,210.0,220.0,55.0,557.0,1464.0,440.0,392.0,288.0,1615.0,1391.0
1,2,21,2,6795,362.0,406.0,143.0,1228.0,2539.0,825.0,660.0,632.0,3131.0,2917.0
1,2,21,3,261,19.0,40.0,15.0,28.0,89.0,21.0,29.0,20.0,127.0,151.0
1,2,21,4,18855,1018.0,1160.0,343.0,2681.0,7013.0,2298.0,2149.0,2193.0,8919.0,6202.0
1,2,21,5,5359,317.0,373.0,122.0,822.0,1953.0,663.0,539.0,570.0,2501.0,1996.0
1,2,21,6,11404,573.0,695.0,216.0,1265.0,3402.0,1576.0,1684.0,1993.0,5794.0,2338.0
1,2,22,1,10976,640.0,724.0,180.0,1678.0,4419.0,1302.0,1058.0,975.0,5178.0,3447.0
1,2,22,2,2777,220.0,195.0,57.0,414.0,1164.0,306.0,199.0,222.0,1306.0,1009.0
1,2,22,3,7065,475.0,654.0,177.0,970.0,2219.0,847.0,700.0,1023.0,3464.0,2386.0
1,2,22,4,6085,329.0,349.0,98.0,679.0,2064.0,839.0,737.0,990.0,2925.0,1628.0
1,2,22,5,3333,275.0,352.0,110.0,395.0,867.0,410.0,397.0,527.0,1632.0,1109.0
1,2,22,6,2976,127.0,209.0,60.0,309.0,966.0,449.0,374.0,482.0,1423.0,646.0
1,2,22,7,5786,202.0,239.0,85.0,1088.0,1565.0,694.0,659.0,1254.0,2805.0,1986.0
1,3,31,1,27024,1957.0,2599.0,752.0,3950.0,9259.0,3261.0,2547.0,2699.0,12796.0,11340.0
1,3,31,2,11989,806.0,1022.0,310.0,1903.0,4107.0,1545.0,1070.0,1226.0,5736.0,4665.0
1,3,32,1,14243,1151.0,1662.0,466.0,1703.0,4472.0,1688.0,1410.0,1691.0,7115.0,4491.0
1,3,32,2,10346,697.0,914.0,273.0,1285.0,3029.0,1201.0,1146.0,1801.0,5222.0,3007.0
1,3,32,3,14710,978.0,1288.0,447.0,2345.0,5119.0,1747.0,1305.0,1481.0,6841.0,5930.0
1,4,41,1,20950,1199.0,1353.0,393.0,2806.0,6941.0,2629.0,2507.0,3122.0,10100.0,6596.0
1,4,41,2,16544,1005.0,1007.0,308.0,1732.0,4825.0,1946.0,2034.0,3687.0,8532.0,4037.0
1,4,41,3,8766,461.0,496.0,173.0,1408.0,3386.0,1111.0,958.0,773.0,4134.0,3286.0
1,4,42,1,24209,1551.0,2151.0,659.0,3796.0,8484.0,2982.0,2174.0,2412.0,11356.0,10653.0
1,4,42,2,17071,953.0,1040.0,337.0,3014.0,7096.0,1886.0,1517.0,1228.0,7831.0,7018.0
1,4,42,3,16229,898.0,1154.0,368.0,2156.0,5802.0,2004.0,1682.0,2165.0,7645.0,6448.0
2,1,1,1,6869,410.0,555.0,170.0,1163.0,2479.0,841.0,635.0,616.0,3116.0,3031.0
2,1,1,2,13661,919.0,1386.0,464.0,1773.0,4116.0,1806.0,1429.0,1768.0,6778.0,4553.0
2,1,1,3,15142,1022.0,1542.0,491.0,1884.0,4376.0,2212.0,1605.0,2010.0,7468.0,5360.0
2,1,1,4,5052,274.0,534.0,187.0,597.0,1502.0,713.0,634.0,611.0,2516.0,1625.0
2,2,2,1,1834,181.0,167.0,27.0,119.0,691.0,190.0,187.0,272.0,916.0,388.0
2,2,2,2,6116,405.0,482.0,149.0,727.0,2088.0,906.0,720.0,639.0,2947.0,1766.0
2,2,2,3,11020,712.0,777.0,173.0,1032.0,4168.0,1600.0,1399.0,1159.0,5380.0,2732.0
2,2,2,4,12659,742.0,808.0,243.0,1335.0,4854.0,1785.0,1597.0,1295.0,6124.0,3449.0
2,2,2,5,14989,834.0,959.0,313.0,1604.0,5146.0,2347.0,2120.0,1666.0,7422.0,3711.0
2,2,2,6,19017,1264.0,1427.0,408.0,1818.0,7247.0,2738.0,2224.0,1891.0,9502.0,5276.0
2,3,3,1,8984,442.0,676.0,247.0,1005.0,3104.0,1420.0,1057.0,1033.0,4302.0,3422.0
2,3,3,2,13117,733.0,981.0,317.0,1386.0,4716.0,1942.0,1643.0,1399.0,6319.0,4249.0
2,3,4,1,15261,891.0,1017.0,324.0,1468.0,6235.0,2278.0,1688.0,1360.0,7338.0,4870.0
2,3,4,2,11141,632.0,706.0,202.0,1169.0,4660.0,1639.0,1193.0,940.0,5308.0,3720.0
2,4,5,1,5372,252.0,393.0,110.0,389.0,1178.0,644.0,684.0,1722.0,2838.0,859.0
2,4,5,2,7493,465.0,426.0,94.0,752.0,2875.0,823.0,758.0,1300.0,3830.0,1501.0
2,4,5,3,11244,835.0,656.0,142.0,943.0,5034.0,1402.0,909.0,1323.0,5594.0,2034.0
2,4,7,1,13324,787.0,774.0,215.0,1689.0,4566.0,1329.0,1311.0,2653.0,6720.0,3767.0
2,4,7,2,11038,603.0,678.0,150.0,1152.0,4809.0,1465.0,984.0,1197.0,5342.0,2253.0
2,4,7,3,1135,91.0,109.0,34.0,173.0,574.0,73.0,52.0,29.0,501.0,691.0
2,5,6,1,9191,608.0,487.0,90.0,961.0,4928.0,1015.0,593.0,509.0,4277.0,2096.0
2,5,6,2,21793,1567.0,1465.0,339.0,2029.0,11108.0,2779.0,1419.0,1087.0,10534.0,4864.0
2,5,8,1,20500,1377.0,1251.0,298.0,2293.0,10833.0,2337.0,1214.0,897.0,9724.0,5393.0
2,5,8,2,21376,1438.0,1183.0,255.0,2268.0,11616.0,2695.0,1165.0,756.0,10131.0,5238.0
2,5,8,3,7652,527.0,362.0,92.0,927.0,3945.0,759.0,521.0,519.0,3584.0,1918.0
2,5,8,4,4782,507.0,445.0,105.0,254.0,1817.0,760.0,396.0,498.0,2324.0,617.0
3,1,1,1,4275,378.0,342.0,70.0,311.0,1351.0,589.0,555.0,679.0,2029.0,466.0
3,1,1,2,12447,901.0,1051.0,316.0,1174.0,3136.0,1275.0,1415.0,3179.0,6418.0,1990.0
3,1,1,4,234,10.0,28.0,11.0,23.0,75.0,60.0,27.0,0.0,94.0,28.0
3,2,2,3,2430,123.0,250.0,67.0,184.0,511.0,378.0,376.0,541.0,1145.0,419.0
3,2,2,9,15034,996.0,1480.0,406.0,1257.0,3687.0,2572.0,2035.0,2601.0,7750.0,1410.0
3,2,2,10,11469,824.0,1149.0,305.0,775.0,2981.0,1998.0,1494.0,1943.0,5845.0,1003.0
3,2,3,7,18242,1253.0,1836.0,539.0,1147.0,4340.0,3067.0,2853.0,3207.0,9333.0,995.0
3,3,4,5,11404,1017.0,1181.0,345.0,875.0,3248.0,1520.0,1346.0,1872.0,5919.0,1166.0
3,3,4,6,8211,414.0,671.0,217.0,554.0,1505.0,1417.0,1566.0,1867.0,4194.0,323.0
3,3,7,11,6862,351.0,631.0,179.0,386.0,1259.0,1191.0,1261.0,1604.0,3442.0,199.0
3,3,7,15,7624,452.0,640.0,186.0,626.0,1688.0,1310.0,1179.0,1543.0,3687.0,973.0
3,3,7,16,1123,36.0,73.0,37.0,42.0,166.0,186.0,220.0,363.0,572.0,9.0
3,4,5,8,4570,271.0,470.0,161.0,393.0,920.0,873.0,718.0,764.0,2270.0,295.0
3,4,5,12,10264,588.0,812.0,294.0,794.0,2385.0,1738.0,1396.0,2257.0,5351.0,851.0
3,4,5,13,3390,154.0,407.0,111.0,294.0,627.0,623.0,487.0,687.0,1741.0,238.0
3,4,6,14,36813,2701.0,3717.0,910.0,2667.0,10892.0,5641.0,3850.0,6435.0,19482.0,3181.0
3,4,8,18,35043,2330.0,2709.0,717.0,2599.0,11654.0,5152.0,3887.0,5995.0,18279.0,3886.0
3,5,9,19,5367,385.0,385.0,121.0,445.0,1457.0,807.0,678.0,1089.0,2744.0,709.0
3,5,9,20,7385,482.0,677.0,152.0,512.0,2203.0,1097.0,806.0,1456.0,3893.0,632.0
3,5,9,23,9717,751.0,731.0,162.0,847.0,4017.0,1348.0,941.0,920.0,4710.0,1497.0
3,5,9,24,6163,500.0,582.0,125.0,583.0,2390.0,888.0,613.0,482.0,3006.0,976.0
3,5,9,25,9765,751.0,1028.0,279.0,747.0,3265.0,1548.0,958.0,1189.0,5045.0,1161.0
3,5,10,17,4226,239.0,315.0,66.0,452.0,1301.0,651.0,611.0,591.0,2041.0,639.0
3,5,10,21,6494,329.0,409.0,105.0,446.0,1742.0,831.0,751.0,1881.0,3452.0,538.0
3,5,10,22,4620,296.0,372.0,97.0,311.0,1112.0,597.0,635.0,1200.0,2532.0,273.0
3,6,11,26,15807,1055.0,1129.0,238.0,1566.0,7141.0,2404.0,1086.0,1188.0,7791.0,3277.0
3,6,11,31,10695,784.0,851.0,143.0,1017.0,4759.0,1918.0,702.0,521.0,5272.0,2512.0
