district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,1,11,1,3420,100.0,2069.0,60.5,1993.0,58.3,1351.0,39.5,642.0,18.8,1427.0,41.7
1,1,11,2,186,100.0,78.0,41.9,123.0,66.1,108.0,58.1,15.0,8.1,63.0,33.9
1,1,11,3,5083,100.0,2922.0,57.5,3309.0,65.1,2161.0,42.5,1148.0,22.6,1774.0,34.9
1,1,11,4,4641,100.0,3010.0,64.9,2830.0,61.0,1631.0,35.1,1199.0,25.8,1811.0,39.0
1,1,11,5,1531,100.0,1002.0,65.4,782.0,51.1,529.0,34.6,253.0,16.5,749.0,48.9
1,1,12,1,2403,100.0,1438.0,59.8,1399.0,58.2,965.0,40.2,434.0,18.1,1004.0,41.8
1,1,12,2,648,100.0,326.0,50.3,411.0,63.4,322.0,49.7,89.0,13.7,237.0,36.6
1,1,12,3,1133,100.0,604.0,53.3,721.0,63.6,529.0,46.7,192.0,16.9,412.0,36.4
1,1,12,4,8376,100.0,4232.0,50.5,5538.0,66.1,4144.0,49.5,1394.0,16.6,2838.0,33.9
1,1,13,1,6899,100.0,2952.0,42.8,4816.0,69.8,3947.0,57.2,869.0,12.6,2083.0,30.2
1,1,13,2,12597,100.0,5108.0,40.5,9135.0,72.5,7489.0,59.5,1646.0,13.1,3462.0,27.5
1,1,13,3,10054,100.0,4846.0,48.2,6517.0,64.8,5208.0,51.8,1309.0,13.0,3537.0,35.2
1,1,13,4,8732,100.0,3675.0,42.1,6442.0,73.8,5057.0,57.9,1385.0,15.9,2290.0,26.2
1,1,13,5,8529,100.0,3484.0,40.8,6204.0,72.7,5045.0,59.2,1159.0,13.6,2325.0,27.3
1,1,13,6,10721,100.0,4754.0,44.3,7502.0,70.0,5967.0,55.7,1535.0,14.3,3219.0,30.0
1,1,14,1,18141,100.0,7991.0,44.0,12362.0,68.1,10150.0,56.0,2212.0,12.2,5779.0,31.9
1,1,14,2,13699,100.0,5550.0,40.5,9920.0,72.4,8149.0,59.5,1771.0,12.9,3779.0,27.6
1,2,21,1,3626,100.0,1992.0,54.9,2235.0,61.6,1634.0,45.1,601.0,16.6,1391.0,38.4
1,2,21,2,6795,100.0,4198.0,61.8,3878.0,57.1,2597.0,38.2,1281.0,18.9,2917.0,42.9
1,2,21,3,261,100.0,203.0,77.8,110.0,42.1,58.0,22.2,52.0,19.9,151.0,57.9
1,2,21,4,18855,100.0,9539.0,50.6,12653.0,67.1,9316.0,49.4,3337.0,17.7,6202.0,32.9
1,2,21,5,5359,100.0,3154.0,58.9,3363.0,62.8,2205.0,41.1,1158.0,21.6,1996.0,37.2
1,2,21,6,11404,100.0,4058.0,35.6,9066.0,79.5,7346.0,64.4,1720.0,15.1,2338.0,20.5
1,2,22,1,10976,100.0,5549.0,50.6,7529.0,68.6,5427.0,49.4,2102.0,19.2,3447.0,31.4
1,2,22,2,2777,100.0,1744.0,62.8,1768.0,63.7,1033.0,37.2,735.0,26.5,1009.0,36.3
1,2,22,3,7065,100.0,4230.0,59.9,4679.0,66.2,2835.0,40.1,1844.0,26.1,2386.0,33.8
