id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,16508.0,22685.0,7233.0,29333.0,88584.0,27533.999999999996,18849.0,16110.0,108906.0,147298.0
02,02,100.0,10151.0,12630.0,4118.0,15644.999999999998,61729.99999999999,17346.0,10792.0,8947.0,68857.0,88729.0
03,03,100.0,11439.0,13533.000000000002,3654.0,13063.999999999998,51969.00000000001,12966.999999999998,6466.0,4922.0,58944.00000000001,79059.0
04,04,100.0,10824.0,15431.0,4928.0,16441.0,51216.0,20829.0,15668.0,17256.0,77909.0,89947.0
05,05,100.0,10146.0,15196.0,4748.0,11250.0,34024.0,14388.999999999998,10431.0,9437.0,54178.0,64419.00000000001
06,06,100.0,7538.0,12421.0,3922.9999999999995,11036.0,29511.0,13394.999999999998,10025.0,10251.0,50603.0,54332.00000000001
07,07,100.0,11905.0,16513.0,5245.0,14841.0,47950.0,19475.0,14693.0,14476.0,71996.0,79911.0
08,08,100.0,13150.0,19134.0,6341.0,16715.0,58973.0,21602.0,15488.999999999998,13257.0,79905.0,92371.0
09,09,100.0,7223.999999999999,7787.0,2145.0,8936.0,27377.0,6672.0,3832.0,3359.0000000000005,32432.0,45420.0
10,10,100.0,8931.0,10910.0,3066.0,9394.0,26329.000000000004,8537.0,5477.0,5375.0,38074.0,51106.0
11,11,100.0,11398.0,12737.0,3390.0,14060.0,40776.0,10175.0,6448.999999999999,5281.0,50465.0,72766.0
12,12,100.0,9561.0,13725.0,4351.0,11453.0,32016.000000000004,13487.0,9779.0,8582.0,50257.0,58430.99999999999
