id,district_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01,01,397279,226836,249981,170443,79538,147298,100.0,57.097405098180374,62.92328565063847,42.90259490181963,20.02069074881884,37.07671434936153
02,02,293625,141359,204896,152266,52630,88729,100.0,48.14269902085994,69.78152405278843,51.857300979140064,17.92422307364836,30.21847594721158
03,03,423407,118014,344348,305393,38955,79059,100.0,27.87247258547922,81.32789490962597,72.12752741452077,9.200367495105183,18.672105090374036
04,04,341428,152593,251481,188835,62646,89947,100.0,44.69258525955692,73.65564628560047,55.307414740443086,18.348231545157397,26.34435371439952
05,05,255516,109621,191097,145895,45202,64419,100.0,42.9018143677891,74.78866294087258,57.0981856322109,17.69047730866169,25.211337059127416
06,06,310515,98100,256183,212415,43768,54332,100.0,31.59267668228588,82.50261662077516,68.40732331771412,14.095293303061043,17.497383379224836
07,07,355068,145098,275157,209970,65187,79911,100.0,40.86484842340059,77.49417013079184,59.13515157659941,18.359018554192435,22.505829869208153
08,08,330284,164661,237913,165623,72290,92371,100.0,49.85436775623403,72.03285657191992,50.14563224376597,21.887224328153955,27.967143428080078
09,09,291402,67332,245982,224070,21912,45420,100.0,23.10622439104742,84.41328474066752,76.89377560895258,7.51950913171495,15.586715259332468
10,10,289512,78019,238406,211493,26913,51106,100.0,26.948451186824723,82.34753654425377,73.05154881317527,9.295987731078505,17.65246345574622
11,11,310088,104266,237322,205822,31500,72766,100.0,33.62464848688114,76.53375815897422,66.37535151311886,10.15840664585537,23.466241841025774
12,12,268261,102954,209830,165307,44523,58431,100.0,38.37829576419979,78.21860054200947,61.62170423580021,16.596896306209253,21.78139945799054
