id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
011001,01,10,01,100.0,2534.0,289.0,142.0,311.0,129.0,197.0,459.0,209.0,206.99999999999997,91.0,200.99999999999997,370.0,84.0,109.00000000000001,1860.0000000000002,767.0,633.0,87.0,3165.0,955.0000000000001,239.0,1484.0,224.00000000000003,280.0,94.0,286.0,524.0
011002,01,10,02,100.0,2001.0000000000002,161.0,73.0,231.99999999999997,123.0,155.0,252.99999999999997,352.0,97.0,31.0,148.0,217.0,42.0,88.0,1938.0,989.0,514.0,70.0,1644.0000000000002,343.0,110.00000000000001,851.0,90.0,231.0,271.0,252.99999999999997,261.0
011003,01,10,03,100.0,8277.0,959.0,364.0,1240.0,491.0,817.0,1060.0,555.0,434.99999999999994,183.0,855.0000000000001,961.9999999999999,135.0,262.0,4471.0,1794.0000000000002,1414.0,227.0,6488.0,1903.0,398.0,2824.0,204.0,917.0,1653.0,1470.0,918.0
011004,01,10,04,100.0,5317.0,727.0,239.0,874.0,494.00000000000006,475.0,564.0,190.0,208.0,98.0,713.0,371.0,68.0,88.0,2505.0,894.9999999999999,884.0,62.0,2359.0,560.0,202.0,985.0,59.0,266.0,189.0,928.9999999999999,285.0
012005,01,20,05,100.0,7006.999999999999,663.0,365.0,785.0,263.0,374.0,1549.0,959.0,549.0,365.0,426.0,1671.0,303.0,582.0,2317.0,695.0,931.0,65.0,8693.0,2976.0,386.0,3783.0,1030.0,893.0,247.00000000000003,440.00000000000006,1220.0
012006,01,20,06,100.0,6158.0,584.0,315.0,733.0,267.0,423.00000000000006,1404.0,577.0,325.0,236.0,428.0,1177.0,254.0,334.0,2884.0,1064.0,994.9999999999999,162.0,8158.0,3436.0,418.0,3018.0,703.0,729.0,179.0,539.0,1378.0
013007,01,30,07,100.0,6406.999999999999,327.0,619.0,514.0,183.0,290.0,1294.0,1427.0,704.0,272.0,297.0,1889.0,535.0,586.0,1686.0,515.0,657.0,107.0,11507.0,6131.0,153.0,3636.9999999999995,927.9999999999999,931.0,107.0,246.0,1541.0
013008,01,30,08,100.0,4911.0,314.0,223.0,550.0,187.0,290.0,1283.0,586.0,349.0,273.0,241.0,1458.0,331.0,383.0,2238.0,824.0,716.0,229.99999999999997,13238.999999999998,7298.999999999999,177.0,4367.0,1384.0,956.0,142.0,354.0,2315.0
014009,01,40,09,100.0,6748.999999999999,491.0,367.0,687.0,180.0,278.0,1752.0,1320.0,418.0,310.0,328.0,1704.0,379.0,444.00000000000006,1848.9999999999998,584.0,695.0,79.0,9230.0,4494.0,229.99999999999997,2909.0,565.0,743.0,220.00000000000003,320.0,1607.0
014010,01,40,10,100.0,9855.0,679.0,668.0,894.0,324.0,491.0,1972.0,2163.0,886.0,358.0,514.0,2244.0,628.0,723.0,2347.0,743.0,918.0,132.0,15685.0,7926.000000000001,324.0,5210.0,1477.0,1110.0,263.0,448.00000000000006,2115.0
021001,02,10,01,100.0,4404.0,355.0,321.0,571.0,192.0,260.0,900.0,642.0,250.0,190.0,267.0,899.0,323.0,204.0,2569.0,636.0,1260.0,87.0,15324.0,9813.0,263.0,4217.0,1289.0,881.0,219.0,324.0,3215.9999999999995
022002,02,20,02,100.0,9779.0,1333.0,581.0,1709.0,573.0,873.0,1276.0,501.99999999999994,385.0,458.0,1118.0,1257.0,260.0,297.0,1805.0,580.0,746.0,80.0,8465.0,4643.0,362.0,2603.0,855.0000000000001,550.0,130.0,1432.0,1657.9999999999998
023003,02,30,03,100.0,2290.0,317.0,128.0,358.0,173.0,185.0,229.99999999999997,202.99999999999997,78.0,62.0,270.0,265.0,86.0,66.0,423.00000000000006,96.0,178.0,15.0,5841.0,4770.0,88.0,711.0,135.0,183.0,27.0,283.0,1072.0
023004,02,30,04,100.0,4024.0,575.0,213.0,753.0,246.0,434.0,434.0,222.00000000000003,97.0,91.0,546.0,356.0,91.0,88.0,600.0,193.0,235.0,35.0,5097.0,3747.9999999999995,108.0,861.9999999999999,227.99999999999997,191.0,10.0,587.0,968.0
