id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01100101,01,10,01,01,3648,141,223,28,423,1328,394,393,718,1760,1627,100.0,3.8651315789473686,6.112938596491229,0.7675438596491228,11.595394736842106,36.40350877192983,10.800438596491228,10.773026315789473,19.682017543859647,48.24561403508772,44.59978070175439
01100102,01,10,01,02,2020,103,129,23,176,815,263,251,260,925,1105,100.0,5.099009900990099,6.3861386138613865,1.1386138613861385,8.712871287128712,40.34653465346535,13.01980198019802,12.425742574257425,12.871287128712872,45.79207920792079,54.70297029702971
01100103,01,10,01,03,5699,314,337,104,702,1832,645,728,1037,2684,2188,100.0,5.509738550622916,5.913318125987015,1.8248815581680997,12.317950517634673,32.14599052465345,11.317775048254079,12.7741709071767,18.19617476750307,47.09598175118442,38.39270047376733
01100104,01,10,01,04,4982,252,364,141,771,1871,600,566,417,2310,2050,100.0,5.058209554395825,7.306302689682859,2.8301886792452833,15.475712565234845,37.55519871537535,12.04335608189482,11.360899237254115,8.3701324769169,46.36692091529506,41.14813327980731
01100205,01,10,02,05,2966,144,157,52,385,1111,332,321,464,1399,1526,100.0,4.8550236008091705,5.293324342548887,1.7532029669588671,12.980445043830075,37.45785569790964,11.193526635198921,10.822656776803777,15.64396493594066,47.16790289952799,51.44976399190829
01100206,01,10,02,06,1913,92,123,48,185,668,253,258,286,922,747,100.0,4.809200209095661,6.4296915838996345,2.509147935180345,9.67067433350758,34.9189754312598,13.225300575013069,13.486670151594355,14.950339780449557,48.196549921589124,39.04861474124412
01100207,01,10,02,07,8772,482,528,136,754,3243,986,1016,1627,4333,3303,100.0,5.494756041951664,6.019151846785226,1.550387596899225,8.595531235750114,36.96990424076607,11.24031007751938,11.582307341541268,18.54765161878705,49.39580483356133,37.65389876880985
01100308,01,10,03,08,7410,430,486,101,693,3126,1102,746,726,3589,2593,100.0,5.802968960863698,6.558704453441296,1.3630229419703104,9.352226720647772,42.18623481781377,14.871794871794872,10.067476383265857,9.79757085020243,48.43454790823212,34.99325236167341
01100309,01,10,03,09,12579,648,917,352,1218,4551,2053,1729,1111,6158,3656,100.0,5.15144288099213,7.289927657206455,2.7983146514031323,9.68280467445743,36.17934652993084,16.320852214007473,13.745130773511407,8.832180618491137,48.95460688449002,29.064313538437077
01100310,01,10,03,10,10277,494,586,165,1111,4054,1241,1103,1523,4891,3917,100.0,4.806850248126885,5.702053128344848,1.6055269047387368,10.81054782524083,39.447309526126304,12.075508416853168,10.732704096526223,14.81949985404301,47.59170964289189,38.114235671888686
01100311,01,10,03,11,9636,512,674,180,1174,2904,897,989,2306,5006,3354,100.0,5.31340805313408,6.994603569946036,1.86799501867995,12.183478621834787,30.136986301369863,9.308841843088418,10.263594852635949,23.931091739310915,51.95101701951017,34.80697384806974
01100312,01,10,03,12,10262,592,637,131,885,3953,1115,1087,1862,5042,3446,100.0,5.768855973494445,6.207366984993179,1.2765542779185344,8.624049892808419,38.52075618787761,10.865328396024166,10.59247709998051,18.144611186903138,49.13272266614695,33.580198791658546
