id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
0110,01,10,100.0,4855.0,5732.0,1557.0,7758.0,29455.0,7383.0,4230.0,3469.0,31739.999999999996,44171.0
0120,01,20,100.0,3347.9999999999995,4466.0,1456.0,6500.0,19512.0,5818.0,4175.0,3979.9999999999995,23357.0,31916.000000000004
0130,01,30,100.0,4013.0000000000005,6555.0,2210.0,6687.0,17098.0,6679.000000000001,4635.0,3952.0000000000005,24983.0,31112.0
0140,01,40,100.0,4292.0,5932.0,2010.0000000000002,8388.0,22519.0,7654.000000000001,5809.0,4709.0,28826.0,40099.0
0210,02,10,100.0,2049.0,3378.0,1298.0,3176.0,9388.0,4183.0,3079.0,2477.0,14361.000000000002,15653.0
0220,02,20,100.0,2020.0,2616.0,877.0,3068.0,11934.0,4021.0,2691.0,2315.0,14482.0,17806.0
0230,02,30,100.0,1345.0,2059.0,793.0,2502.0,9725.0,3944.0,2486.0,2419.0,12124.0,15575.0
0240,02,40,100.0,1932.0,1963.0,556.0,3056.0,10382.0,2026.0000000000002,1151.0,955.0000000000001,10723.0,14785.0
0250,02,50,100.0,2805.0,2614.0,594.0,3843.0,20301.0,3172.0,1385.0,781.0,17167.0,24910.0
0310,03,10,100.0,553.0,617.0,150.0,681.0,1705.9999999999998,466.0,286.0,250.99999999999997,2097.0,3659.0000000000005
0320,03,20,100.0,1026.0,1416.0,384.0,1248.0,3297.0,1117.0,651.0,610.0,4897.0,5904.0
0330,03,30,100.0,944.9999999999999,1196.0,295.0,832.0,2495.0,702.0,404.0,405.99999999999994,3590.9999999999995,4822.0
0340,03,40,100.0,2336.0,2665.0,717.0,2379.0,9000.0,2251.0,1176.0,1093.0,10973.0,13315.0
0350,03,50,100.0,1556.0,1707.0,455.99999999999994,1605.0,6442.0,1437.0,780.0,589.0,7127.0,10302.0
0360,03,60,100.0,3141.0,3647.0,998.0,4106.0,18451.0,4110.0,1913.0,1263.0,18824.0,26069.0
0370,03,70,100.0,1882.0,2285.0,654.0,2213.0,10578.0,2884.0,1256.0,710.0,11435.0,14988.0
0410,04,10,100.0,847.0000000000001,1295.0,421.0,1073.0,3372.0,1555.0,1120.0,1033.0,5276.0,6120.0
0420,04,20,100.0,951.0,1648.9999999999998,541.0,2062.0,4666.0,1907.9999999999998,1416.0,1486.0,7447.0,8821.0
0430,04,30,100.0,3671.0,4559.0,1483.0,5918.0,18962.0,6936.0,5269.0,5948.0,26814.0,31643.0
0440,04,40,100.0,1662.0,2529.0,724.0,1826.0000000000002,6215.0,3040.0,2147.0,2358.0,10707.0,11331.0
0450,04,50,100.0,3693.0,5399.0,1759.0,5562.0,18001.0,7390.000000000001,5716.0,6431.0,27664.999999999996,32032.0
0510,05,10,100.0,4782.0,6906.999999999999,2158.0,5294.0,16038.999999999998,6559.0,4649.0,4318.0,24992.0,30802.999999999996
