id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
011001,01,10,01,16349,10633,9379,5716,3663,6970,100.0,65.03761697963178,57.367423083980675,34.96238302036822,22.405040063612454,42.632576916019325
011002,01,10,02,13651,8002,8075,5649,2426,5576,100.0,58.61841623324299,59.153175591531756,41.38158376675701,17.77159182477474,40.846824408468244
011003,01,10,03,61363,30346,40565,31017,9548,20798,100.0,49.45325358929648,66.10661147597087,50.54674641070351,15.559865065267346,33.89338852402914
011004,01,10,04,32767,15458,21940,17309,4631,10827,100.0,47.17551194799646,66.95760979033784,52.82448805200354,14.133121738334301,33.04239020966216
012005,01,20,05,47167,25032,30556,22135,8421,16611,100.0,53.07100303178069,64.78258104183008,46.92899696821931,17.853584073610786,35.21741895816991
012006,01,20,06,43099,24223,27794,18876,8918,15305,100.0,56.20316016612914,64.4887352374765,43.796839833870855,20.69189540360565,35.511264762523496
013007,01,30,07,38855,25256,22426,13599,8827,16429,100.0,65.00064341783555,57.717153519495554,34.99935658216446,22.7177969373311,42.28284648050444
013008,01,30,08,40473,26573,25790,13900,11890,14683,100.0,65.65611642329455,63.72149334123984,34.34388357670546,29.37760976453438,36.278506658760165
014009,01,40,09,46504,24237,31066,22267,8799,15438,100.0,52.11809736796835,66.80285566832961,47.881902632031654,18.920953036297952,33.197144331670394
014010,01,40,10,57051,37076,32390,19975,12415,24661,100.0,64.9874673537712,56.77376382534924,35.01253264622881,21.761231179120436,43.22623617465075
021001,02,10,01,41446,29028,25793,12418,13375,15653,100.0,70.03812189354824,62.23278482845148,29.961878106451767,32.27090672199971,37.76721517154852
022002,02,20,02,64847,29542,47041,35305,11736,17806,100.0,45.55646367603744,72.54152081052322,54.44353632396256,18.097984486560673,27.45847918947677
023003,02,30,03,19858,11318,13105,8540,4565,6753,100.0,56.99466210091651,65.99355423506898,43.00533789908349,22.9882163359855,34.00644576493101
023004,02,30,04,26609,13955,17787,12654,5133,8822,100.0,52.444661580668196,66.84580405126084,47.555338419331804,19.290465631929045,33.154195948739144
024005,02,40,05,25663,9556,19616,16107,3509,6047,100.0,37.23648832950162,76.43689358220004,62.76351167049838,13.673381911701671,23.563106417799943
024006,02,40,06,26752,12465,18014,14287,3727,8738,100.0,46.5946471291866,67.33702153110048,53.405352870813395,13.93166866028708,32.662978468899524
025007,02,50,07,31627,12184,23181,19443,3738,8446,100.0,38.52404591014007,73.29496948809562,61.47595408985993,11.819015398235685,26.705030511904386
025008,02,50,08,56823,23311,40359,33512,6847,16464,100.0,41.02388117487637,71.02581701071749,58.97611882512363,12.049698185593861,28.97418298928251
031001,03,10,01,17758,4710,14099,13048,1051,3659,100.0,26.523257123549946,79.39520216240568,73.47674287645005,5.918459285955626,20.604797837594326
032002,03,20,02,29675,6421,25467,23254,2213,4208,100.0,21.637742207245157,85.81971356360573,78.36225779275485,7.457455770850885,14.18028643639427
032003,03,20,03,18773,3328,17077,15445,1632,1696,100.0,17.72758749267565,90.96574868161721,82.27241250732435,8.693336174292869,9.034251318382784
