id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
011001,01,10,01,16349,810,1053,296,2072,5846,1902,1938,2432,7679,6970,100.0,4.954431463698086,6.4407609028075115,1.8105082879686831,12.673558015780781,35.75753868738149,11.633739066609579,11.853936020551716,14.875527555202153,46.96923359226864,42.632576916019325
011002,01,10,02,13651,718,808,236,1324,5022,1571,1595,2377,6654,5576,100.0,5.259687934949821,5.91898029448392,1.7288110761116402,9.69892315581276,36.788513662002785,11.508314409200791,11.68412570507655,17.412643762361732,48.743681781554464,40.846824408468244
011003,01,10,03,61363,3285,3995,1111,6478,22619,7727,6880,9268,30198,20798,100.0,5.353388849958444,6.510437886022522,1.8105372944608313,10.556850219187458,36.860974854554044,12.592278734742434,11.21196812411388,15.103564036960385,49.212065902905664,33.89338852402914
011004,01,10,04,32767,2098,2689,828,2871,13639,5285,3260,2097,16231,10827,100.0,6.402783288064211,8.206427198095644,2.5269325846125676,8.761864070558794,41.62419507431257,16.129032258064516,9.949034089175084,6.399731437116611,49.53459273049104,33.04239020966216
012005,01,20,05,47167,2371,3057,998,6395,17347,5225,5632,6142,22358,16611,100.0,5.026819598448067,6.481226281086353,2.115886106811966,13.558208069200925,36.777831958784745,11.077660228549622,11.94055165687875,13.021816100239574,47.40178514639473,35.21741895816991
012006,01,20,06,43099,2415,2955,897,5462,16285,4760,4647,5678,20779,15305,100.0,5.603378268637323,6.856307570941321,2.0812547854938632,12.673147868860065,37.78509942226037,11.04433977586487,10.782152718160514,13.174319589781666,48.212255504768095,35.511264762523496
013007,01,30,07,38855,2402,3653,1185,5432,13546,4659,3952,4026,18584,16429,100.0,6.181958563891391,9.401621412945566,3.049800540470982,13.980182730665295,34.86295200102947,11.99073478316819,10.171149144254278,10.361600823574829,47.82910822287994,42.28284648050444
013008,01,30,08,40473,2574,3945,1275,5656,12941,4759,4247,5076,19934,14683,100.0,6.359795419168335,9.747238900007412,3.150248313690609,13.974748597830652,31.974402688211896,11.758456254787141,10.493415363328639,12.541694462975316,49.25258814518321,36.278506658760165
014009,01,40,09,46504,2569,3105,968,5543,15980,5135,5694,7510,22994,15438,100.0,5.524255977980388,6.676845002580423,2.0815413727851366,11.919404782384312,34.36263547221745,11.04206089798727,12.244108033717529,16.149148460347497,49.44520901427834,33.197144331670394
014010,01,40,10,57051,3154,4166,1413,8323,21682,6407,5930,5976,27001,24661,100.0,5.528386881912675,7.302238348144642,2.4767313456381133,14.58870133739987,38.00459238225448,11.23030271160891,10.394208690469931,10.474838302571383,47.32782948589858,43.22623617465075
021001,02,10,01,41446,2381,3760,1403,5327,13122,5423,4920,5110,20493,15653,100.0,5.744824591034116,9.072045553250012,3.3851276359600444,12.852868793128408,31.66047386961347,13.084495488105006,11.870868117550549,12.329295951358395,49.445061043285236,37.76721517154852
022002,02,20,02,64847,3557,4701,1470,6178,23080,8990,8946,7925,32213,17806,100.0,5.485219054081145,7.249371597760883,2.2668743349730907,9.527040572424323,35.591469150461855,13.863401545175567,13.795549524264809,12.221074220858329,49.67538976359739,27.45847918947677
