id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01100101,01,10,01,01,3648,2371,2021,1277,744,1627,100.0,64.99451754385966,55.40021929824561,35.00548245614035,20.394736842105264,44.59978070175439
01100102,01,10,01,02,2020,1438,915,582,333,1105,100.0,71.18811881188118,45.2970297029703,28.81188118811881,16.485148514851485,54.70297029702971
01100103,01,10,01,03,5699,3497,3511,2202,1309,2188,100.0,61.36164239340235,61.60729952623267,38.63835760659765,22.968941919635025,38.39270047376733
01100104,01,10,01,04,4982,3327,2932,1655,1277,2050,100.0,66.78040947410679,58.85186672019269,33.21959052589322,25.63227619429948,41.14813327980731
01100205,01,10,02,05,2966,2004,1440,962,478,1526,100.0,67.56574511126095,48.55023600809171,32.43425488873905,16.11598111935266,51.44976399190829
01100206,01,10,02,06,1913,1072,1166,841,325,747,100.0,56.0376372190277,60.951385258755884,43.9623627809723,16.989022477783585,39.04861474124412
01100207,01,10,02,07,8772,4926,5469,3846,1623,3303,100.0,56.15595075239398,62.346101231190154,43.84404924760602,18.50205198358413,37.65389876880985
01100308,01,10,03,08,7410,3634,4817,3776,1041,2593,100.0,49.041835357624834,65.00674763832659,50.958164642375166,14.048582995951417,34.99325236167341
01100309,01,10,03,09,12579,5539,8923,7040,1883,3656,100.0,44.033706971937356,70.93568646156292,55.966293028062644,14.969393433500278,29.064313538437077
01100310,01,10,03,10,10277,5436,6360,4841,1519,3917,100.0,52.89481366157439,61.885764328111314,47.10518633842561,14.780577989685707,38.114235671888686
01100311,01,10,03,11,9636,5022,6282,4614,1668,3354,100.0,52.117061021170606,65.19302615193027,47.882938978829394,17.31008717310087,34.80697384806974
01100312,01,10,03,12,10262,5150,6816,5112,1704,3446,100.0,50.18514909374391,66.41980120834145,49.81485090625609,16.604950302085363,33.580198791658546
01100313,01,10,03,13,11199,5565,7367,5634,1733,3832,100.0,49.69193678006965,65.78265916599696,50.308063219930354,15.474595946066612,34.21734083400303
01100414,01,10,04,14,5560,3261,3082,2299,783,2478,100.0,58.65107913669064,55.43165467625899,41.34892086330935,14.082733812949641,44.56834532374101
01100415,01,10,04,15,13551,6210,9244,7341,1903,4307,100.0,45.82687624529555,68.21636779573464,54.173123754704456,14.043244041030182,31.783632204265366
01100416,01,10,04,16,13656,5987,9614,7669,1945,4042,100.0,43.841534856473345,70.40128881077915,56.15846514352666,14.242823667252491,29.598711189220854
01200517,01,20,05,17,4160,2652,2156,1508,648,2004,100.0,63.74999999999999,51.82692307692308,36.25,15.576923076923077,48.17307692307693
01200518,01,20,05,18,6942,4481,3848,2461,1387,3094,100.0,64.54912129069432,55.430711610486895,35.45087870930568,19.979832901181215,44.569288389513105
01200519,01,20,05,19,9610,5467,5816,4143,1673,3794,100.0,56.888657648283036,60.520291363163366,43.111342351716964,17.40894901144641,39.479708636836634
01200520,01,20,05,20,9503,4707,6565,4796,1769,2938,100.0,49.53172682310849,69.08344733242134,50.46827317689151,18.615174155529832,30.91655266757866
01200521,01,20,05,21,5308,3257,3208,2051,1157,2100,100.0,61.36021100226073,60.43707611152976,38.63978899773926,21.797287113790507,39.56292388847024
01200522,01,20,05,22,11644,4468,8963,7176,1787,2681,100.0,38.37169357609069,76.97526623153556,61.62830642390931,15.346959807626245,23.024733768464444
01200623,01,20,06,23,10998,5832,7340,5166,2174,3658,100.0,53.0278232405892,66.73940716493908,46.9721767594108,19.767230405528277,33.26059283506092
01200624,01,20,06,24,6482,4661,3185,1821,1364,3297,100.0,71.90681888306078,49.13606911447084,28.093181116939213,21.042887997531626,50.863930885529165
01200625,01,20,06,25,6955,4232,4511,2723,1788,2444,100.0,60.848310567936736,64.85981308411215,39.151689432063264,25.708123652048886,35.14018691588785
01200626,01,20,06,26,5972,2704,4269,3268,1001,1703,100.0,45.277963831212325,71.48359008707301,54.72203616878768,16.761553918285333,28.516409912926992
01200627,01,20,06,27,3421,2301,2173,1120,1053,1248,100.0,67.26103478515054,63.519438760596316,32.73896521484946,30.780473545746855,36.48056123940368
01200628,01,20,06,28,3304,1542,2407,1762,645,897,100.0,46.67070217917676,72.85108958837773,53.32929782082324,19.52179176755448,27.148910411622275
01200629,01,20,06,29,5967,2951,3909,3016,893,2058,100.0,49.45533769063181,65.51030668677727,50.54466230936819,14.965644377409081,34.48969331322272
01300730,01,30,07,30,8106,5901,4146,2205,1941,3960,100.0,72.7979274611399,51.14729829755736,27.202072538860104,23.945225758697262,48.85270170244264
01300731,01,30,07,31,8916,5505,5224,3411,1813,3692,100.0,61.74293405114402,58.59129654553612,38.25706594885599,20.334230596680126,41.40870345446388
01300732,01,30,07,32,10166,6486,5989,3680,2309,4177,100.0,63.80090497737556,58.912059807200464,36.199095022624434,22.712964784576037,41.08794019279953
01300733,01,30,07,33,11667,7364,7067,4303,2764,4600,100.0,63.118196622953626,60.57255506985515,36.88180337704637,23.690751692808774,39.42744493014485
01300834,01,30,08,34,14425,9670,9891,4755,5136,4534,100.0,67.03639514731368,68.56845753899479,32.96360485268631,35.60485268630849,31.4315424610052
01300835,01,30,08,35,10925,6778,7248,4147,3101,3677,100.0,62.04118993135012,66.34324942791761,37.95881006864988,28.38443935926773,33.65675057208238
01300836,01,30,08,36,15123,10125,8651,4998,3653,6472,100.0,66.95100178536005,57.20425841433578,33.04899821463995,24.155260199695828,42.795741585664224
01400937,01,40,09,37,11024,5786,7318,5238,2080,3706,100.0,52.48548621190131,66.38243831640058,47.5145137880987,18.867924528301888,33.61756168359942
01400938,01,40,09,38,9728,5298,6291,4430,1861,3437,100.0,54.461348684210535,64.66899671052632,45.53865131578947,19.130345394736842,35.331003289473685
01400939,01,40,09,39,6131,3472,3623,2659,964,2508,100.0,56.630239765128046,59.093133257217424,43.36976023487196,15.723373022345458,40.90686674278258
01400940,01,40,09,40,7067,2933,5714,4134,1580,1353,100.0,41.50275930380643,80.85467666619499,58.49724069619357,22.357435970001415,19.14532333380501
01400941,01,40,09,41,3919,1936,2756,1983,773,1163,100.0,49.40035723398826,70.3240622607808,50.59964276601174,19.724419494769073,29.675937739219187
01400942,01,40,09,42,8635,4812,5364,3823,1541,3271,100.0,55.72669368847713,62.11928199189346,44.27330631152287,17.845975680370586,37.88071800810655
01401043,01,40,10,43,7749,5304,4450,2445,2005,3299,100.0,68.44754161827332,57.42676474383791,31.552458381726673,25.874306362111238,42.573235256162086
