district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,1,11,1,3090,100.0,1698.0,55.0,1929.0,62.4,1392.0,45.0,537.0,17.4,1161.0,37.6
1,1,11,2,202,100.0,75.0,37.1,139.0,68.8,127.0,62.9,12.0,5.9,63.0,31.2
1,1,11,3,5489,100.0,3180.0,57.9,3386.0,61.7,2309.0,42.1,1077.0,19.6,2103.0,38.3
1,1,11,4,4560,100.0,2908.0,63.8,2871.0,63.0,1652.0,36.2,1219.0,26.7,1689.0,37.0
1,1,11,5,1110,100.0,622.0,56.0,657.0,59.2,488.0,44.0,169.0,15.2,453.0,40.8
1,1,12,1,2026,100.0,1000.0,49.4,1378.0,68.0,1026.0,50.6,352.0,17.4,648.0,32.0
1,1,12,2,549,100.0,245.0,44.6,366.0,66.7,304.0,55.4,62.0,11.3,183.0,33.3
1,1,12,3,962,100.0,481.0,50.0,607.0,63.1,481.0,50.0,126.0,13.1,355.0,36.9
1,1,12,4,6765,100.0,2776.0,41.0,4939.0,73.0,3989.0,59.0,950.0,14.0,1826.0,27.0
1,1,13,1,6173,100.0,2314.0,37.5,4511.0,73.1,3859.0,62.5,652.0,10.6,1662.0,26.9
1,1,13,2,12281,100.0,4439.0,36.1,9234.0,75.2,7842.0,63.9,1392.0,11.3,3047.0,24.8
1,1,13,3,8886,100.0,3518.0,39.6,6352.0,71.5,5368.0,60.4,984.0,11.1,2534.0,28.5
1,1,13,4,8479,100.0,2771.0,32.7,6768.0,79.8,5708.0,67.3,1060.0,12.5,1711.0,20.2
1,1,13,5,7281,100.0,2304.0,31.6,5805.0,79.7,4977.0,68.4,828.0,11.4,1476.0,20.3
1,1,13,6,8861,100.0,3145.0,35.5,6838.0,77.2,5716.0,64.5,1122.0,12.7,2023.0,22.8
1,1,14,1,15751,100.0,5833.0,37.0,11567.0,73.4,9918.0,63.0,1649.0,10.5,4184.0,26.6
1,1,14,2,13014,100.0,4479.0,34.4,9897.0,76.0,8535.0,65.6,1362.0,10.5,3117.0,24.0
1,2,21,1,3451,100.0,1750.0,50.7,2247.0,65.1,1701.0,49.3,546.0,15.8,1204.0,34.9
1,2,21,2,6336,100.0,3655.0,57.7,3816.0,60.2,2681.0,42.3,1135.0,17.9,2520.0,39.8
1,2,21,3,251,100.0,165.0,65.7,133.0,53.0,86.0,34.3,47.0,18.7,118.0,47.0
1,2,21,4,18040,100.0,8443.0,46.8,12701.0,70.4,9597.0,53.2,3104.0,17.2,5339.0,29.6
1,2,21,5,5272,100.0,2967.0,56.3,3443.0,65.3,2305.0,43.7,1138.0,21.6,1829.0,34.7
1,2,21,6,11547,100.0,3872.0,33.5,9259.0,80.2,7675.0,66.5,1584.0,13.7,2288.0,19.8
1,2,22,1,10783,100.0,5097.0,47.3,7673.0,71.2,5686.0,52.7,1987.0,18.4,3110.0,28.8
1,2,22,2,1478,100.0,976.0,66.0,988.0,66.8,502.0,34.0,486.0,32.9,490.0,33.2
1,2,22,3,6886,100.0,3925.0,57.0,4664.0,67.7,2961.0,43.0,1703.0,24.7,2222.0,32.3
1,2,22,4,5877,100.0,2225.0,37.9,4470.0,76.1,3652.0,62.1,818.0,13.9,1407.0,23.9
1,2,22,5,3236,100.0,1837.0,56.8,2284.0,70.6,1399.0,43.2,885.0,27.3,952.0,29.4
