district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3090,124.0,104.0,35.0,465.0,877.0,398.0,360.0,727.0,1482.0,1161.0
1,1,11,2,202,9.0,9.0,3.0,15.0,54.0,49.0,36.0,27.0,84.0,63.0
1,1,11,3,5489,287.0,404.0,119.0,723.0,1590.0,744.0,755.0,867.0,2457.0,2103.0
1,1,11,4,4560,285.0,384.0,121.0,845.0,1583.0,662.0,366.0,314.0,2069.0,1689.0
1,1,11,5,1110,79.0,61.0,24.0,86.0,324.0,222.0,166.0,148.0,511.0,453.0
1,1,12,1,2026,75.0,130.0,40.0,245.0,509.0,335.0,336.0,356.0,973.0,648.0
1,1,12,2,549,36.0,43.0,10.0,43.0,182.0,100.0,65.0,70.0,257.0,183.0
1,1,12,3,962,54.0,39.0,18.0,96.0,289.0,189.0,127.0,150.0,482.0,355.0
1,1,12,4,6765,278.0,327.0,98.0,649.0,1981.0,1025.0,850.0,1557.0,3382.0,1826.0
1,1,13,1,6173,436.0,316.0,55.0,624.0,2705.0,950.0,542.0,545.0,2992.0,1662.0
1,1,13,2,12281,687.0,1004.0,228.0,1161.0,5015.0,2238.0,1034.0,914.0,5997.0,3047.0
1,1,13,3,8886,415.0,346.0,109.0,1105.0,3290.0,1238.0,867.0,1516.0,4196.0,2534.0
1,1,13,4,8479,385.0,452.0,151.0,818.0,1988.0,987.0,932.0,2766.0,4516.0,1711.0
1,1,13,5,7281,350.0,331.0,100.0,637.0,2152.0,1024.0,749.0,1938.0,3602.0,1476.0
1,1,13,6,8861,514.0,403.0,129.0,959.0,2976.0,1356.0,1009.0,1515.0,4340.0,2023.0
1,1,14,1,15751,1138.0,1177.0,247.0,1544.0,7125.0,2547.0,1051.0,922.0,7774.0,4184.0
1,1,14,2,13014,1039.0,927.0,163.0,1084.0,6380.0,1965.0,705.0,751.0,6480.0,3117.0
1,2,21,1,3451,196.0,155.0,77.0,713.0,1226.0,484.0,304.0,296.0,1530.0,1204.0
1,2,21,2,6336,351.0,404.0,132.0,1130.0,2283.0,884.0,599.0,553.0,2878.0,2520.0
1,2,21,3,251,25.0,39.0,6.0,19.0,78.0,38.0,27.0,19.0,109.0,118.0
1,2,21,4,18040,942.0,1084.0,327.0,2898.0,6206.0,2576.0,1994.0,2013.0,8587.0,5339.0
1,2,21,5,5272,305.0,389.0,141.0,912.0,1777.0,672.0,519.0,557.0,2511.0,1829.0
1,2,21,6,11547,609.0,734.0,256.0,1301.0,3405.0,1877.0,1527.0,1838.0,5825.0,2288.0
1,2,22,1,10783,670.0,634.0,214.0,1933.0,4019.0,1471.0,913.0,929.0,5068.0,3110.0
1,2,22,2,1478,107.0,177.0,63.0,221.0,414.0,208.0,129.0,159.0,749.0,490.0
1,2,22,3,6886,449.0,607.0,185.0,1027.0,2081.0,864.0,691.0,982.0,3386.0,2222.0
1,2,22,4,5877,286.0,365.0,97.0,699.0,1817.0,931.0,695.0,987.0,2904.0,1407.0
1,2,22,5,3236,220.0,317.0,124.0,389.0,836.0,427.0,381.0,542.0,1594.0,952.0
1,2,22,6,3030,164.0,218.0,42.0,330.0,954.0,518.0,365.0,439.0,1434.0,615.0
1,2,22,7,5671,222.0,255.0,93.0,985.0,1409.0,795.0,647.0,1265.0,2769.0,1693.0
1,3,31,1,26582,2019.0,2361.0,813.0,4536.0,8689.0,3341.0,2159.0,2664.0,12547.0,10434.0
1,3,31,2,11672,827.0,1004.0,332.0,1847.0,3948.0,1541.0,933.0,1240.0,5629.0,4306.0
1,3,32,1,12988,1018.0,1545.0,432.0,1717.0,3766.0,1653.0,1221.0,1636.0,6462.0,3921.0
