district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,1,11,1,1698,109.0,95.0,23.0,359.0,621.0,200.0,150.0,141.0,784.0,1161.0
1,1,11,2,75,6.0,3.0,0.0,12.0,36.0,12.0,3.0,3.0,27.0,63.0
1,1,11,3,3180,243.0,357.0,98.0,506.0,1046.0,368.0,320.0,242.0,1423.0,2103.0
1,1,11,4,2908,228.0,326.0,104.0,597.0,996.0,324.0,196.0,137.0,1365.0,1689.0
1,1,11,5,622,66.0,45.0,18.0,62.0,218.0,109.0,67.0,37.0,301.0,453.0
1,1,12,1,1000,63.0,108.0,30.0,143.0,336.0,123.0,129.0,68.0,464.0,648.0
1,1,12,2,245,21.0,37.0,10.0,30.0,102.0,18.0,18.0,9.0,125.0,183.0
1,1,12,3,481,33.0,30.0,9.0,69.0,187.0,78.0,51.0,24.0,241.0,355.0
1,1,12,4,2776,200.0,256.0,64.0,364.0,1072.0,360.0,252.0,208.0,1395.0,1826.0
1,1,13,1,2314,208.0,139.0,19.0,315.0,1179.0,251.0,110.0,93.0,1137.0,1662.0
1,1,13,2,4439,329.0,451.0,87.0,575.0,2176.0,527.0,185.0,109.0,2189.0,3047.0
1,1,13,3,3518,254.0,235.0,71.0,618.0,1667.0,368.0,210.0,95.0,1628.0,2534.0
1,1,13,4,2771,268.0,307.0,99.0,448.0,982.0,365.0,175.0,127.0,1391.0,1711.0
1,1,13,5,2304,207.0,211.0,63.0,290.0,987.0,326.0,127.0,93.0,1066.0,1476.0
1,1,13,6,3145,287.0,264.0,90.0,539.0,1315.0,358.0,183.0,109.0,1536.0,2023.0
1,1,14,1,5833,551.0,528.0,108.0,794.0,2997.0,548.0,196.0,111.0,2916.0,4184.0
1,1,14,2,4479,451.0,350.0,49.0,506.0,2488.0,409.0,136.0,90.0,2267.0,3117.0
1,2,21,1,1750,149.0,134.0,52.0,352.0,617.0,221.0,129.0,96.0,798.0,1204.0
1,2,21,2,3655,294.0,333.0,110.0,542.0,1378.0,466.0,304.0,228.0,1664.0,2520.0
1,2,21,3,165,19.0,26.0,6.0,16.0,56.0,18.0,18.0,6.0,76.0,118.0
1,2,21,4,8443,632.0,798.0,220.0,1262.0,3055.0,1140.0,738.0,598.0,3942.0,5339.0
1,2,21,5,2967,253.0,342.0,114.0,493.0,972.0,380.0,225.0,188.0,1394.0,1829.0
1,2,21,6,3872,301.0,395.0,142.0,520.0,1428.0,474.0,351.0,261.0,1892.0,2288.0
1,2,22,1,5097,436.0,464.0,161.0,860.0,1882.0,664.0,352.0,278.0,2404.0,3110.0
1,2,22,2,976,92.0,147.0,54.0,147.0,285.0,121.0,57.0,73.0,486.0,490.0
1,2,22,3,3925,341.0,516.0,164.0,542.0,1207.0,472.0,314.0,369.0,1957.0,2222.0
1,2,22,4,2225,155.0,216.0,50.0,339.0,843.0,305.0,179.0,138.0,1046.0,1407.0
1,2,22,5,1837,171.0,269.0,109.0,196.0,554.0,221.0,156.0,161.0,922.0,952.0
1,2,22,6,1150,107.0,129.0,20.0,135.0,408.0,158.0,109.0,84.0,555.0,615.0
1,2,22,7,2420,132.0,140.0,66.0,707.0,787.0,243.0,184.0,161.0,1164.0,1693.0
1,3,31,1,15905,1619.0,1998.0,695.0,2566.0,5172.0,1977.0,1008.0,870.0,7374.0,10434.0
1,3,31,2,6902,629.0,889.0,293.0,1063.0,2238.0,883.0,469.0,438.0,3266.0,4306.0
1,3,32,1,8438,864.0,1394.0,393.0,1031.0,2496.0,1040.0,652.0,568.0,4146.0,3921.0
1,3,32,2,5270,547.0,728.0,196.0,677.0,1661.0,701.0,402.0,358.0,2606.0,2581.0
1,3,32,3,8768,874.0,1149.0,358.0,1360.0,2914.0,1047.0,532.0,534.0,4087.0,5368.0
1,4,41,1,9103,726.0,954.0,269.0,1327.0,3198.0,1260.0,800.0,569.0,4164.0,5790.0
1,4,41,2,5811,554.0,574.0,153.0,789.0,2002.0,787.0,514.0,438.0,2771.0,3473.0
1,4,41,3,3980,309.0,390.0,109.0,627.0,1488.0,544.0,287.0,226.0,1885.0,2632.0
1,4,42,1,15665,1365.0,2034.0,660.0,2429.0,5093.0,2148.0,995.0,941.0,7276.0,10090.0
1,4,42,2,9421,679.0,853.0,302.0,1984.0,3548.0,1051.0,640.0,364.0,4305.0,6562.0
1,4,42,3,9070,688.0,950.0,322.0,1354.0,3106.0,1218.0,727.0,705.0,4108.0,6031.0
2,1,1,1,4253,318.0,476.0,171.0,786.0,1443.0,537.0,309.0,213.0,1993.0,2435.0
2,1,1,2,8888,811.0,1313.0,398.0,1187.0,2679.0,1228.0,628.0,644.0,4504.0,4237.0
2,1,1,3,10563,987.0,1426.0,459.0,1385.0,3359.0,1434.0,751.0,762.0,5097.0,5380.0
2,1,1,4,3231,228.0,485.0,183.0,445.0,955.0,485.0,220.0,230.0,1585.0,1631.0
2,2,2,1,286,42.0,26.0,9.0,12.0,158.0,19.0,13.0,7.0,136.0,170.0
2,2,2,2,2361,165.0,217.0,99.0,375.0,868.0,312.0,178.0,147.0,1138.0,1548.0
2,2,2,3,3929,325.0,361.0,105.0,539.0,1549.0,516.0,276.0,258.0,1876.0,2387.0
2,2,2,4,4954,381.0,404.0,177.0,686.0,2036.0,604.0,368.0,298.0,2388.0,3143.0
2,2,2,5,5870,415.0,555.0,204.0,818.0,2151.0,846.0,458.0,423.0,2872.0,3638.0
2,2,2,6,8517,715.0,902.0,301.0,1081.0,3432.0,1035.0,556.0,495.0,4182.0,5235.0
2,3,3,1,5732,325.0,582.0,246.0,753.0,1934.0,844.0,424.0,624.0,2802.0,3552.0
2,3,3,2,6981,489.0,725.0,273.0,870.0,2631.0,939.0,496.0,558.0,3335.0,4310.0
2,3,4,1,7030,485.0,687.0,214.0,888.0,2951.0,856.0,443.0,506.0,3392.0,4567.0
2,3,4,2,5498,360.0,471.0,175.0,745.0,2255.0,684.0,335.0,473.0,2687.0,3654.0
2,4,5,1,1223,131.0,181.0,43.0,150.0,420.0,158.0,106.0,34.0,631.0,725.0
2,4,5,2,1669,161.0,188.0,42.0,230.0,726.0,187.0,96.0,39.0,863.0,1036.0
2,4,5,3,2353,243.0,177.0,48.0,416.0,1114.0,220.0,102.0,33.0,1164.0,1578.0
2,4,7,1,4015,330.0,405.0,101.0,938.0,1510.0,374.0,254.0,103.0,1956.0,2630.0
2,4,7,2,2296,191.0,190.0,71.0,344.0,1168.0,220.0,81.0,31.0,1056.0,1513.0
2,4,7,3,708,90.0,84.0,15.0,159.0,296.0,37.0,24.0,3.0,295.0,616.0
2,5,6,1,2263,196.0,146.0,33.0,420.0,1176.0,184.0,75.0,33.0,1094.0,1625.0
2,5,6,2,5121,458.0,392.0,87.0,837.0,2653.0,429.0,164.0,101.0,2528.0,3521.0
