district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,10,1,1,3503,169.0,181.0,35.0,438.0,1193.0,377.0,396.0,714.0,1708.0,1509.0
1,10,1,2,1996,103.0,131.0,28.0,196.0,762.0,260.0,248.0,268.0,932.0,1065.0
1,10,1,3,5537,262.0,342.0,108.0,667.0,1743.0,629.0,749.0,1037.0,2560.0,2094.0
1,10,1,4,4850,254.0,400.0,128.0,808.0,1720.0,614.0,533.0,393.0,2228.0,1974.0
1,10,2,5,2981,139.0,177.0,38.0,372.0,1128.0,299.0,354.0,474.0,1411.0,1552.0
1,10,2,6,1893,117.0,119.0,33.0,160.0,666.0,282.0,264.0,252.0,916.0,723.0
1,10,2,7,8814,486.0,552.0,163.0,753.0,3232.0,1001.0,1034.0,1593.0,4343.0,3317.0
1,10,3,8,7371,438.0,464.0,116.0,716.0,3145.0,1052.0,721.0,719.0,3613.0,2520.0
1,10,3,9,12518,685.0,932.0,332.0,1185.0,4598.0,2122.0,1578.0,1086.0,6132.0,3521.0
1,10,3,10,10276,533.0,596.0,158.0,1151.0,4061.0,1272.0,1027.0,1478.0,4881.0,3894.0
1,10,3,11,9437,521.0,664.0,165.0,1100.0,2765.0,855.0,984.0,2383.0,4897.0,3051.0
1,10,3,12,10136,596.0,565.0,133.0,883.0,3887.0,1099.0,1066.0,1907.0,4974.0,3310.0
1,10,3,13,11016,621.0,646.0,174.0,1388.0,4000.0,1312.0,1211.0,1664.0,5453.0,3633.0
1,10,4,14,5560,517.0,472.0,91.0,470.0,2809.0,621.0,321.0,259.0,2731.0,2428.0
1,10,4,15,12997,733.0,1077.0,322.0,1290.0,5043.0,2301.0,1395.0,836.0,6473.0,3724.0
1,10,4,16,13400,867.0,1180.0,299.0,1039.0,5523.0,2380.0,1245.0,867.0,6691.0,3774.0
1,20,5,17,3771,212.0,297.0,92.0,515.0,1504.0,392.0,434.0,325.0,1722.0,1576.0
1,20,5,18,6935,377.0,439.0,133.0,1185.0,2752.0,745.0,668.0,636.0,3210.0,3065.0
1,20,5,19,9200,463.0,621.0,205.0,1317.0,3494.0,1027.0,979.0,1094.0,4302.0,3490.0
1,20,5,20,9552,482.0,588.0,141.0,1271.0,3567.0,1069.0,1204.0,1230.0,4509.0,2905.0
1,20,5,21,5239,276.0,366.0,141.0,805.0,1882.0,593.0,582.0,594.0,2371.0,2019.0
1,20,5,22,11575,590.0,710.0,241.0,1269.0,3528.0,1393.0,1703.0,2141.0,5908.0,2566.0
1,20,6,23,10922,590.0,744.0,209.0,1501.0,4426.0,1265.0,1182.0,1005.0,5160.0,3533.0
1,20,6,24,6396,501.0,377.0,94.0,804.0,3503.0,533.0,308.0,276.0,2986.0,3206.0
1,20,6,25,6927,418.0,593.0,214.0,887.0,2219.0,795.0,768.0,1033.0,3390.0,2375.0
1,20,6,26,5905,295.0,362.0,103.0,604.0,2020.0,764.0,720.0,1037.0,2912.0,1612.0
1,20,6,27,3354,246.0,380.0,122.0,416.0,900.0,350.0,395.0,545.0,1647.0,1183.0
1,20,6,28,3235,160.0,206.0,65.0,299.0,1131.0,463.0,431.0,480.0,1527.0,792.0
1,20,6,29,5902,225.0,263.0,81.0,948.0,1793.0,614.0,723.0,1255.0,2881.0,1972.0
1,30,7,30,8042,558.0,863.0,264.0,1178.0,2666.0,952.0,792.0,769.0,3784.0,3839.0
1,30,7,31,8694,539.0,776.0,245.0,1260.0,3013.0,958.0,906.0,997.0,4186.0,3402.0
1,30,7,32,9845,729.0,933.0,308.0,1321.0,3452.0,1160.0,960.0,982.0,4744.0,3952.0
1,30,7,33,11638,704.0,1063.0,319.0,1557.0,4093.0,1460.0,1177.0,1265.0,5615.0,4519.0
1,30,8,34,14372,1096.0,1626.0,541.0,1725.0,4378.0,1745.0,1486.0,1775.0,7209.0,4474.0
1,30,8,35,10764,635.0,971.0,271.0,1633.0,3059.0,1183.0,1253.0,1759.0,5451.0,3512.0
1,30,8,36,14964,939.0,1340.0,460.0,2243.0,5253.0,1783.0,1442.0,1504.0,7075.0,6137.0
1,40,9,37,10840,585.0,708.0,249.0,1238.0,3490.0,1275.0,1526.0,1769.0,5346.0,3437.0
1,40,9,38,9690,498.0,657.0,219.0,1176.0,3680.0,1078.0,1063.0,1319.0,4624.0,3357.0
1,40,9,39,6011,362.0,393.0,108.0,769.0,2231.0,672.0,660.0,816.0,2934.0,2284.0
1,40,9,40,6803,479.0,497.0,125.0,596.0,1786.0,761.0,953.0,1606.0,3623.0,1203.0
1,40,9,41,3854,215.0,202.0,64.0,364.0,935.0,352.0,524.0,1198.0,2027.0,1045.0
1,40,9,42,8739,489.0,515.0,166.0,1333.0,3421.0,984.0,940.0,891.0,4268.0,3295.0
1,40,10,43,7746,426.0,635.0,259.0,1195.0,2471.0,920.0,873.0,967.0,3712.0,3260.0
1,40,10,44,10137,652.0,891.0,264.0,1338.0,3833.0,1195.0,998.0,966.0,4803.0,4500.0
1,40,10,45,5593,370.0,524.0,169.0,857.0,2014.0,664.0,556.0,439.0,2599.0,2517.0
1,40,10,46,8867,496.0,496.0,153.0,1309.0,3745.0,941.0,952.0,775.0,4164.0,2910.0
1,40,10,47,7860,437.0,567.0,173.0,1451.0,3269.0,798.0,614.0,551.0,3635.0,3966.0
1,40,10,48,9445,498.0,610.0,200.0,1531.0,3643.0,1071.0,988.0,904.0,4453.0,3747.0
1,40,10,49,6729,372.0,498.0,154.0,754.0,2128.0,759.0,837.0,1227.0,3314.0,2804.0
2,10,1,1,6381,360.0,535.0,175.0,815.0,2390.0,797.0,662.0,647.0,2968.0,2683.0
2,10,1,2,8705,561.0,833.0,314.0,1204.0,2667.0,1067.0,957.0,1102.0,4314.0,3143.0
2,10,1,3,5406,350.0,510.0,167.0,633.0,1744.0,704.0,681.0,617.0,2745.0,1717.0
2,10,1,4,5667,338.0,524.0,200.0,734.0,1660.0,786.0,740.0,685.0,2800.0,2138.0
2,10,1,5,9492,563.0,875.0,305.0,1162.0,2925.0,1260.0,1083.0,1319.0,4742.0,3361.0
2,10,1,6,4990,253.0,481.0,172.0,588.0,1483.0,697.0,653.0,663.0,2466.0,1655.0
2,20,2,7,2446,204.0,226.0,40.0,182.0,975.0,246.0,241.0,332.0,1213.0,693.0
2,20,2,8,5889,317.0,474.0,160.0,611.0,1995.0,813.0,786.0,733.0,2898.0,1719.0
2,20,2,9,10922,676.0,857.0,244.0,942.0,3956.0,1566.0,1404.0,1277.0,5353.0,2767.0
2,20,2,10,12233,686.0,834.0,249.0,1182.0,4560.0,1679.0,1679.0,1364.0,5968.0,3411.0
