district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,10,1,1,3503,100.0,2223.0,63.5,1994.0,56.9,1280.0,36.5,714.0,20.4,1509.0,43.1
1,10,1,2,1996,100.0,1392.0,69.7,931.0,46.6,604.0,30.3,327.0,16.4,1065.0,53.4
1,10,1,3,5537,100.0,3352.0,60.5,3443.0,62.2,2185.0,39.5,1258.0,22.7,2094.0,37.8
1,10,1,4,4850,100.0,3215.0,66.3,2876.0,59.3,1635.0,33.7,1241.0,25.6,1974.0,40.7
1,10,2,5,2981,100.0,2010.0,67.4,1429.0,47.9,971.0,32.6,458.0,15.4,1552.0,52.1
1,10,2,6,1893,100.0,1049.0,55.4,1170.0,61.8,844.0,44.6,326.0,17.2,723.0,38.2
1,10,2,7,8814,100.0,4908.0,55.7,5497.0,62.4,3906.0,44.3,1591.0,18.1,3317.0,37.6
1,10,3,8,7371,100.0,3510.0,47.6,4851.0,65.8,3861.0,52.4,990.0,13.4,2520.0,34.2
1,10,3,9,12518,100.0,5335.0,42.6,8997.0,71.9,7183.0,57.4,1814.0,14.5,3521.0,28.1
1,10,3,10,10276,100.0,5368.0,52.2,6382.0,62.1,4908.0,47.8,1474.0,14.3,3894.0,37.9
1,10,3,11,9437,100.0,4671.0,49.5,6386.0,67.7,4766.0,50.5,1620.0,17.2,3051.0,32.3
1,10,3,12,10136,100.0,4940.0,48.7,6826.0,67.3,5196.0,51.3,1630.0,16.1,3310.0,32.7
1,10,3,13,11016,100.0,5312.0,48.2,7383.0,67.0,5704.0,51.8,1679.0,15.2,3633.0,33.0
1,10,4,14,5560,100.0,3203.0,57.6,3132.0,56.3,2357.0,42.4,775.0,13.9,2428.0,43.7
1,10,4,15,12997,100.0,5531.0,42.6,9273.0,71.3,7466.0,57.4,1807.0,13.9,3724.0,28.7
1,10,4,16,13400,100.0,5656.0,42.2,9626.0,71.8,7744.0,57.8,1882.0,14.0,3774.0,28.2
1,20,5,17,3771,100.0,2237.0,59.3,2195.0,58.2,1534.0,40.7,661.0,17.5,1576.0,41.8
1,20,5,18,6935,100.0,4437.0,64.0,3870.0,55.8,2498.0,36.0,1372.0,19.8,3065.0,44.2
1,20,5,19,9200,100.0,5095.0,55.4,5710.0,62.1,4105.0,44.6,1605.0,17.4,3490.0,37.9
1,20,5,20,9552,100.0,4698.0,49.2,6647.0,69.6,4854.0,50.8,1793.0,18.8,2905.0,30.4
1,20,5,21,5239,100.0,3176.0,60.6,3220.0,61.5,2063.0,39.4,1157.0,22.1,2019.0,38.5
1,20,5,22,11575,100.0,4370.0,37.8,9009.0,77.8,7205.0,62.2,1804.0,15.6,2566.0,22.2
1,20,6,23,10922,100.0,5710.0,52.3,7389.0,67.7,5212.0,47.7,2177.0,19.9,3533.0,32.3
1,20,6,24,6396,100.0,4526.0,70.8,3190.0,49.9,1870.0,29.2,1320.0,20.6,3206.0,50.1
1,20,6,25,6927,100.0,4189.0,60.5,4552.0,65.7,2738.0,39.5,1814.0,26.2,2375.0,34.3
1,20,6,26,5905,100.0,2612.0,44.2,4293.0,72.7,3293.0,55.8,1000.0,16.9,1612.0,27.3
1,20,6,27,3354,100.0,2236.0,66.7,2171.0,64.7,1118.0,33.3,1053.0,31.4,1183.0,35.3
1,20,6,28,3235,100.0,1455.0,45.0,2443.0,75.5,1780.0,55.0,663.0,20.5,792.0,24.5
1,20,6,29,5902,100.0,2866.0,48.6,3930.0,66.6,3036.0,51.4,894.0,15.1,1972.0,33.4
1,30,7,30,8042,100.0,5833.0,72.5,4203.0,52.3,2209.0,27.5,1994.0,24.8,3839.0,47.7
1,30,7,31,8694,100.0,5216.0,60.0,5292.0,60.9,3478.0,40.0,1814.0,20.9,3402.0,39.1
1,30,7,32,9845,100.0,6214.0,63.1,5893.0,59.9,3631.0,36.9,2262.0,23.0,3952.0,40.1
1,30,7,33,11638,100.0,7306.0,62.8,7119.0,61.2,4332.0,37.2,2787.0,23.9,4519.0,38.8
1,30,8,34,14372,100.0,9700.0,67.5,9898.0,68.9,4672.0,32.5,5226.0,36.4,4474.0,31.1
1,30,8,35,10764,100.0,6601.0,61.3,7252.0,67.4,4163.0,38.7,3089.0,28.7,3512.0,32.6
1,30,8,36,14964,100.0,9843.0,65.8,8827.0,59.0,5121.0,34.2,3706.0,24.8,6137.0,41.0
1,40,9,37,10840,100.0,5513.0,50.9,7403.0,68.3,5327.0,49.1,2076.0,19.2,3437.0,31.7
1,40,9,38,9690,100.0,5200.0,53.7,6333.0,65.4,4490.0,46.3,1843.0,19.0,3357.0,34.6
1,40,9,39,6011,100.0,3236.0,53.8,3727.0,62.0,2775.0,46.2,952.0,15.8,2284.0,38.0
1,40,9,40,6803,100.0,2636.0,38.7,5600.0,82.3,4167.0,61.3,1433.0,21.1,1203.0,17.7
1,40,9,41,3854,100.0,1829.0,47.5,2809.0,72.9,2025.0,52.5,784.0,20.3,1045.0,27.1
1,40,9,42,8739,100.0,4802.0,54.9,5444.0,62.3,3937.0,45.1,1507.0,17.2,3295.0,37.7
1,40,10,43,7746,100.0,5269.0,68.0,4486.0,57.9,2477.0,32.0,2009.0,25.9,3260.0,42.1
1,40,10,44,10137,100.0,6932.0,68.4,5637.0,55.6,3205.0,31.6,2432.0,24.0,4500.0,44.4
1,40,10,45,5593,100.0,4086.0,73.1,3076.0,55.0,1507.0,26.9,1569.0,28.1,2517.0,45.0
1,40,10,46,8867,100.0,4520.0,51.0,5957.0,67.2,4347.0,49.0,1610.0,18.2,2910.0,32.8
1,40,10,47,7860,100.0,5484.0,69.8,3894.0,49.5,2376.0,30.2,1518.0,19.3,3966.0,50.5
1,40,10,48,9445,100.0,5753.0,60.9,5698.0,60.3,3692.0,39.1,2006.0,21.2,3747.0,39.7
1,40,10,49,6729,100.0,4126.0,61.3,3925.0,58.3,2603.0,38.7,1322.0,19.6,2804.0,41.7
2,10,1,1,6381,100.0,4555.0,71.4,3698.0,58.0,1826.0,28.6,1872.0,29.3,2683.0,42.0
2,10,1,2,8705,100.0,6198.0,71.2,5562.0,63.9,2507.0,28.8,3055.0,35.1,3143.0,36.1
2,10,1,3,5406,100.0,3414.0,63.2,3689.0,68.2,1992.0,36.8,1697.0,31.4,1717.0,31.8
2,10,1,4,5667,100.0,3937.0,69.5,3529.0,62.3,1730.0,30.5,1799.0,31.7,2138.0,37.7
2,10,1,5,9492,100.0,6815.0,71.8,6131.0,64.6,2677.0,28.2,3454.0,36.4,3361.0,35.4
2,10,1,6,4990,100.0,3274.0,65.6,3335.0,66.8,1716.0,34.4,1619.0,32.4,1655.0,33.2
2,20,2,7,2446,100.0,1088.0,44.5,1753.0,71.7,1358.0,55.5,395.0,16.1,693.0,28.3
2,20,2,8,5889,100.0,2691.0,45.7,4170.0,70.8,3198.0,54.3,972.0,16.5,1719.0,29.2
2,20,2,9,10922,100.0,4589.0,42.0,8155.0,74.7,6333.0,58.0,1822.0,16.7,2767.0,25.3
2,20,2,10,12233,100.0,5497.0,44.9,8822.0,72.1,6736.0,55.1,2086.0,17.1,3411.0,27.9
2,20,2,11,14703,100.0,6310.0,42.9,10981.0,74.7,8393.0,57.1,2588.0,17.6,3722.0,25.3
2,20,2,12,8564,100.0,4353.0,50.8,6239.0,72.9,4211.0,49.2,2028.0,23.7,2325.0,27.1
2,20,2,13,10172,100.0,4713.0,46.3,7161.0,70.4,5459.0,53.7,1702.0,16.7,3011.0,29.6
2,30,3,14,7466,100.0,4563.0,61.1,4732.0,63.4,2903.0,38.9,1829.0,24.5,2734.0,36.6
2,30,3,15,8519,100.0,4908.0,57.6,5599.0,65.7,3611.0,42.4,1988.0,23.3,2920.0,34.3
2,30,3,16,4239,100.0,2121.0,50.0,2960.0,69.8,2118.0,50.0,842.0,19.9,1279.0,30.2
2,30,4,17,8180,100.0,4521.0,55.3,5403.0,66.1,3659.0,44.7,1744.0,21.3,2777.0,33.9
2,30,4,18,7746,100.0,3790.0,48.9,5366.0,69.3,3956.0,51.1,1410.0,18.2,2380.0,30.7
2,30,4,19,10675,100.0,5586.0,52.3,7072.0,66.2,5089.0,47.7,1983.0,18.6,3603.0,33.8
2,40,5,20,5815,100.0,2211.0,38.0,4468.0,76.8,3604.0,62.0,864.0,14.9,1347.0,23.2
2,40,5,21,8083,100.0,3017.0,37.3,6182.0,76.5,5066.0,62.7,1116.0,13.8,1901.0,23.5
2,40,5,22,11343,100.0,3643.0,32.1,9030.0,79.6,7700.0,67.9,1330.0,11.7,2313.0,20.4
2,40,6,23,13541,100.0,6679.0,49.3,9144.0,67.5,6862.0,50.7,2282.0,16.9,4397.0,32.5
2,40,6,24,11885,100.0,4544.0,38.2,8520.0,71.7,7341.0,61.8,1179.0,9.9,3365.0,28.3
2,40,6,25,1086,100.0,745.0,68.6,443.0,40.8,341.0,31.4,102.0,9.4,643.0,59.2
2,50,7,26,9285,100.0,3595.0,38.7,6751.0,72.7,5690.0,61.3,1061.0,11.4,2534.0,27.3
2,50,7,27,6642,100.0,2542.0,38.3,4884.0,73.5,4100.0,61.7,784.0,11.8,1758.0,26.5
2,50,7,28,10103,100.0,3552.0,35.2,7602.0,75.2,6551.0,64.8,1051.0,10.4,2501.0,24.8
2,50,7,29,5489,100.0,1992.0,36.3,4195.0,76.4,3497.0,63.7,698.0,12.7,1294.0,23.6
2,50,8,30,4032,100.0,1723.0,42.7,2807.0,69.6,2309.0,57.3,498.0,12.4,1225.0,30.4
2,50,8,31,7981,100.0,3260.0,40.8,5659.0,70.9,4721.0,59.2,938.0,11.8,2322.0,29.1
2,50,8,32,9351,100.0,4164.0,44.5,6384.0,68.3,5187.0,55.5,1197.0,12.8,2967.0,31.7
2,50,8,33,10283,100.0,4103.0,39.9,7209.0,70.1,6180.0,60.1,1029.0,10.0,3074.0,29.9
2,50,8,34,11506,100.0,4265.0,37.1,8568.0,74.5,7241.0,62.9,1327.0,11.5,2938.0,25.5
2,50,8,35,8044,100.0,3401.0,42.3,5575.0,69.3,4643.0,57.7,932.0,11.6,2469.0,30.7
2,50,8,36,4987,100.0,1262.0,25.3,4358.0,87.4,3725.0,74.7,633.0,12.7,629.0,12.6
3,10,1,1,4668,100.0,868.0,18.6,4112.0,88.1,3800.0,81.4,312.0,6.7,556.0,11.9
3,10,1,2,3298,100.0,1008.0,30.6,2533.0,76.8,2290.0,69.4,243.0,7.4,765.0,23.2
3,10,1,3,9312,100.0,2199.0,23.6,7595.0,81.6,7113.0,76.4,482.0,5.2,1717.0,18.4
3,20,2,4,2056,100.0,154.0,7.5,1991.0,96.8,1902.0,92.5,89.0,4.3,65.0,3.2
3,20,2,5,8809,100.0,1588.0,18.0,7891.0,89.6,7221.0,82.0,670.0,7.6,918.0,10.4
3,20,2,6,6595,100.0,1523.0,23.1,5587.0,84.7,5072.0,76.9,515.0,7.8,1008.0,15.3
3,20,2,7,11493,100.0,2178.0,19.0,10208.0,88.8,9315.0,81.0,893.0,7.8,1285.0,11.2
3,20,3,8,5284,100.0,786.0,14.9,4901.0,92.8,4498.0,85.1,403.0,7.6,383.0,7.2
3,20,3,9,5387,100.0,986.0,18.3,4836.0,89.8,4401.0,81.7,435.0,8.1,551.0,10.2
