id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,60399.0,4817.0,3344.0,5743.0,2251.0,3383.0,3225.0,13388.999999999998,7925.0,4117.0,2151.0,11709.0,2727.0,3794.0,14407.0,6120.0,2692.0,1074.0,71598.0,36208.0,1576.0,24321.0,6443.000000000001,5150.0,2526.0,3889.0,10953.0
02,02,100.0,36831.0,4169.0,1722.0,5214.0,2013.0,3164.0,3226.0,5000.0,2284.0,1553.0,1114.0,4698.0,1123.0,1354.0,6190.0,2499.0,1116.0,601.0,42481.0,27407.0,869.0,10773.0,2648.0,2498.0,2617.0,3709.0000000000005,7661.0
03,03,100.0,32358.0,3261.0,1181.0,3972.9999999999995,2037.0,2378.0,2718.0,5990.0,1546.0,1406.0,659.0,2648.0,484.99999999999994,731.0,9300.0,4141.0,1470.0,1126.0,13726.0,2346.0,727.0,6271.0,366.0,2409.0,2133.0,3476.0,1344.0
04,04,100.0,46872.0,3861.0,2557.0,4836.0,2319.0,2192.0,2836.0,12480.0,2412.0,2726.0,2308.0,8720.0,1415.0,3119.0,17482.0,6440.000000000001,4171.0,891.0,35444.0,11923.0,4026.0,13653.0,1950.0,3170.0,1597.0,4311.0,6790.000000000001
05,05,100.0,25194.0,476.0,742.0,1407.0,578.0,449.0,1005.0000000000001,11948.0,2525.0,2092.0,1492.0,6958.0,1419.0,2394.0,11467.0,5014.0,1339.0,2658.0,32860.0,12918.0,1798.9999999999998,10837.0,1688.0,3252.0000000000005,785.0,524.0,5313.0
06,06,100.0,27470.999999999996,1514.0,1717.0000000000002,2170.0,1519.0,1072.0,1596.0,9485.0,1167.0,1280.0,1670.0,5585.0,1163.0,1667.0000000000002,8036.0,3334.0000000000005,1616.0,704.0,19765.0,6925.0,2166.0,6795.0,890.0,2112.0,573.0,4363.0,3956.0
07,07,100.0,39471.0,2549.0,2385.0,3810.0,1507.0,1528.0,1866.0,13275.0,2517.0,1968.0,2644.0,9673.0,1650.0,3447.9999999999995,11124.0,4477.0,2134.0,1449.0,43478.0,22279.0,1535.0,14209.0,3234.0000000000005,4000.0,869.0,2590.0,9228.0
08,08,100.0,41867.0,2713.0,1968.0,4024.0,1486.0,1879.0,2285.0,13266.0,3686.0,3353.0,1835.0000000000002,12676.0,2061.0,5104.0,5667.0,2096.0,914.0,907.0,62787.0,36371.0,825.0,20789.0,7934.0,3086.0,891.0,2194.0,12745.0
09,09,100.0,12540.0,576.0,418.0,799.0,562.0,472.0,544.0,4188.0,1328.0,1110.0,330.0,2362.0,558.0,933.0,5041.0,2037.0,775.0,861.0,9864.0,2179.0,316.0,4462.0,409.99999999999994,1672.0,1165.0,500.0,994.0
10,10,100.0,10654.0,152.0,361.0,360.0,161.0,204.99999999999997,161.0,4061.0,1154.0,1612.0,180.0,1846.0,262.0,712.0,18384.0,8123.999999999999,1540.0,5549.0,14335.0,1044.0,229.99999999999997,4293.0,161.0,1844.0000000000002,4277.0,164.0,683.0
11,11,100.0,15154.0,491.0,449.0,956.0,369.0,540.0,399.0,4804.0,2076.0,1618.0,519.0,4848.0,1071.0,1614.9999999999998,16127.000000000002,6963.0,1698.9999999999998,3947.0,18735.0,1586.0,512.0,7845.999999999999,262.0,3618.0,7920.999999999999,458.0,1343.0
12,12,100.0,25432.0,1343.0,1212.0,1929.0,694.0,579.0,637.0,10805.0,2627.0,1577.0,1389.0,6981.0,1468.0,2407.0,7165.000000000001,3151.0,902.9999999999999,1255.0,32049.0,15766.999999999998,964.0,9712.0,1880.0,2592.0,950.0,757.0,5856.0
