id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3187,1841,1911,1346,565,1276,100.0,57.765924066520235,59.96234703482899,42.23407593347976,17.72827110134923,40.037652965171006
01011102,01,01,11,02,188,76,124,112,12,64,100.0,40.42553191489361,65.95744680851064,59.57446808510638,6.382978723404255,34.04255319148936
01011103,01,01,11,03,5192,2924,3358,2268,1090,1834,100.0,56.31741140215717,64.6764252696456,43.68258859784284,20.993836671802775,35.32357473035439
01011104,01,01,11,04,4685,3000,2892,1685,1207,1793,100.0,64.03415154749199,61.72892209178228,35.965848452508006,25.763073639274282,38.27107790821771
01011105,01,01,11,05,1180,707,688,473,215,492,100.0,59.91525423728814,58.30508474576271,40.08474576271187,18.220338983050848,41.69491525423729
01011201,01,01,12,01,2236,1212,1435,1024,411,801,100.0,54.203935599284435,64.17710196779964,45.796064400715565,18.38103756708408,35.82289803220036
01011202,01,01,12,02,620,300,385,320,65,235,100.0,48.38709677419355,62.096774193548384,51.61290322580645,10.483870967741936,37.903225806451616
01011203,01,01,12,03,1039,541,646,498,148,393,100.0,52.06929740134745,62.175168431183835,47.93070259865255,14.244465832531281,37.82483156881617
01011204,01,01,12,04,7707,3515,5381,4192,1189,2326,100.0,45.60788893213961,69.81964447904502,54.392111067860384,15.427533411184639,30.180355520954976
01011301,01,01,13,01,6611,2702,4671,3909,762,1940,100.0,40.87127514748147,70.65496899107548,59.12872485251853,11.52624413855695,29.345031008924522
01011302,01,01,13,02,12604,4780,9308,7824,1484,3296,100.0,37.924468422722946,73.84957156458267,62.075531577277054,11.774039987305617,26.15042843541733
01011303,01,01,13,03,9580,4252,6457,5328,1129,3123,100.0,44.38413361169103,67.4008350730689,55.61586638830897,11.784968684759917,32.59916492693111
01011304,01,01,13,04,8598,3140,6604,5458,1146,1994,100.0,36.52012095836241,76.80856013026285,63.47987904163759,13.32868108862526,23.19143986973715
01011305,01,01,13,05,7752,2744,5941,5008,933,1811,100.0,35.39731682146543,76.63828689370486,64.60268317853458,12.035603715170279,23.36171310629515
01011306,01,01,13,06,9983,4101,7178,5882,1296,2805,100.0,41.079835720725235,71.90223379745568,58.920164279274765,12.982069518180909,28.097766202544328
01011401,01,01,14,01,16720,6633,11919,10087,1832,4801,100.0,39.671052631578945,71.28588516746412,60.32894736842105,10.956937799043063,28.714114832535888
01011402,01,01,14,02,13423,5026,9954,8397,1557,3469,100.0,37.44319451687402,74.15629888996499,62.55680548312598,11.599493406839008,25.843701110035017
01022101,01,02,21,01,3577,1876,2294,1701,593,1283,100.0,52.44618395303326,64.13195415152362,47.55381604696673,16.578138104556892,35.86804584847638
01022102,01,02,21,02,6446,3801,3829,2645,1184,2617,100.0,58.966801116971766,59.401179025752405,41.033198883028234,18.367980142724168,40.598820974247595
01022103,01,02,21,03,252,180,124,72,52,128,100.0,71.42857142857143,49.2063492063492,28.57142857142857,20.634920634920633,50.79365079365079
01022104,01,02,21,04,18617,9065,12742,9552,3190,5875,100.0,48.6920556480636,68.4428210775098,51.307944351936406,17.1348767255734,31.5571789224902
01022105,01,02,21,05,5361,3097,3393,2264,1129,1968,100.0,57.769072934154075,63.29043088975938,42.230927065845925,21.05950382391345,36.70956911024062
01022106,01,02,21,06,11788,4222,9183,7566,1617,2605,100.0,35.816084153376316,77.90125551408211,64.18391584662369,13.717339667458434,22.09874448591788
01022201,01,02,22,01,11200,5572,7691,5628,2063,3509,100.0,49.75,68.66964285714286,50.24999999999999,18.419642857142858,31.33035714285714
01022202,01,02,22,02,1517,975,1017,542,475,500,100.0,64.27158866183257,67.04021094264996,35.72841133816744,31.31179960448253,32.95978905735003
01022203,01,02,22,03,7022,4102,4665,2920,1745,2357,100.0,58.41640558245514,66.4340643691256,41.58359441754486,24.85046995158075,33.56593563087439
01022204,01,02,22,04,5896,2397,4405,3499,906,1491,100.0,40.654681139755766,74.71166892808684,59.345318860244234,15.366350067842605,25.288331071913163
01022205,01,02,22,05,3296,1972,2273,1324,949,1023,100.0,59.83009708737864,68.9623786407767,40.16990291262136,28.792475728155342,31.0376213592233
01022206,01,02,22,06,3016,1198,2366,1818,548,650,100.0,39.721485411140584,78.44827586206897,60.27851458885941,18.169761273209552,21.551724137931032
01022207,01,02,22,07,5673,2497,3898,3176,722,1775,100.0,44.01551207474,68.71144015512075,55.984487925260005,12.726952229860744,31.288559844879256
01033101,01,03,31,01,26804,16527,15882,10277,5605,10922,100.0,61.6587076555738,59.25235039546336,38.3412923444262,20.91105805103716,40.74764960453663
01033102,01,03,31,02,12061,7337,7374,4724,2650,4687,100.0,60.83243512146588,61.13920902081088,39.167564878534115,21.971644142276762,38.86079097918912
01033201,01,03,32,01,13275,8765,9244,4510,4734,4031,100.0,66.02636534839925,69.6346516007533,33.973634651600754,35.66101694915254,30.365348399246706
01033202,01,03,32,02,9766,5404,7155,4362,2793,2611,100.0,55.33483514233053,73.26438664755274,44.66516485766947,28.599221789883266,26.735613352447267
01033203,01,03,32,03,14478,9108,8783,5370,3413,5695,100.0,62.9092416079569,60.66445641663213,37.0907583920431,23.57369802458903,39.335543583367865
01044101,01,04,41,01,20653,9705,14427,10948,3479,6226,100.0,46.990751948869416,69.85425846124049,53.009248051130584,16.84501041010991,30.145741538759502
01044102,01,04,41,02,16322,6263,12561,10059,2502,3761,100.0,38.3715230976596,76.9574807008945,61.6284769023404,15.3290037985541,23.0425192991055
01044103,01,04,41,03,8575,4435,5489,4140,1349,3086,100.0,51.72011661807581,64.01166180758018,48.2798833819242,15.731778425655977,35.988338192419825
01044201,01,04,42,01,23791,16034,13531,7757,5774,10260,100.0,67.3952334916565,56.87444832079358,32.60476650834349,24.269681812450088,43.125551679206424
01044202,01,04,42,02,16719,9582,10021,7137,2884,6698,100.0,57.31204019379149,59.93779532268676,42.687959806208504,17.24983551647826,40.06220467731323
