id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,373944,22747,26895,8081,51358,128636,51219,36679,48329,180001,122681,100.0,6.082996384485377,7.192253385533663,2.1610187621675974,13.734142010568428,34.39980317908564,13.696970669405045,9.808687931882849,12.924127676871402,48.13581712769827,32.807318742913374
02,02,281860,18125,19522,5683,30952,114998,38913,25470,28197,137217,72124,100.0,6.430497410061732,6.926133541474491,2.0162492017313562,10.981338253033421,40.799687788263675,13.805790108564537,9.036401050166749,10.003902646704036,48.68267934435536,25.58859008018165
03,03,398732,27497,32971,8694,31666,132101,66348,39724,59731,203073,48653,100.0,6.896110670826521,8.268962611478386,2.1804119057411997,7.941675110099014,33.1302729653,16.63974800116369,9.962581382984059,14.98023735240713,50.929697139933594,12.201930118475568
04,04,338405,16220,21244,6913,33685,85009,51631,45406,78297,174312,82408,100.0,4.793073388395562,6.277685022384421,2.042818516274878,9.954049142299908,25.12049171850298,15.257162275971101,13.41765044842718,23.137069487743975,51.509877218126206,24.35188605369306
05,05,240998,14524,20063,6841,25385,54715,35721,30695,53054,122721,44487,100.0,6.02660602992556,8.324965352409563,2.8386127685706937,10.533282433879119,22.70350791292874,14.82211470634611,12.736620220914697,22.01429057502552,50.92199935269173,18.459489290367557
06,06,305430,15732,23922,8181,27983,62968,48388,39964,78292,161100,41973,100.0,5.1507710441017585,7.832236519005992,2.678518809547196,9.161837409553744,20.616180466882756,15.842582588481813,13.084503814294601,25.633369348132142,52.74530989097338,13.742265003437776
07,07,347927,19204,25297,8278,35293,88259,53789,45428,72379,177519,67430,100.0,5.5195486409505445,7.270778065513743,2.379234724525547,10.143794531611515,25.36710286928005,15.459852210377464,13.056761906951744,20.802927050789393,51.02190976842843,19.380502231790004
08,08,328659,20022,24809,8213,35843,100491,45211,36341,57729,164932,81382,100.0,6.09202851587816,7.548553363820861,2.498942673104951,10.905832488993152,30.576068204430733,13.756203238006567,11.057357321722515,17.565014194043066,50.183320706263935,24.761835215223073
09,09,262543,15657,18530,5651,21413,69080,40267,32485,59460,133876,21333,100.0,5.963594534990459,7.057891469206949,2.1524093196162153,8.155997303298888,26.31188033960151,15.337297128470384,12.373211245395991,22.6477186594196,50.992027972560685,8.125526104295297
10,10,264461,16836,21710,6154,21655,65503,37730,44143,50730,133426,23832,100.0,6.366156068380594,8.209149931369844,2.3269971753869187,8.188352914040257,24.76849138436291,14.266753888096922,16.691686108726806,19.18241252963575,50.45205153122767,9.011536672704104
11,11,283334,18453,20715,5600,27109,83458,36497,35572,55930,142966,40337,100.0,6.512808205157164,7.311159267860547,1.9764659377272054,9.567859840329787,29.45569539836377,12.881263808791038,12.554793988720025,19.739953553050462,50.45846950948351,14.236554737518265
12,12,262683,15122,21524,7419,26129,56360,39633,34060,62436,133921,43570,100.0,5.756748628575126,8.193906724074264,2.824316762028757,9.946970302608086,21.455518628917744,15.087767385023012,12.966198802358736,23.76857276641427,50.98198208487036,16.586532055747803
