id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0101,01,01,100.0,18007.0,2155.0,738.0,2167.0,1018.0,1507.0,1610.0000000000002,2271.0,1126.0,844.9999999999999,351.0,1618.0,254.0,415.00000000000006,6048.0,2765.0,1073.0,347.0,9495.0,2679.0,527.0,4362.0,476.99999999999994,1126.0,1573.0,2255.0,1425.0
0102,01,02,100.0,13250.0,1071.0,656.0,1272.0,468.0,698.0,630.0,3392.0,1341.0,999.0,563.0,2680.0,535.0,938.0000000000001,3080.0,1172.0,698.0,192.0,14994.0,6434.999999999999,501.0,6079.0,1757.9999999999998,1333.0,353.0,663.0,2428.0
0103,01,03,100.0,11628.0,585.0,872.0000000000001,902.9999999999999,295.0,492.0,405.99999999999994,3029.0,2011.0,1060.0,534.0,3379.9999999999995,866.0,1145.0,2629.0,1140.0,434.99999999999994,328.0,23656.0,14118.0,180.0,6823.0,2265.0,1323.0,200.0,389.0,3635.0
0104,01,04,100.0,17514.0,1006.0,1078.0,1401.0,470.0,686.0,579.0,4697.0,3447.0,1213.0,703.0,4031.0,1072.0,1296.0,2650.0,1043.0,486.00000000000006,206.99999999999997,23453.0,12976.0,368.0,7056.999999999999,1943.0,1368.0,400.0,582.0,3465.0
0201,02,01,100.0,4263.0,284.0,339.0,515.0,175.0,252.0,204.0,902.9999999999999,592.0,187.0,173.0,909.0,284.0,248.0,1247.0,463.0,265.0,100.0,16125.0,10996.0,235.0,4173.0,1289.0,738.0,112.00000000000001,285.0,3078.0
0202,02,02,100.0,9604.0,1169.0,539.0,1373.0,538.0,759.0,905.0000000000001,1290.0,509.0,333.0,455.99999999999994,1322.0,268.0,361.0,936.0,421.0,145.0,76.0,8723.0,5263.0,276.0,2555.0,869.0,496.0,77.0,1149.0,1605.9999999999998
0203,02,03,100.0,6836.0,863.0000000000001,352.0,1024.0,418.0,604.0,752.0,682.0,426.0,157.0,166.0,732.0,186.0,233.0,500.0,179.0,74.0,28.999999999999996,11873.0,9904.0,119.0,1424.0,326.0,283.0,41.0,840.0,2108.0
0204,02,04,100.0,4794.0,413.0,141.0,580.0,231.99999999999997,421.0,339.0,770.0,377.0,394.0,86.0,703.0,133.0,219.0,1643.0,688.0,282.0,178.0,2528.0,572.0,107.0,989.0,66.0,346.0,1413.0,362.0,421.0
0205,02,05,100.0,11334.0,1440.0,351.0,1722.0,650.0,1128.0,1026.0,1355.0,380.0,482.0,233.0,1032.0,252.0,293.0,1864.0,748.0,350.0,218.00000000000003,3232.0,672.0,132.0,1632.0,98.0,635.0,974.0,1073.0,448.00000000000006
0301,03,01,100.0,689.0,28.000000000000004,19.0,37.0,30.0,28.000000000000004,19.0,301.0,37.0,31.0,15.0,153.0,32.0,50.0,434.0,211.0,81.0,50.0,624.0,49.0,28.000000000000004,290.0,9.0,124.0,44.0,19.0,28.999999999999996
0302,03,02,100.0,2128.0,134.0,104.0,146.0,107.0,61.0,92.0,733.0,152.0,136.0,50.0,200.0,45.0,51.0,1147.0,515.0,148.0,197.0,1240.0,294.0,31.0,507.0,48.0,236.0,100.0,215.0,137.0
0303,03,03,100.0,994.9999999999999,50.0,39.0,40.0,60.0,31.0,25.0,417.0,82.0,42.0,17.0,140.0,10.0,49.0,752.0,339.0,74.0,197.0,1536.0,112.99999999999999,48.0,779.0,30.0,290.0,66.0,46.0,87.0
0304,03,04,100.0,5165.0,463.0,130.0,467.0,301.0,298.0,326.0,1374.0,273.0,301.0,139.0,505.0,103.0,126.0,1802.0,752.0,301.0,244.0,2635.0,686.0,134.0,964.0,92.0,296.0,175.0,352.0,317.0
0305,03,05,100.0,3211.9999999999995,211.0,160.0,336.0,158.0,180.0,171.0,742.0,267.0,225.0,142.0,564.0,123.0,176.0,1117.0,500.0,175.0,123.0,1977.0,209.0,65.0,1118.0,44.0,586.0,352.0,155.0,111.00000000000001
0306,03,06,100.0,11612.0,1335.0,407.0,1745.0,767.0,1047.0,1150.0,1526.0,441.0,394.0,218.00000000000003,760.0,119.0,213.0,2459.0,1096.0,398.0,191.0,3793.0,572.0,254.99999999999997,1828.0,102.0,636.0,968.0,1342.0,395.0
0307,03,07,100.0,8557.0,1040.0,322.0,1202.0,614.0,733.0,935.0,897.0000000000001,294.0,277.0,78.0,326.0,53.0,66.0,1589.0,728.0,293.0,124.0,1921.0,423.00000000000006,166.0,785.0,41.0,241.0,428.0,1347.0,268.0
0401,04,01,100.0,2896.0,54.0,59.0,121.0,50.0,49.0,52.0,1737.0,202.0,166.0,114.99999999999999,741.0,123.0,279.0,1150.0,440.00000000000006,234.0,167.0,3518.0,1598.0,283.0,1113.0,247.00000000000003,262.0,120.0,49.0,643.0
0402,04,02,100.0,4659.0,315.0,218.00000000000003,434.99999999999994,271.0,236.0,413.99999999999994,1131.0,288.0,250.0,153.0,692.0,124.0,241.0,1344.0,512.0,281.0,55.00000000000001,4312.0,892.0,507.0,1900.0,120.0,550.0,122.0,419.00000000000006,578.0
0403,04,03,100.0,22020.0,2000.0,1267.0,2437.0,1113.0,1154.0,1448.0,5189.0,1170.0,1273.0,996.0000000000001,4049.0,639.0,1610.0000000000002,7744.0,2742.0,1947.0,385.0,16815.0,6229.0,1817.0000000000002,6405.0,1127.0,1311.0,844.0,1996.0,3161.0
0404,04,04,100.0,5735.0,469.00000000000006,305.0,527.0,296.0,214.0,277.0,1725.0,216.0,385.0,305.0,969.0,175.0,285.0,2841.0,1132.0,680.0,95.0,3124.0,961.0,578.0,1050.0,115.99999999999999,194.0,107.0,678.0,822.0000000000001
0405,04,05,100.0,11556.0,1023.0,708.0,1316.0,583.0,539.0,645.0,2698.0,536.0,652.0,739.0,2269.0,354.0,704.0,4403.0,1614.0,1029.0,189.0,7662.0,2243.0,841.0,3185.0,340.0,852.9999999999999,404.0,1169.0,1586.0
0406,04,06,100.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0501,05,01,100.0,10917.0,145.0,302.0,590.0,206.99999999999997,164.0,382.0,5221.0,1208.0,986.9999999999999,660.0,3039.0,680.0,1042.0,5781.0,2510.0,634.0,1413.0,15018.0,6292.0,551.0,4717.0,836.9999999999999,1355.0,231.99999999999997,202.0,2462.0
0502,05,02,100.0,9193.0,219.0,278.0,498.00000000000006,215.0,193.0,421.0,4029.0,1082.0,906.0,509.0,2570.0,615.0,827.0,3993.0,1773.9999999999998,501.0,946.0000000000001,11538.0,3919.0,795.0,4094.0,577.0,1342.0,338.0,200.0,1544.0
0503,05,03,100.0,3811.0,59.0,126.0,222.00000000000003,68.0,44.0,79.0,2239.0,192.0,158.0,272.0,1154.0,112.00000000000001,471.0,1327.0,549.0,175.0,256.0,5122.0,2448.0,284.0,1551.0,259.0,344.0,197.0,57.99999999999999,1168.0
0504,05,04,100.0,1273.0,53.0,36.0,97.0,88.0,48.0,123.0,459.0,43.0,41.0,51.0,195.0,12.0,54.0,366.0,181.0,28.999999999999996,43.0,1182.0,259.0,169.0,475.0,15.0,211.0,18.0,64.0,139.0
0601,06,01,100.0,7680.0,401.0,557.0,741.0,347.0,242.0,352.0,2595.0,370.0,359.0,671.0,2124.0,466.0,571.0,2234.0,855.0000000000001,522.0,161.0,5471.0,2428.0,523.0,1714.9999999999998,278.0,437.0,250.99999999999997,705.0,1380.0
0602,06,02,100.0,7242.0,209.0,389.0,426.0,279.0,225.0,264.0,3568.0,313.0,280.0,430.99999999999994,1668.0,399.0,530.0,2150.0,894.9999999999999,398.0,294.0,5996.0,2362.0,480.0,2026.0000000000002,346.0,635.0,150.0,612.0,1168.0
