id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
010111,01,01,11,14432,769,911,313,2091,4483,1957,1747,2161,6713,5459,100.0,5.328436807095343,6.312361419068736,2.168791574279379,14.488636363636365,31.06291574279379,13.560144124168513,12.105044345898005,14.973669623059868,46.51468957871397,37.82566518847006
010112,01,01,12,11602,548,588,192,1175,3677,1736,1479,2207,5624,3755,100.0,4.7233235649026035,5.0680917083261505,1.6548870884330287,10.127564213066712,31.69281158420962,14.962937424581968,12.747802103085675,19.022582313394242,48.4744009653508,32.36510946388554
010113,01,01,13,55128,3026,3085,823,5855,19596,8027,5505,9211,27126,14969,100.0,5.489043680162531,5.596067334204034,1.4928892758670729,10.62073719344072,35.546364823683064,14.560658830358438,9.985851110143667,16.708387752140474,49.20548541575969,27.153170802496007
010114,01,01,14,30143,2230,2309,460,2692,13763,4954,1989,1746,14862,8270,100.0,7.398069203463491,7.660153269415784,1.5260591182032313,8.930763361311083,45.65902531267624,16.434993199084364,6.598546926317884,5.792389609527917,49.304979597253094,27.435888929436352
010221,01,02,21,46041,2530,2903,931,6957,15787,6315,5195,5423,21818,14476,100.0,5.4951021915249445,6.3052496687734845,2.0221107273951477,15.110445038118197,34.289003279685495,13.716035707304359,11.28342129840794,11.778632088790426,47.38819747616255,31.441541234986207
010222,01,02,22,37620,2167,2634,793,5626,11997,5138,3882,5383,18135,11305,100.0,5.760233918128655,7.001594896331738,2.107921318447634,14.954811270600743,31.889952153110045,13.657628920786816,10.318979266347688,14.308878256246677,48.20574162679426,30.05050505050505
010331,01,03,31,38865,2856,3561,1114,6173,13068,4931,3260,3902,18465,15609,100.0,7.348514087225009,9.16248552682362,2.866332175479223,15.883185385308119,33.62408336549595,12.687508040653544,8.38800977743471,10.039881641579827,47.5106136626785,40.16209957545349
010332,01,03,32,37519,2686,3743,1147,5013,11680,4806,3515,4929,18234,12337,100.0,7.159039420027185,9.976278685466031,3.0571177270183107,13.36123030997628,31.130893680535195,12.809509848343506,9.36858658279805,13.137343745835445,48.59937631599989,32.8820064500653
010441,01,04,41,45550,2520,2844,876,6193,14182,6212,5122,7601,22468,13073,100.0,5.5323819978046105,6.243688254665203,1.9231613611416027,13.596048298572997,31.13501646542261,13.637760702524698,11.244785949506038,16.68715697036224,49.32601536772777,28.70032930845225
010442,01,04,42,57044,3415,4317,1432,9583,20403,7143,4985,5766,26556,23428,100.0,5.986606829815581,7.567842367295421,2.510342893205245,16.799312811163315,35.76712712993479,12.521912909333146,8.73886824205876,10.107986817193746,46.55353762008274,41.0700511885562
