district,forecast_area,district_region,planning_area,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
1,10,1,1,2103,567.0,45.0,56.0,88.0,31.0,69.0,104.0,29.0,13.0,19.0,30.0,78.0,3.0,31,350.0,136.0,89.0,22.0,431.0,91.0,37.0,235.0,19.0,39.0,12.0,58.0,99.0
1,10,1,2,1214,343.0,27.0,13.0,49.0,26.0,27.0,68.0,30.0,18.0,10.0,36.0,28.0,0.0,12,254.0,145.0,53.0,13.0,324.0,51.0,31.0,198.0,9.0,12.0,4.0,52.0,26.0
1,10,1,3,3182,949.0,134.0,48.0,90.0,34.0,68.0,187.0,67.0,140.0,32.0,65.0,153.0,36.0,56,440.0,200.0,93.0,51.0,966.0,329.0,85.0,362.0,62.0,84.0,35.0,88.0,153.0
1,10,1,4,3075,613.0,67.0,26.0,77.0,39.0,42.0,107.0,49.0,51.0,21.0,43.0,109.0,48.0,24,307.0,116.0,76.0,9.0,1298.0,372.0,80.0,650.0,160.0,143.0,34.0,68.0,197.0
1,10,2,5,1811,432.0,29.0,14.0,51.0,11.0,40.0,34.0,107.0,20.0,6.0,46.0,32.0,10.0,10,363.0,185.0,80.0,12.0,363.0,73.0,34.0,200.0,31.0,33.0,40.0,52.0,53.0
1,10,2,6,971,278.0,16.0,10.0,40.0,21.0,18.0,31.0,32.0,27.0,3.0,33.0,24.0,3.0,15,280.0,184.0,30.0,13.0,132.0,43.0,6.0,46.0,9.0,0.0,15.0,61.0,18.0
1,10,2,7,4506,1273.0,120.0,49.0,124.0,83.0,93.0,181.0,197.0,86.0,34.0,85.0,140.0,23.0,47,905.0,443.0,174.0,70.0,1004.0,206.0,49.0,526.0,42.0,189.0,146.0,149.0,153.0
1,10,3,8,3246,1227.0,137.0,52.0,133.0,94.0,110.0,168.0,67.0,77.0,25.0,144.0,88.0,16.0,19,419.0,193.0,70.0,24.0,494.0,125.0,64.0,158.0,11.0,31.0,42.0,221.0,64.0
1,10,3,9,5125,1817.0,261.0,67.0,319.0,141.0,161.0,215.0,98.0,61.0,41.0,281.0,177.0,27.0,53,496.0,281.0,61.0,21.0,814.0,218.0,62.0,372.0,9.0,124.0,84.0,395.0,101.0
1,10,3,10,5070,1426.0,146.0,70.0,229.0,96.0,126.0,199.0,105.0,64.0,26.0,181.0,126.0,9.0,55,577.0,263.0,107.0,40.0,1117.0,192.0,86.0,613.0,48.0,204.0,326.0,233.0,129.0
1,10,3,11,4434,866.0,77.0,46.0,110.0,18.0,107.0,139.0,115.0,41.0,13.0,54.0,250.0,47.0,54,463.0,176.0,78.0,35.0,1162.0,306.0,59.0,541.0,37.0,170.0,760.0,86.0,156.0
1,10,3,12,4652,1108.0,104.0,41.0,161.0,52.0,104.0,158.0,95.0,50.0,31.0,102.0,101.0,7.0,21,708.0,385.0,112.0,31.0,1065.0,307.0,57.0,513.0,39.0,158.0,129.0,171.0,214.0
1,10,3,13,5305,1453.0,148.0,53.0,244.0,75.0,133.0,232.0,92.0,77.0,36.0,145.0,228.0,36.0,93,491.0,196.0,113.0,46.0,1236.0,586.0,61.0,336.0,40.0,90.0,208.0,405.0,246.0
1,10,4,14,2998,876.0,82.0,21.0,125.0,100.0,101.0,130.0,45.0,80.0,21.0,92.0,101.0,34.0,22,455.0,202.0,99.0,15.0,652.0,124.0,61.0,311.0,6.0,59.0,40.0,126.0,76.0
1,10,4,15,5308,2075.0,271.0,111.0,335.0,191.0,165.0,221.0,76.0,58.0,25.0,267.0,141.0,16.0,30,538.0,227.0,100.0,34.0,688.0,146.0,50.0,327.0,9.0,92.0,73.0,389.0,92.0
1,10,4,16,5438,2228.0,332.0,125.0,362.0,178.0,207.0,218.0,69.0,79.0,47.0,343.0,120.0,18.0,27,479.0,214.0,90.0,18.0,604.0,153.0,68.0,221.0,15.0,47.0,68.0,511.0,113.0
1,20,5,17,2190,722.0,32.0,49.0,51.0,25.0,25.0,216.0,100.0,96.0,32.0,23.0,153.0,43.0,57,124.0,42.0,18.0,6.0,880.0,184.0,42.0,480.0,149.0,116.0,18.0,43.0,89.0
1,20,5,18,4397,1265.0,81.0,81.0,127.0,32.0,53.0,296.0,203.0,115.0,72.0,55.0,429.0,65.0,168,191.0,76.0,45.0,12.0,1632.0,606.0,42.0,721.0,192.0,151.0,40.0,59.0,220.0
1,20,5,19,4968,1464.0,157.0,62.0,170.0,49.0,69.0,362.0,151.0,92.0,102.0,114.0,444.0,70.0,138,269.0,118.0,44.0,7.0,1704.0,605.0,54.0,842.0,185.0,258.0,58.0,80.0,274.0
1,20,5,20,4553,1259.0,108.0,81.0,171.0,71.0,73.0,317.0,90.0,74.0,90.0,98.0,353.0,61.0,117,291.0,124.0,72.0,22.0,1483.0,727.0,64.0,448.0,127.0,71.0,61.0,98.0,299.0
1,20,5,21,3090,903.0,44.0,36.0,104.0,26.0,26.0,176.0,292.0,61.0,42.0,44.0,201.0,30.0,103,181.0,63.0,61.0,0.0,1256.0,466.0,40.0,578.0,195.0,146.0,16.0,44.0,198.0
1,20,5,22,4105,1303.0,133.0,62.0,155.0,58.0,111.0,257.0,104.0,106.0,71.0,95.0,221.0,41.0,70,388.0,149.0,113.0,29.0,1161.0,423.0,79.0,465.0,125.0,81.0,18.0,129.0,193.0
1,20,6,23,5544,1549.0,183.0,63.0,199.0,79.0,92.0,321.0,141.0,121.0,63.0,112.0,290.0,67.0,77,358.0,157.0,69.0,16.0,2119.0,996.0,96.0,708.0,147.0,194.0,34.0,128.0,317.0
1,20,6,24,4267,909.0,42.0,60.0,153.0,65.0,71.0,147.0,52.0,54.0,25.0,101.0,128.0,12.0,43,487.0,242.0,110.0,36.0,1289.0,586.0,89.0,444.0,90.0,64.0,39.0,93.0,277.0
1,20,6,25,4137,929.0,53.0,66.0,73.0,15.0,51.0,223.0,175.0,50.0,71.0,35.0,346.0,95.0,104,275.0,107.0,64.0,23.0,1849.0,973.0,36.0,652.0,218.0,165.0,17.0,26.0,420.0
1,20,6,26,2522,855.0,83.0,59.0,98.0,21.0,43.0,220.0,55.0,68.0,17.0,64.0,100.0,7.0,43,277.0,118.0,52.0,16.0,675.0,230.0,67.0,266.0,60.0,47.0,18.0,87.0,94.0
