district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,10,1,1,3406,161.0,176.0,28.0,422.0,1144.0,356.0,404.0,715.0,1647.0,1418.0
1,10,1,2,1816,80.0,99.0,27.0,172.0,692.0,222.0,268.0,256.0,822.0,903.0
1,10,1,3,5333,268.0,317.0,115.0,629.0,1679.0,619.0,741.0,965.0,2459.0,1940.0
1,10,1,4,4694,248.0,381.0,115.0,803.0,1667.0,580.0,506.0,394.0,2140.0,1835.0
1,10,2,5,2784,119.0,149.0,36.0,363.0,1018.0,301.0,339.0,459.0,1323.0,1344.0
1,10,2,6,1806,98.0,96.0,32.0,158.0,629.0,273.0,263.0,257.0,861.0,663.0
1,10,2,7,8481,479.0,482.0,149.0,723.0,3057.0,1007.0,990.0,1594.0,4144.0,2952.0
1,10,3,8,7113,422.0,442.0,98.0,676.0,3019.0,1044.0,702.0,710.0,3462.0,2306.0
1,10,3,9,12307,673.0,893.0,326.0,1145.0,4538.0,2148.0,1544.0,1040.0,6001.0,3330.0
1,10,3,10,10045,496.0,544.0,147.0,1107.0,3991.0,1236.0,1024.0,1500.0,4758.0,3634.0
1,10,3,11,9205,504.0,638.0,172.0,1018.0,2640.0,882.0,930.0,2421.0,4768.0,2909.0
1,10,3,12,9877,580.0,548.0,127.0,873.0,3766.0,1046.0,1054.0,1883.0,4806.0,3093.0
1,10,3,13,11047,621.0,597.0,152.0,1543.0,3958.0,1313.0,1213.0,1650.0,5424.0,3639.0
1,10,4,14,5393,530.0,405.0,80.0,467.0,2774.0,576.0,313.0,248.0,2640.0,2241.0
1,10,4,15,12833,735.0,1075.0,300.0,1234.0,5073.0,2276.0,1344.0,796.0,6390.0,3544.0
1,10,4,16,13290,912.0,1141.0,276.0,1020.0,5519.0,2410.0,1174.0,838.0,6612.0,3573.0
1,20,5,17,3733,227.0,268.0,110.0,500.0,1504.0,398.0,415.0,311.0,1701.0,1528.0
1,20,5,18,6897,345.0,430.0,127.0,1221.0,2733.0,730.0,692.0,619.0,3148.0,3037.0
1,20,5,19,9080,460.0,612.0,194.0,1267.0,3420.0,1056.0,969.0,1102.0,4240.0,3369.0
1,20,5,20,9421,492.0,562.0,166.0,1230.0,3471.0,1070.0,1226.0,1204.0,4446.0,2766.0
1,20,5,21,5192,287.0,378.0,133.0,785.0,1850.0,619.0,573.0,567.0,2347.0,1951.0
1,20,5,22,11351,557.0,667.0,229.0,1238.0,3483.0,1393.0,1681.0,2103.0,5759.0,2307.0
1,20,6,23,10766,590.0,737.0,193.0,1525.0,4309.0,1250.0,1139.0,1023.0,5065.0,3385.0
1,20,6,24,6111,489.0,375.0,76.0,810.0,3307.0,497.0,297.0,260.0,2853.0,2985.0
1,20,6,25,6877,402.0,598.0,200.0,887.0,2203.0,833.0,713.0,1041.0,3357.0,2331.0
1,20,6,26,5840,288.0,359.0,99.0,608.0,1962.0,761.0,745.0,1018.0,2861.0,1518.0
1,20,6,27,3219,228.0,354.0,127.0,382.0,882.0,343.0,365.0,538.0,1591.0,1049.0
1,20,6,28,3252,174.0,170.0,72.0,311.0,1177.0,457.0,414.0,477.0,1523.0,770.0
1,20,6,29,5926,225.0,244.0,81.0,981.0,1801.0,622.0,702.0,1270.0,2876.0,2029.0
1,30,7,30,7917,560.0,834.0,261.0,1209.0,2589.0,929.0,773.0,762.0,3723.0,3722.0
1,30,7,31,8558,563.0,752.0,242.0,1215.0,2913.0,998.0,903.0,972.0,4102.0,3235.0
1,30,7,32,9758,711.0,922.0,307.0,1309.0,3428.0,1158.0,949.0,974.0,4702.0,3888.0
1,30,7,33,11486,691.0,1052.0,310.0,1550.0,4052.0,1421.0,1146.0,1264.0,5536.0,4382.0
1,30,8,34,14323,1104.0,1630.0,510.0,1728.0,4400.0,1703.0,1482.0,1766.0,7170.0,4422.0
1,30,8,35,10590,646.0,965.0,272.0,1538.0,2984.0,1201.0,1235.0,1749.0,5343.0,3330.0
1,30,8,36,14727,907.0,1286.0,442.0,2255.0,5210.0,1768.0,1397.0,1462.0,6914.0,5888.0
1,40,9,37,10614,575.0,679.0,230.0,1159.0,3364.0,1300.0,1474.0,1833.0,5197.0,3159.0
1,40,9,38,9666,516.0,656.0,223.0,1196.0,3643.0,1054.0,1060.0,1318.0,4616.0,3291.0
1,40,9,39,5952,375.0,385.0,112.0,754.0,2206.0,679.0,661.0,780.0,2915.0,2196.0
1,40,9,40,6773,440.0,486.0,124.0,599.0,1765.0,790.0,950.0,1619.0,3608.0,1148.0
1,40,9,41,3783,199.0,212.0,63.0,342.0,907.0,398.0,472.0,1190.0,1993.0,972.0
1,40,9,42,8662,475.0,516.0,176.0,1351.0,3321.0,1011.0,974.0,838.0,4223.0,3214.0
1,40,10,43,7671,422.0,635.0,253.0,1216.0,2401.0,935.0,856.0,953.0,3680.0,3157.0
1,40,10,44,10110,659.0,897.0,262.0,1342.0,3843.0,1189.0,969.0,949.0,4772.0,4449.0
1,40,10,45,5539,370.0,532.0,169.0,840.0,1979.0,666.0,532.0,451.0,2613.0,2468.0
1,40,10,46,8737,493.0,482.0,150.0,1287.0,3664.0,953.0,941.0,767.0,4084.0,2789.0
1,40,10,47,7829,435.0,540.0,179.0,1468.0,3221.0,815.0,629.0,542.0,3606.0,3942.0
1,40,10,48,9263,459.0,612.0,206.0,1464.0,3603.0,1055.0,998.0,866.0,4350.0,3608.0
1,40,10,49,6639,370.0,495.0,155.0,716.0,2160.0,751.0,773.0,1219.0,3265.0,2733.0
2,10,1,1,6216,366.0,512.0,171.0,811.0,2324.0,790.0,656.0,586.0,2910.0,2532.0
2,10,1,2,8637,545.0,837.0,305.0,1198.0,2629.0,1063.0,927.0,1133.0,4257.0,3071.0
2,10,1,3,5379,363.0,527.0,179.0,619.0,1719.0,694.0,628.0,650.0,2689.0,1685.0
2,10,1,4,5627,357.0,544.0,182.0,743.0,1625.0,793.0,708.0,675.0,2784.0,2121.0
2,10,1,5,9495,572.0,909.0,298.0,1149.0,2897.0,1267.0,1097.0,1306.0,4739.0,3280.0
2,10,1,6,4993,254.0,484.0,175.0,613.0,1468.0,685.0,663.0,651.0,2471.0,1622.0
2,20,2,7,2242,198.0,223.0,36.0,132.0,902.0,211.0,214.0,326.0,1114.0,532.0
2,20,2,8,5853,324.0,455.0,174.0,626.0,1957.0,787.0,814.0,716.0,2855.0,1643.0
2,20,2,9,10845,714.0,815.0,213.0,890.0,4008.0,1583.0,1376.0,1246.0,5298.0,2680.0
2,20,2,10,12225,702.0,808.0,249.0,1199.0,4587.0,1696.0,1644.0,1340.0,5928.0,3342.0
2,20,2,11,14689,818.0,895.0,312.0,1461.0,4907.0,2162.0,2328.0,1806.0,7297.0,3676.0
2,20,2,12,8537,547.0,755.0,224.0,832.0,2955.0,1206.0,1121.0,897.0,4242.0,2307.0
2,20,2,13,10142,535.0,708.0,202.0,866.0,3959.0,1429.0,1299.0,1144.0,5042.0,2966.0
2,30,3,14,7479,336.0,533.0,204.0,740.0,2454.0,1178.0,1076.0,958.0,3507.0,2738.0
2,30,3,15,8530,450.0,667.0,236.0,916.0,2888.0,1283.0,1171.0,919.0,4124.0,2892.0
2,30,3,16,4215,194.0,290.0,86.0,368.0,1508.0,612.0,582.0,575.0,2048.0,1248.0
2,30,4,17,8242,417.0,647.0,188.0,800.0,3192.0,1184.0,948.0,866.0,3934.0,2811.0
2,30,4,18,7653,406.0,516.0,137.0,650.0,2969.0,1215.0,967.0,793.0,3699.0,2282.0
2,30,4,19,10710,574.0,654.0,213.0,1097.0,4345.0,1580.0,1272.0,975.0,5107.0,3580.0
2,40,5,20,5673,317.0,387.0,119.0,458.0,1417.0,577.0,745.0,1653.0,2945.0,1209.0
2,40,5,21,7867,488.0,529.0,136.0,738.0,3079.0,842.0,790.0,1265.0,3990.0,1740.0
2,40,5,22,11223,772.0,747.0,164.0,882.0,4899.0,1430.0,996.0,1333.0,5616.0,2203.0
2,40,6,23,13383,877.0,846.0,247.0,1535.0,4807.0,1307.0,1267.0,2497.0,6712.0,4199.0
2,40,6,24,11459,553.0,679.0,182.0,1439.0,4750.0,1486.0,1091.0,1279.0,5400.0,2947.0
2,40,6,25,1093,43.0,98.0,33.0,130.0,635.0,73.0,55.0,26.0,497.0,653.0
2,50,7,26,9247,557.0,577.0,140.0,874.0,4804.0,1111.0,685.0,499.0,4348.0,2471.0
