id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01100101,3406,2103,1988,1303,685,1418,3406,161,176,28,422,1144,356,404,715,1647,1418,2103,128,154,25,306,870,240,193,187,1025,1418,2103,567,45,56,88,31,69,104,29,13,19,30,78,3,31,350,136,89,22,431,91,37,235,19,39,12,58,99
01100102,1816,1214,913,602,311,903,1816,80,99,27,172,692,222,268,256,822,903,1214,64,92,21,130,553,140,126,88,571,903,1214,343,27,13,49,26,27,68,30,18,10,36,28,0,12,254,145,53,13,324,51,31,198,9,12,4,52,26
01100103,5333,3182,3393,2151,1242,1940,5333,268,317,115,629,1679,619,741,965,2459,1940,3182,217,250,100,393,1132,370,322,398,1497,1940,3182,949,134,48,90,34,68,187,67,140,32,65,153,36,56,440,200,93,51,966,329,85,362,62,84,35,88,153
01100104,4694,3075,2859,1619,1240,1835,4694,248,381,115,803,1667,580,506,394,2140,1835,3075,189,313,97,540,1135,353,245,203,1421,1835,3075,613,67,26,77,39,42,107,49,51,21,43,109,48,24,307,116,76,9,1298,372,80,650,160,143,34,68,197
01100205,2784,1811,1440,973,467,1344,2784,119,149,36,363,1018,301,339,459,1323,1344,1811,100,143,27,257,817,191,128,148,854,1344,1811,432,29,14,51,11,40,34,107,20,6,46,32,10,10,363,185,80,12,363,73,34,200,31,33,40,52,53
01100206,1806,971,1143,835,308,663,1806,98,96,32,158,629,273,263,257,861,663,971,82,81,25,73,435,137,79,59,487,663,971,278,16,10,40,21,18,31,32,27,3,33,24,3,15,280,184,30,13,132,43,6,46,9,0,15,61,18
01100207,8481,4506,5529,3975,1554,2952,8481,479,482,149,723,3057,1007,990,1594,4144,2952,4506,374,386,128,450,1954,507,343,364,2246,2952,4506,1273,120,49,124,83,93,181,197,86,34,85,140,23,47,905,443,174,70,1004,206,49,526,42,189,146,149,153
01100308,7113,3246,4807,3867,940,2306,7113,422,442,98,676,3019,1044,702,710,3462,2306,3246,246,232,54,337,1691,367,176,143,1611,2306,3246,1227,137,52,133,94,110,168,67,77,25,144,88,16,19,419,193,70,24,494,125,64,158,11,31,42,221,64
01100309,12307,5125,8977,7182,1795,3330,12307,673,893,326,1145,4538,2148,1544,1040,6001,3330,5125,398,460,159,499,2369,714,340,186,2538,3330,5125,1817,261,67,319,141,161,215,98,61,41,281,177,27,53,496,281,61,21,814,218,62,372,9,124,84,395,101
01100310,10045,5070,6411,4975,1436,3634,10045,496,544,147,1107,3991,1236,1024,1500,4758,3634,5070,373,379,95,643,2495,536,339,210,2381,3634,5070,1426,146,70,229,96,126,199,105,64,26,181,126,9,55,577,263,107,40,1117,192,86,613,48,204,326,233,129
