district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,10,1,1,2103,128.0,154.0,25.0,306.0,870.0,240.0,193.0,187.0,1025.0,1418.0
1,10,1,2,1214,64.0,92.0,21.0,130.0,553.0,140.0,126.0,88.0,571.0,903.0
1,10,1,3,3182,217.0,250.0,100.0,393.0,1132.0,370.0,322.0,398.0,1497.0,1940.0
1,10,1,4,3075,189.0,313.0,97.0,540.0,1135.0,353.0,245.0,203.0,1421.0,1835.0
1,10,2,5,1811,100.0,143.0,27.0,257.0,817.0,191.0,128.0,148.0,854.0,1344.0
1,10,2,6,971,82.0,81.0,25.0,73.0,435.0,137.0,79.0,59.0,487.0,663.0
1,10,2,7,4506,374.0,386.0,128.0,450.0,1954.0,507.0,343.0,364.0,2246.0,2952.0
1,10,3,8,3246,246.0,232.0,54.0,337.0,1691.0,367.0,176.0,143.0,1611.0,2306.0
1,10,3,9,5125,398.0,460.0,159.0,499.0,2369.0,714.0,340.0,186.0,2538.0,3330.0
1,10,3,10,5070,373.0,379.0,95.0,643.0,2495.0,536.0,339.0,210.0,2381.0,3634.0
1,10,3,11,4434,398.0,492.0,124.0,689.0,1672.0,468.0,288.0,303.0,2219.0,2909.0
1,10,3,12,4652,429.0,375.0,88.0,457.0,2279.0,490.0,290.0,244.0,2188.0,3093.0
1,10,3,13,5305,401.0,364.0,101.0,1153.0,2222.0,527.0,299.0,238.0,2621.0,3639.0
1,10,4,14,2998,351.0,299.0,56.0,251.0,1649.0,249.0,86.0,57.0,1519.0,2241.0
1,10,4,15,5308,389.0,513.0,131.0,568.0,2609.0,709.0,264.0,125.0,2682.0,3544.0
1,10,4,16,5438,501.0,531.0,115.0,475.0,2758.0,675.0,238.0,145.0,2768.0,3573.0
1,20,5,17,2190,179.0,238.0,89.0,257.0,862.0,226.0,196.0,143.0,1002.0,1528.0
1,20,5,18,4397,274.0,385.0,114.0,703.0,1684.0,540.0,375.0,322.0,1990.0,3037.0
1,20,5,19,4968,307.0,446.0,151.0,644.0,1887.0,651.0,429.0,453.0,2289.0,3369.0
1,20,5,20,4553,284.0,387.0,130.0,612.0,1630.0,577.0,511.0,422.0,2124.0,2766.0
1,20,5,21,3090,220.0,309.0,111.0,468.0,1039.0,411.0,280.0,252.0,1387.0,1951.0
1,20,5,22,4105,289.0,334.0,127.0,474.0,1570.0,491.0,371.0,449.0,2053.0,2307.0
1,20,6,23,5544,374.0,517.0,159.0,768.0,2159.0,692.0,479.0,396.0,2634.0,3385.0
1,20,6,24,4267,386.0,329.0,72.0,532.0,2337.0,326.0,147.0,138.0,2028.0,2985.0
1,20,6,25,4137,316.0,497.0,170.0,472.0,1290.0,562.0,362.0,468.0,2016.0,2331.0
1,20,6,26,2522,146.0,206.0,57.0,270.0,1022.0,351.0,225.0,245.0,1188.0,1518.0
1,20,6,27,2081,197.0,290.0,109.0,209.0,609.0,253.0,198.0,216.0,1026.0,1049.0
1,20,6,28,1424,125.0,113.0,45.0,132.0,613.0,174.0,124.0,98.0,689.0,770.0
1,20,6,29,2904,139.0,160.0,48.0,670.0,1176.0,276.0,195.0,240.0,1380.0,2029.0
1,30,7,30,5702,509.0,743.0,230.0,750.0,1797.0,731.0,492.0,450.0,2688.0,3722.0
1,30,7,31,5039,442.0,634.0,201.0,632.0,1686.0,638.0,478.0,328.0,2354.0,3235.0
1,30,7,32,6125,567.0,784.0,280.0,808.0,2067.0,730.0,477.0,412.0,2908.0,3888.0
1,30,7,33,7142,520.0,886.0,285.0,900.0,2393.0,997.0,601.0,560.0,3443.0,4382.0
1,30,8,34,9633,902.0,1441.0,462.0,948.0,2936.0,1206.0,872.0,866.0,4815.0,4422.0
1,30,8,35,6403,511.0,823.0,231.0,1022.0,1900.0,768.0,611.0,537.0,3163.0,3330.0
1,30,8,36,9585,713.0,1163.0,394.0,1330.0,3309.0,1251.0,767.0,658.0,4522.0,5888.0
1,40,9,37,5234,430.0,479.0,166.0,510.0,1909.0,708.0,528.0,504.0,2522.0,3159.0
1,40,9,38,5133,366.0,500.0,177.0,638.0,1989.0,614.0,452.0,397.0,2388.0,3291.0
1,40,9,39,3153,273.0,290.0,90.0,402.0,1198.0,407.0,281.0,212.0,1451.0,2196.0
1,40,9,40,2541,300.0,296.0,76.0,235.0,856.0,334.0,199.0,245.0,1307.0,1148.0
1,40,9,41,1753,163.0,173.0,53.0,186.0,582.0,214.0,196.0,186.0,846.0,972.0
1,40,9,42,4717,326.0,417.0,146.0,761.0,1739.0,605.0,432.0,291.0,2274.0,3214.0
1,40,10,43,5184,326.0,571.0,232.0,785.0,1495.0,732.0,580.0,463.0,2483.0,3157.0
1,40,10,44,6884,543.0,804.0,241.0,807.0,2485.0,917.0,596.0,491.0,3202.0,4449.0
1,40,10,45,4014,321.0,488.0,154.0,541.0,1347.0,530.0,363.0,270.0,1904.0,2468.0
1,40,10,46,4390,310.0,363.0,117.0,676.0,1768.0,505.0,374.0,277.0,2011.0,2789.0
1,40,10,47,5449,335.0,469.0,158.0,1100.0,2146.0,589.0,371.0,281.0,2448.0,3942.0
1,40,10,48,5587,330.0,512.0,175.0,871.0,2036.0,696.0,531.0,436.0,2601.0,3608.0
1,40,10,49,4028,289.0,416.0,134.0,440.0,1314.0,551.0,407.0,477.0,1926.0,2733.0
2,10,1,1,4364,317.0,453.0,165.0,486.0,1667.0,584.0,411.0,281.0,2108.0,2532.0
2,10,1,2,6138,471.0,782.0,292.0,706.0,1905.0,830.0,590.0,562.0,3079.0,3071.0
2,10,1,3,3418,288.0,451.0,154.0,322.0,1061.0,494.0,350.0,298.0,1678.0,1685.0
2,10,1,4,3891,316.0,489.0,164.0,420.0,1178.0,582.0,415.0,327.0,1919.0,2121.0
2,10,1,5,6779,513.0,823.0,277.0,665.0,2162.0,982.0,686.0,671.0,3339.0,3280.0
2,10,1,6,3263,211.0,401.0,154.0,369.0,986.0,475.0,354.0,313.0,1570.0,1622.0
2,20,2,7,922,102.0,127.0,23.0,63.0,428.0,78.0,41.0,60.0,417.0,532.0
2,20,2,8,2610,179.0,237.0,101.0,286.0,968.0,316.0,268.0,255.0,1254.0,1643.0
2,20,2,9,4476,382.0,410.0,105.0,426.0,1843.0,648.0,372.0,290.0,2149.0,2680.0
2,20,2,10,5373,375.0,424.0,128.0,566.0,2247.0,705.0,474.0,454.0,2573.0,3342.0
2,20,2,11,6228,427.0,458.0,184.0,700.0,2327.0,924.0,661.0,547.0,3072.0,3676.0
2,20,2,12,4338,318.0,490.0,163.0,452.0,1574.0,619.0,401.0,321.0,2105.0,2307.0
2,20,2,13,4652,279.0,403.0,133.0,446.0,2053.0,601.0,365.0,372.0,2287.0,2966.0
2,30,3,14,4574,232.0,394.0,159.0,449.0,1478.0,728.0,534.0,600.0,2177.0,2738.0
2,30,3,15,4888,311.0,446.0,184.0,518.0,1715.0,721.0,495.0,498.0,2335.0,2892.0
2,30,3,16,2089,106.0,177.0,67.0,169.0,798.0,311.0,218.0,243.0,1023.0,1248.0
2,30,4,17,4561,253.0,436.0,143.0,493.0,1795.0,622.0,389.0,430.0,2164.0,2811.0
2,30,4,18,3680,217.0,281.0,87.0,333.0,1572.0,541.0,317.0,332.0,1786.0,2282.0
2,30,4,19,5541,319.0,382.0,155.0,584.0,2337.0,786.0,486.0,492.0,2626.0,3580.0
2,40,5,20,2020,237.0,220.0,75.0,221.0,755.0,208.0,153.0,151.0,1028.0,1209.0
2,40,5,21,2794,259.0,283.0,78.0,300.0,1319.0,267.0,151.0,137.0,1379.0,1740.0
2,40,5,22,3457,365.0,295.0,62.0,324.0,1791.0,313.0,157.0,150.0,1736.0,2203.0
2,40,6,23,6435,646.0,587.0,162.0,1014.0,2759.0,568.0,356.0,343.0,3132.0,4199.0
2,40,6,24,4056,237.0,227.0,56.0,922.0,2000.0,319.0,147.0,148.0,1850.0,2947.0
2,40,6,25,754,37.0,95.0,30.0,79.0,435.0,48.0,30.0,0.0,353.0,653.0
2,50,7,26,3512,256.0,277.0,67.0,380.0,2035.0,267.0,156.0,74.0,1685.0,2471.0
2,50,7,27,2447,237.0,182.0,50.0,263.0,1312.0,233.0,73.0,97.0,1201.0,1683.0
2,50,7,28,3410,302.0,226.0,61.0,330.0,1988.0,308.0,127.0,68.0,1692.0,2394.0
2,50,7,29,1914,184.0,170.0,27.0,205.0,1031.0,161.0,76.0,60.0,926.0,1233.0
2,50,8,30,1572,126.0,94.0,25.0,209.0,877.0,155.0,52.0,34.0,780.0,1105.0
2,50,8,31,3079,260.0,241.0,54.0,363.0,1639.0,297.0,173.0,52.0,1493.0,2175.0
2,50,8,32,3915,409.0,309.0,64.0,426.0,2229.0,297.0,111.0,70.0,1873.0,2786.0
2,50,8,33,3951,307.0,160.0,35.0,476.0,2442.0,316.0,158.0,57.0,1878.0,2971.0
2,50,8,34,4112,343.0,266.0,52.0,524.0,2380.0,378.0,107.0,62.0,1963.0,2848.0
2,50,8,35,3235,282.0,213.0,24.0,406.0,1898.0,243.0,93.0,76.0,1497.0,2330.0
2,50,8,36,1170,180.0,133.0,21.0,74.0,504.0,125.0,65.0,68.0,586.0,540.0
3,10,1,1,831,102.0,98.0,22.0,81.0,346.0,87.0,36.0,59.0,344.0,520.0
3,10,1,2,885,113.0,101.0,25.0,130.0,348.0,74.0,39.0,55.0,418.0,669.0
