district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3384,178.0,120.0,38.0,493.0,1086.0,359.0,383.0,727.0,1633.0,1417.0
1,1,11,2,196,3.0,3.0,3.0,30.0,58.0,39.0,38.0,22.0,69.0,67.0
1,1,11,3,5038,243.0,325.0,109.0,589.0,1459.0,645.0,742.0,926.0,2340.0,1751.0
1,1,11,4,4759,261.0,394.0,143.0,851.0,1689.0,601.0,457.0,363.0,2133.0,1901.0
1,1,11,5,1421,83.0,87.0,15.0,132.0,475.0,226.0,180.0,223.0,650.0,654.0
1,1,12,1,2405,119.0,149.0,59.0,299.0,714.0,320.0,364.0,381.0,1138.0,986.0
1,1,12,2,632,27.0,27.0,24.0,39.0,220.0,105.0,90.0,100.0,286.0,231.0
1,1,12,3,1115,59.0,53.0,12.0,101.0,391.0,191.0,139.0,169.0,521.0,408.0
1,1,12,4,8279,478.0,411.0,105.0,740.0,2861.0,1093.0,959.0,1632.0,4068.0,2757.0
1,1,13,1,6919,464.0,403.0,85.0,630.0,3062.0,1017.0,607.0,651.0,3332.0,2113.0
1,1,13,2,12572,685.0,981.0,306.0,1080.0,4907.0,2360.0,1238.0,1015.0,6073.0,3429.0
1,1,13,3,9999,464.0,493.0,88.0,1210.0,3997.0,1236.0,987.0,1524.0,4690.0,3493.0
1,1,13,4,8761,471.0,542.0,159.0,823.0,2289.0,901.0,993.0,2583.0,4649.0,2288.0
1,1,13,5,8243,414.0,386.0,111.0,713.0,2735.0,1047.0,926.0,1911.0,4058.0,2162.0
1,1,13,6,10607,610.0,511.0,129.0,1474.0,3779.0,1364.0,1154.0,1586.0,5228.0,3168.0
1,1,14,1,17948,1264.0,1424.0,312.0,1700.0,8017.0,2863.0,1366.0,1002.0,8760.0,5667.0
1,1,14,2,13645,1011.0,1116.0,188.0,1053.0,6274.0,2330.0,900.0,773.0,6762.0,3776.0
1,2,21,1,3557,182.0,208.0,48.0,624.0,1368.0,430.0,386.0,311.0,1590.0,1343.0
1,2,21,2,6709,347.0,407.0,142.0,1252.0,2508.0,827.0,621.0,605.0,3088.0,2881.0
1,2,21,3,272,22.0,42.0,15.0,28.0,82.0,42.0,18.0,23.0,123.0,153.0
1,2,21,4,18974,1017.0,1162.0,339.0,2807.0,6959.0,2361.0,2153.0,2176.0,8933.0,6219.0
1,2,21,5,5426,325.0,389.0,117.0,863.0,1964.0,647.0,563.0,558.0,2547.0,2069.0
1,2,21,6,11421,564.0,700.0,223.0,1282.0,3418.0,1634.0,1656.0,1944.0,5779.0,2329.0
1,2,22,1,11027,665.0,665.0,206.0,1704.0,4429.0,1359.0,1027.0,972.0,5158.0,3459.0
1,2,22,2,2495,195.0,198.0,54.0,394.0,973.0,310.0,173.0,198.0,1198.0,873.0
1,2,22,3,7083,472.0,665.0,157.0,1015.0,2226.0,857.0,678.0,1013.0,3498.0,2386.0
1,2,22,4,6236,307.0,358.0,92.0,744.0,2148.0,860.0,725.0,1002.0,2941.0,1774.0
1,2,22,5,3349,262.0,347.0,109.0,436.0,864.0,388.0,407.0,536.0,1636.0,1127.0
1,2,22,6,3044,154.0,195.0,65.0,336.0,958.0,482.0,381.0,473.0,1441.0,676.0
1,2,22,7,5771,202.0,228.0,96.0,1076.0,1567.0,703.0,646.0,1253.0,2801.0,1953.0
1,3,31,1,27088,1985.0,2540.0,766.0,4090.0,9190.0,3356.0,2461.0,2700.0,12785.0,11364.0
1,3,31,2,12063,823.0,1037.0,323.0,1918.0,4137.0,1556.0,1048.0,1221.0,5782.0,4698.0
1,3,32,1,13919,1103.0,1604.0,482.0,1713.0,4291.0,1717.0,1346.0,1663.0,6939.0,4293.0
1,3,32,2,10273,695.0,913.0,265.0,1238.0,3001.0,1208.0,1147.0,1806.0,5184.0,2946.0
1,3,32,3,14684,1003.0,1286.0,439.0,2380.0,5026.0,1794.0,1291.0,1465.0,6815.0,5926.0
1,4,41,1,21023,1167.0,1359.0,407.0,2900.0,6903.0,2720.0,2475.0,3092.0,10131.0,6637.0
1,4,41,2,16630,997.0,1029.0,282.0,1779.0,4798.0,2004.0,2024.0,3717.0,8559.0,4042.0
1,4,41,3,8684,474.0,524.0,183.0,1351.0,3353.0,1103.0,932.0,764.0,4107.0,3242.0
