id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01011101,3384,2054,1967,1330,637,1417,3384,178,120,38,493,1086,359,383,727,1633,1417,2054,154,114,35,381,816,197,171,186,991,1417,2054,628,60,68,78,21,87,28,109,22,16,29,86,16,22,327,118,73,27,466,107,51,241,9,43,15,47,78
01011102,196,76,129,120,9,67,196,3,3,3,30,58,39,38,22,69,67,76,3,0,3,12,37,18,0,3,21,67,76,42,0,0,6,3,3,6,12,0,3,6,6,0,0,6,3,0,0,3,0,0,0,0,0,3,6,3
01011103,5038,2885,3287,2153,1134,1751,5038,243,325,109,589,1459,645,742,926,2340,1751,2885,189,272,96,361,946,340,346,335,1368,1751,2885,962,148,33,93,21,41,50,209,84,104,31,156,19,75,441,174,98,40,890,310,56,364,58,96,33,54,122
01011104,4759,3110,2858,1649,1209,1901,4759,261,394,143,851,1689,601,457,363,2133,1901,3110,182,324,118,617,1113,341,227,188,1413,1901,3110,736,109,47,78,36,54,45,122,46,25,21,121,51,25,283,117,62,6,1345,410,63,676,193,119,24,45,205
01011105,1421,899,767,522,245,654,1421,83,87,15,132,475,226,180,223,650,654,899,71,72,12,98,352,140,84,70,426,654,899,247,21,12,22,19,19,16,65,3,12,3,9,0,0,195,118,31,13,288,40,6,198,3,13,0,37,34
01011201,2405,1438,1419,967,452,986,2405,119,149,59,299,714,320,364,381,1138,986,1438,105,126,43,220,518,156,147,123,671,986,1438,402,33,12,36,16,34,18,34,99,39,10,47,7,21,356,163,89,16,317,50,25,186,27,9,38,39,41
01011202,632,303,401,329,72,231,632,27,27,24,39,220,105,90,100,286,231,303,21,24,18,21,143,40,18,18,149,231,303,134,18,3,15,18,7,9,6,0,19,0,7,4,3,36,18,9,0,24,3,3,9,0,0,0,27,3
01011203,1115,593,707,522,185,408,1115,59,53,12,101,391,191,139,169,521,408,593,44,44,9,57,248,95,54,42,284,408,593,197,6,16,19,12,9,17,19,24,12,0,6,0,6,217,141,21,0,65,21,6,16,3,0,15,29,11
01011204,8279,4152,5522,4127,1395,2757,8279,478,411,105,740,2861,1093,959,1632,4068,2757,4152,363,351,75,486,1733,510,333,301,2093,2757,4152,1331,117,58,94,65,83,92,196,221,61,24,128,12,52,836,453,157,30,862,198,41,469,29,151,169,126,119
01011301,6919,2964,4806,3955,851,2113,6919,464,403,85,630,3062,1017,607,651,3332,2113,2964,251,190,47,316,1557,342,139,122,1439,2113,2964,1292,150,31,115,112,108,104,181,53,68,30,80,16,12,403,208,58,34,433,95,49,171,0,43,25,163,56
