district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,1,11,1,3384,100.0,2054.0,60.7,1967.0,58.1,1330.0,39.3,637.0,18.8,1417.0,41.9
1,1,11,2,196,100.0,76.0,38.8,129.0,65.8,120.0,61.2,9.0,4.6,67.0,34.2
1,1,11,3,5038,100.0,2885.0,57.3,3287.0,65.2,2153.0,42.7,1134.0,22.5,1751.0,34.8
1,1,11,4,4759,100.0,3110.0,65.3,2858.0,60.1,1649.0,34.7,1209.0,25.4,1901.0,39.9
1,1,11,5,1421,100.0,899.0,63.3,767.0,54.0,522.0,36.7,245.0,17.2,654.0,46.0
1,1,12,1,2405,100.0,1438.0,59.8,1419.0,59.0,967.0,40.2,452.0,18.8,986.0,41.0
1,1,12,2,632,100.0,303.0,47.9,401.0,63.4,329.0,52.1,72.0,11.4,231.0,36.6
1,1,12,3,1115,100.0,593.0,53.2,707.0,63.4,522.0,46.8,185.0,16.6,408.0,36.6
1,1,12,4,8279,100.0,4152.0,50.2,5522.0,66.7,4127.0,49.8,1395.0,16.8,2757.0,33.3
1,1,13,1,6919,100.0,2964.0,42.8,4806.0,69.5,3955.0,57.2,851.0,12.3,2113.0,30.5
1,1,13,2,12572,100.0,5040.0,40.1,9143.0,72.7,7532.0,59.9,1611.0,12.8,3429.0,27.3
1,1,13,3,9999,100.0,4764.0,47.6,6506.0,65.1,5235.0,52.4,1271.0,12.7,3493.0,34.9
1,1,13,4,8761,100.0,3644.0,41.6,6473.0,73.9,5117.0,58.4,1356.0,15.5,2288.0,26.1
1,1,13,5,8243,100.0,3254.0,39.5,6081.0,73.8,4989.0,60.5,1092.0,13.2,2162.0,26.2
1,1,13,6,10607,100.0,4651.0,43.8,7439.0,70.1,5956.0,56.2,1483.0,14.0,3168.0,29.9
1,1,14,1,17948,100.0,7792.0,43.4,12281.0,68.4,10156.0,56.6,2125.0,11.8,5667.0,31.6
1,1,14,2,13645,100.0,5493.0,40.3,9869.0,72.3,8152.0,59.7,1717.0,12.6,3776.0,27.7
1,2,21,1,3557,100.0,1915.0,53.8,2214.0,62.2,1642.0,46.2,572.0,16.1,1343.0,37.8
1,2,21,2,6709,100.0,4139.0,61.7,3828.0,57.1,2570.0,38.3,1258.0,18.8,2881.0,42.9
1,2,21,3,272,100.0,213.0,78.3,119.0,43.8,59.0,21.7,60.0,22.1,153.0,56.3
1,2,21,4,18974,100.0,9586.0,50.5,12755.0,67.2,9388.0,49.5,3367.0,17.7,6219.0,32.8
1,2,21,5,5426,100.0,3234.0,59.6,3357.0,61.9,2192.0,40.4,1165.0,21.5,2069.0,38.1
1,2,21,6,11421,100.0,4053.0,35.5,9092.0,79.6,7368.0,64.5,1724.0,15.1,2329.0,20.4
1,2,22,1,11027,100.0,5556.0,50.4,7568.0,68.6,5471.0,49.6,2097.0,19.0,3459.0,31.4
1,2,22,2,2495,100.0,1554.0,62.3,1622.0,65.0,941.0,37.7,681.0,27.3,873.0,35.0
1,2,22,3,7083,100.0,4225.0,59.6,4697.0,66.3,2858.0,40.4,1839.0,26.0,2386.0,33.7
1,2,22,4,6236,100.0,2780.0,44.6,4462.0,71.6,3456.0,55.4,1006.0,16.1,1774.0,28.4
1,2,22,5,3349,100.0,2121.0,63.3,2222.0,66.3,1228.0,36.7,994.0,29.7,1127.0,33.7
1,2,22,6,3044,100.0,1252.0,41.1,2368.0,77.8,1792.0,58.9,576.0,18.9,676.0,22.2
1,2,22,7,5771,100.0,2713.0,47.0,3818.0,66.2,3058.0,53.0,760.0,13.2,1953.0,33.8
1,3,31,1,27088,100.0,17200.0,63.5,15724.0,58.0,9888.0,36.5,5836.0,21.5,11364.0,42.0
1,3,31,2,12063,100.0,7462.0,61.9,7365.0,61.1,4601.0,38.1,2764.0,22.9,4698.0,38.9
1,3,32,1,13919,100.0,9338.0,67.1,9626.0,69.2,4581.0,32.9,5045.0,36.2,4293.0,30.8
1,3,32,2,10273,100.0,5946.0,57.9,7327.0,71.3,4327.0,42.1,3000.0,29.2,2946.0,28.7
1,3,32,3,14684,100.0,9428.0,64.2,8758.0,59.6,5256.0,35.8,3502.0,23.8,5926.0,40.4
1,4,41,1,21023,100.0,10358.0,49.3,14386.0,68.4,10665.0,50.7,3721.0,17.7,6637.0,31.6
1,4,41,2,16630,100.0,6815.0,41.0,12588.0,75.7,9815.0,59.0,2773.0,16.7,4042.0,24.3
1,4,41,3,8684,100.0,4656.0,53.6,5442.0,62.7,4028.0,46.4,1414.0,16.3,3242.0,37.3
1,4,42,1,24356,100.0,16713.0,68.6,13567.0,55.7,7643.0,31.4,5924.0,24.3,10789.0,44.3
1,4,42,2,17122,100.0,10105.0,59.0,10030.0,58.6,7017.0,41.0,3013.0,17.6,7092.0,41.4
1,4,42,3,16328,100.0,9793.0,60.0,9797.0,60.0,6535.0,40.0,3262.0,20.0,6531.0,40.0
2,1,1,1,6823,100.0,4940.0,72.4,3762.0,55.1,1883.0,27.6,1879.0,27.5,3061.0,44.9
2,1,1,2,13693,100.0,9349.0,68.3,9104.0,66.5,4344.0,31.7,4760.0,34.8,4589.0,33.5
2,1,1,3,15302,100.0,10806.0,70.6,9856.0,64.4,4496.0,29.4,5360.0,35.0,5446.0,35.6
2,1,1,4,5086,100.0,3315.0,65.2,3425.0,67.3,1771.0,34.8,1654.0,32.5,1661.0,32.7
2,2,2,1,1790,100.0,690.0,38.5,1406.0,78.5,1100.0,61.5,306.0,17.1,384.0,21.5
2,2,2,2,6099,100.0,2722.0,44.6,4326.0,70.9,3377.0,55.4,949.0,15.6,1773.0,29.1
2,2,2,3,11056,100.0,4412.0,39.9,8310.0,75.2,6644.0,60.1,1666.0,15.1,2746.0,24.8
2,2,2,4,12808,100.0,5537.0,43.2,9271.0,72.4,7271.0,56.8,2000.0,15.6,3537.0,27.6
