district,forecast_area,district_region,planning_area,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
1,1,11,1,2054,154.0,114.0,35.0,381.0,816.0,197.0,171.0,186.0,991.0,1417.0
1,1,11,2,76,3.0,0.0,3.0,12.0,37.0,18.0,0.0,3.0,21.0,67.0
1,1,11,3,2885,189.0,272.0,96.0,361.0,946.0,340.0,346.0,335.0,1368.0,1751.0
1,1,11,4,3110,182.0,324.0,118.0,617.0,1113.0,341.0,227.0,188.0,1413.0,1901.0
1,1,11,5,899,71.0,72.0,12.0,98.0,352.0,140.0,84.0,70.0,426.0,654.0
1,1,12,1,1438,105.0,126.0,43.0,220.0,518.0,156.0,147.0,123.0,671.0,986.0
1,1,12,2,303,21.0,24.0,18.0,21.0,143.0,40.0,18.0,18.0,149.0,231.0
1,1,12,3,593,44.0,44.0,9.0,57.0,248.0,95.0,54.0,42.0,284.0,408.0
1,1,12,4,4152,363.0,351.0,75.0,486.0,1733.0,510.0,333.0,301.0,2093.0,2757.0
1,1,13,1,2964,251.0,190.0,47.0,316.0,1557.0,342.0,139.0,122.0,1439.0,2113.0
1,1,13,2,5040,373.0,464.0,119.0,558.0,2412.0,684.0,248.0,182.0,2466.0,3429.0
1,1,13,3,4764,322.0,349.0,63.0,734.0,2338.0,492.0,258.0,208.0,2218.0,3493.0
1,1,13,4,3644,357.0,395.0,121.0,526.0,1313.0,386.0,262.0,284.0,1872.0,2288.0
1,1,13,5,3254,273.0,249.0,69.0,369.0,1427.0,445.0,207.0,215.0,1510.0,2162.0
1,1,13,6,4651,353.0,319.0,77.0,1115.0,1910.0,424.0,259.0,194.0,2308.0,3168.0
1,1,14,1,7792,695.0,702.0,164.0,893.0,4021.0,845.0,277.0,195.0,3844.0,5667.0
1,1,14,2,5493,510.0,490.0,57.0,567.0,2952.0,602.0,187.0,128.0,2753.0,3776.0
1,2,21,1,1915,128.0,179.0,34.0,301.0,740.0,246.0,154.0,133.0,837.0,1343.0
1,2,21,2,4139,282.0,343.0,114.0,724.0,1516.0,533.0,328.0,299.0,1945.0,2881.0
1,2,21,3,213,22.0,33.0,9.0,28.0,67.0,30.0,15.0,9.0,96.0,153.0
1,2,21,4,9586,662.0,874.0,240.0,1448.0,3505.0,1192.0,854.0,811.0,4406.0,6219.0
1,2,21,5,3234,241.0,337.0,108.0,492.0,1151.0,416.0,268.0,221.0,1504.0,2069.0
1,2,21,6,4053,283.0,358.0,110.0,538.0,1512.0,489.0,366.0,397.0,1998.0,2329.0
1,2,22,1,5556,427.0,500.0,153.0,826.0,2177.0,672.0,434.0,367.0,2628.0,3459.0
1,2,22,2,1554,149.0,180.0,45.0,215.0,619.0,181.0,83.0,82.0,748.0,873.0
1,2,22,3,4225,371.0,558.0,135.0,520.0,1351.0,538.0,319.0,433.0,2092.0,2386.0
1,2,22,4,2780,175.0,223.0,49.0,400.0,1163.0,343.0,221.0,206.0,1205.0,1774.0
1,2,22,5,2121,215.0,294.0,100.0,284.0,598.0,247.0,182.0,201.0,1043.0,1127.0
1,2,22,6,1252,93.0,115.0,42.0,174.0,441.0,172.0,130.0,85.0,597.0,676.0
1,2,22,7,2713,126.0,123.0,62.0,805.0,952.0,248.0,175.0,222.0,1292.0,1953.0
1,3,31,1,17200,1600.0,2181.0,657.0,2493.0,5691.0,2217.0,1279.0,1082.0,7997.0,11364.0
1,3,31,2,7462,619.0,876.0,286.0,1181.0,2454.0,973.0,550.0,523.0,3539.0,4698.0
1,3,32,1,9338,929.0,1447.0,432.0,1020.0,2859.0,1183.0,710.0,758.0,4622.0,4293.0
1,3,32,2,5946,563.0,776.0,205.0,785.0,1893.0,681.0,515.0,528.0,2955.0,2946.0
1,3,32,3,9428,807.0,1158.0,402.0,1410.0,3195.0,1187.0,666.0,603.0,4361.0,5926.0
1,4,41,1,10358,816.0,992.0,297.0,1425.0,3769.0,1350.0,936.0,773.0,4815.0,6637.0
1,4,41,2,6815,667.0,696.0,171.0,796.0,2485.0,808.0,625.0,567.0,3260.0,4042.0
1,4,41,3,4656,331.0,439.0,160.0,767.0,1742.0,602.0,336.0,279.0,2187.0,3242.0
1,4,42,1,16713,1298.0,1931.0,655.0,2386.0,5671.0,2307.0,1307.0,1158.0,7743.0,10789.0
1,4,42,2,10105,673.0,846.0,286.0,1973.0,4010.0,1134.0,705.0,478.0,4515.0,7092.0
1,4,42,3,9793,739.0,984.0,317.0,1273.0,3479.0,1304.0,835.0,862.0,4513.0,6531.0
2,1,1,1,4940,340.0,520.0,186.0,819.0,1789.0,629.0,377.0,280.0,2272.0,3061.0
2,1,1,2,9349,751.0,1272.0,421.0,1161.0,2846.0,1305.0,782.0,811.0,4661.0,4589.0
2,1,1,3,10806,931.0,1441.0,450.0,1256.0,3304.0,1634.0,869.0,921.0,5230.0,5446.0
2,1,1,4,3315,228.0,459.0,162.0,371.0,1019.0,506.0,299.0,271.0,1615.0,1661.0
2,2,2,1,690,91.0,95.0,18.0,55.0,298.0,45.0,36.0,52.0,328.0,384.0
2,2,2,2,2722,229.0,256.0,79.0,397.0,979.0,359.0,208.0,215.0,1301.0,1773.0
2,2,2,3,4412,374.0,392.0,100.0,513.0,1816.0,553.0,356.0,308.0,2137.0,2746.0
