district,forecast_area,district_region,planning_area,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners
1,1,11,1,3085,129.0,106.0,32.0,451.0,898.0,370.0,376.0,723.0,1491.0,1174.0
1,1,11,2,198,9.0,9.0,3.0,12.0,56.0,50.0,31.0,28.0,80.0,59.0
1,1,11,3,5537,266.0,407.0,123.0,726.0,1612.0,738.0,794.0,871.0,2475.0,2148.0
1,1,11,4,4622,292.0,407.0,119.0,829.0,1602.0,673.0,381.0,319.0,2092.0,1711.0
1,1,11,5,1150,65.0,59.0,31.0,110.0,325.0,217.0,169.0,174.0,526.0,472.0
1,1,12,1,2096,91.0,132.0,35.0,269.0,531.0,366.0,303.0,369.0,999.0,664.0
1,1,12,2,568,28.0,40.0,9.0,34.0,186.0,108.0,83.0,80.0,255.0,185.0
1,1,12,3,961,44.0,54.0,17.0,82.0,299.0,178.0,116.0,171.0,467.0,369.0
1,1,12,4,7021,332.0,342.0,94.0,632.0,2118.0,1044.0,893.0,1566.0,3482.0,1960.0
1,1,13,1,6333,405.0,351.0,51.0,627.0,2756.0,972.0,600.0,571.0,3055.0,1760.0
1,1,13,2,12484,696.0,1001.0,235.0,1177.0,5005.0,2340.0,1087.0,943.0,6069.0,3183.0
1,1,13,3,9143,425.0,381.0,101.0,1168.0,3451.0,1225.0,865.0,1527.0,4324.0,2732.0
1,1,13,4,8554,428.0,466.0,153.0,781.0,2086.0,971.0,931.0,2738.0,4571.0,1840.0
1,1,13,5,7479,381.0,335.0,107.0,657.0,2243.0,1028.0,761.0,1967.0,3693.0,1629.0
1,1,13,6,9156,514.0,419.0,120.0,1075.0,3098.0,1403.0,1012.0,1515.0,4490.0,2235.0
1,1,14,1,16139,1141.0,1276.0,264.0,1548.0,7285.0,2584.0,1107.0,934.0,7944.0,4414.0
1,1,14,2,13210,1041.0,992.0,176.0,1046.0,6391.0,2055.0,758.0,751.0,6569.0,3237.0
1,2,21,1,3456,191.0,160.0,60.0,688.0,1240.0,479.0,330.0,308.0,1552.0,1201.0
1,2,21,2,6303,336.0,380.0,155.0,1088.0,2277.0,876.0,622.0,569.0,2867.0,2524.0
1,2,21,3,259,18.0,41.0,13.0,20.0,92.0,33.0,19.0,23.0,108.0,131.0
1,2,21,4,18375,923.0,1137.0,325.0,2891.0,6448.0,2539.0,2086.0,2026.0,8637.0,5595.0
1,2,21,5,5281,314.0,388.0,110.0,903.0,1852.0,654.0,516.0,544.0,2510.0,1874.0
1,2,21,6,11811,644.0,770.0,273.0,1346.0,3466.0,1900.0,1549.0,1863.0,5921.0,2559.0
1,2,22,1,11205,716.0,678.0,232.0,2054.0,4211.0,1421.0,963.0,930.0,5165.0,3513.0
1,2,22,2,1486,103.0,171.0,64.0,223.0,417.0,210.0,124.0,174.0,751.0,481.0
1,2,22,3,6895,453.0,635.0,161.0,984.0,2118.0,902.0,662.0,980.0,3408.0,2241.0
1,2,22,4,5904,304.0,345.0,94.0,690.0,1839.0,935.0,668.0,1029.0,2924.0,1443.0
1,2,22,5,3331,227.0,332.0,121.0,428.0,866.0,422.0,388.0,547.0,1626.0,1063.0
1,2,22,6,3038,171.0,205.0,42.0,334.0,971.0,494.0,369.0,452.0,1447.0,638.0
1,2,22,7,5609,212.0,250.0,104.0,911.0,1412.0,830.0,622.0,1268.0,2728.0,1689.0
1,3,31,1,26811,2015.0,2408.0,823.0,4430.0,8896.0,3333.0,2221.0,2685.0,12582.0,10725.0
1,3,31,2,11649,801.0,998.0,346.0,1762.0,3992.0,1577.0,961.0,1212.0,5614.0,4301.0
1,3,32,1,13340,1049.0,1579.0,446.0,1716.0,4005.0,1658.0,1256.0,1631.0,6578.0,4217.0
1,3,32,2,9723,638.0,852.0,254.0,1088.0,2757.0,1315.0,983.0,1836.0,4902.0,2534.0
1,3,32,3,14473,1056.0,1332.0,413.0,2340.0,4852.0,1814.0,1174.0,1492.0,6704.0,5675.0
1,4,41,1,20528,1098.0,1324.0,405.0,3074.0,6170.0,3024.0,2335.0,3098.0,9934.0,6027.0
