district,forecast_area,district_region,planning_area,inhabitants,inhabitants_percentage,inhabitants_with_migration_background,inhabitants_with_migration_background_percentage,inhabitants_germans,inhabitants_germans_percentage,inhabitants_germans_without_migration_background,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners,inhabitants_foreigners_percentage
1,1,11,1,3085,100.0,1710.0,55.4,1911.0,61.9,1375.0,44.6,536.0,17.4,1174.0,38.1
1,1,11,2,198,100.0,74.0,37.4,139.0,70.2,124.0,62.6,15.0,7.6,59.0,29.8
1,1,11,3,5537,100.0,3241.0,58.5,3389.0,61.2,2296.0,41.5,1093.0,19.7,2148.0,38.8
1,1,11,4,4622,100.0,2943.0,63.7,2911.0,63.0,1679.0,36.3,1232.0,26.7,1711.0,37.0
1,1,11,5,1150,100.0,660.0,57.4,678.0,59.0,490.0,42.6,188.0,16.3,472.0,41.0
1,1,12,1,2096,100.0,1044.0,49.8,1432.0,68.3,1052.0,50.2,380.0,18.1,664.0,31.7
1,1,12,2,568,100.0,244.0,43.0,383.0,67.4,324.0,57.0,59.0,10.4,185.0,32.6
1,1,12,3,961,100.0,496.0,51.6,592.0,61.6,465.0,48.4,127.0,13.2,369.0,38.4
1,1,12,4,7021,100.0,3006.0,42.8,5061.0,72.1,4015.0,57.2,1046.0,14.9,1960.0,27.9
1,1,13,1,6333,100.0,2446.0,38.6,4573.0,72.2,3887.0,61.4,686.0,10.8,1760.0,27.8
1,1,13,2,12484,100.0,4600.0,36.8,9301.0,74.5,7884.0,63.2,1417.0,11.4,3183.0,25.5
1,1,13,3,9143,100.0,3779.0,41.3,6411.0,70.1,5364.0,58.7,1047.0,11.5,2732.0,29.9
1,1,13,4,8554,100.0,2941.0,34.4,6714.0,78.5,5613.0,65.6,1101.0,12.9,1840.0,21.5
1,1,13,5,7479,100.0,2502.0,33.5,5850.0,78.2,4977.0,66.5,873.0,11.7,1629.0,21.8
1,1,13,6,9156,100.0,3357.0,36.7,6921.0,75.6,5799.0,63.3,1122.0,12.3,2235.0,24.4
1,1,14,1,16139,100.0,6118.0,37.9,11725.0,72.7,10021.0,62.1,1704.0,10.6,4414.0,27.3
1,1,14,2,13210,100.0,4662.0,35.3,9973.0,75.5,8548.0,64.7,1425.0,10.8,3237.0,24.5
1,2,21,1,3456,100.0,1767.0,51.1,2255.0,65.2,1689.0,48.9,566.0,16.4,1201.0,34.8
1,2,21,2,6303,100.0,3663.0,58.1,3779.0,60.0,2640.0,41.9,1139.0,18.1,2524.0,40.0
1,2,21,3,259,100.0,179.0,69.1,128.0,49.4,80.0,30.9,48.0,18.5,131.0,50.6
1,2,21,4,18375,100.0,8731.0,47.5,12780.0,69.6,9644.0,52.5,3136.0,17.1,5595.0,30.4
1,2,21,5,5281,100.0,2994.0,56.7,3407.0,64.5,2287.0,43.3,1120.0,21.2,1874.0,35.5
