id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0101,01,01,100.0,19176.0,2305.0,768.0,2192.0,1105.0,1623.9999999999998,1668.0,2464.0,1230.0,865.0,355.0,1744.0000000000002,288.0,465.00000000000006,6612.0,3008.0,1237.0,372.0,10270.0,2865.0,574.0,4733.0,488.0,1199.0,1838.0,2577.0,1357.0
0102,01,02,100.0,13813.999999999998,1169.0,707.0,1392.0,509.99999999999994,736.0,691.0,3404.0,1380.0,959.0,596.0,2725.0,508.0,950.0,3157.0,1272.0,686.0,206.0,14991.999999999998,6516.0,518.0,6003.0,1663.0,1331.0,338.0,713.0,2520.0
0103,01,03,100.0,12111.0,663.0,873.0,967.0,326.0,501.0,443.0,3058.0,2139.0,1054.0,542.0,3506.0,860.0,1177.0,2707.0,1144.0,461.00000000000006,312.0,24101.0,14197.0,225.99999999999997,7112.0,2285.0,1410.0,221.0,444.00000000000006,3531.0
0104,01,04,100.0,18207.0,1165.0,1131.0,1524.0,509.99999999999994,689.0,651.0,4628.0,3396.0,1353.0,771.0,4136.0,1046.0,1261.0,2717.0,1091.0,480.0,217.0,24061.0,13062.0,368.0,7512.0,1920.0,1578.0,401.0,677.0,3574.0
0201,02,01,100.0,4347.0,310.0,333.0,521.0,188.0,254.99999999999997,229.0,922.0000000000001,581.0,188.0,173.0,956.0,315.0,290.0,1346.0,523.0,270.0,99.0,16069.999999999998,10809.0,303.0,4126.0,1236.0,738.0,164.0,308.0,3259.0000000000005
0202,02,02,100.0,10189.0,1198.0,540.0,1440.0,577.0,782.0,1063.0,1324.0,525.0,351.0,462.0,1347.0,266.0,344.0,1049.0,471.0,171.0,66.0,8817.0,5282.0,246.0,2665.0,909.0,509.0,87.0,1305.0,1613.0
0203,02,03,100.0,7195.0,899.0,336.0,1083.0,458.0,631.0,774.0,720.0,455.0,188.0,174.0,755.0,186.0,245.00000000000003,527.0,185.0,91.0,39.0,11829.0,9742.0,158.0,1475.0,341.0,314.0,61.0,849.0,2269.0
0204,02,04,100.0,5495.0,449.0,161.0,614.0,240.0,450.0,389.0,990.0,404.0,453.0,125.0,739.0,128.0,199.0,1764.0,764.0,290.0,193.0,2894.0,647.0,119.0,1218.0,76.0,405.99999999999994,1568.0,416.0,463.0
0205,02,05,100.0,12585.0,1623.9999999999998,375.0,1938.0,712.0,1219.0,1178.0,1477.0,418.0,513.0,206.99999999999997,990.0,259.0,293.0,2129.0,822.0000000000001,400.0,257.0,3581.0,773.0,162.0,1667.0000000000002,104.0,650.0,993.0,1189.0,534.0
0301,03,01,100.0,806.0,19.0,9.0,31.0,28.999999999999996,23.0,26.0,367.0,69.0,35.0,12.0,144.0,30.0,54.0,535.0,242.0,75.0,64.0,1264.0,85.0,65.0,568.0,18.0,214.0,59.0,30.0,16.0
0302,03,02,100.0,2534.0,142.0,128.0,149.0,131.0,56.99999999999999,109.00000000000001,930.0000000000001,162.0,158.0,56.99999999999999,273.0,75.0,65.0,1269.0,542.0,142.0,198.0,1632.0,347.0,62.0,657.0,51.0,280.0,120.0,243.00000000000003,167.0
0303,03,03,100.0,1357.0,59.0,52.0,48.0,67.0,33.0,35.0,617.0,110.00000000000001,43.0,21.0,149.0,15.0,41.0,799.0,333.0,68.0,169.0,1727.0,124.0,45.0,878.9999999999999,27.0,361.0,99.0,55.00000000000001,70.0
0304,03,04,100.0,6084.0,504.0,148.0,530.0,334.0,321.0,370.0,1748.9999999999998,317.0,303.0,154.0,612.0,126.0,157.0,2032.0,791.0,358.0,262.0,2879.0,723.0,143.0,1087.0,112.00000000000001,336.0,190.0,390.0,341.0
0305,03,05,100.0,3865.0,231.99999999999997,166.0,396.0,167.0,215.0,189.0,976.0,288.0,281.0,136.0,569.0,132.0,168.0,1267.0,541.0,199.0,174.0,2168.0,243.00000000000003,88.0,1135.0,47.0,532.0,365.0,204.99999999999997,143.0
