id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,16191.999999999998,20779.0,5813.0,29037.0,74522.0,24662.0,14812.0,13657.0,94379.0,127593.0
02,02,100.0,9673.0,11714.0,3365.0,16579.0,50818.0,14544.0,8098.999999999999,8156.0,59322.0,76016.0
03,03,100.0,9165.0,9249.0,2098.0,10567.0,36546.0,8975.0,3911.9999999999995,4458.0,41916.0,53895.00000000001
04,04,100.0,9878.0,13072.0,3684.0000000000005,15530.000000000002,45230.0,20110.0,15066.999999999998,17153.0,69583.0,83171.0
05,05,100.0,8602.0,11859.0,3268.0,9882.0,25622.000000000004,11472.0,8233.0,7656.999999999999,42305.0,46218.0
06,06,100.0,7000.0,10295.0,2846.0,9750.0,23686.0,11591.0,8518.0,9375.0,42383.0,43630.0
07,07,100.0,10878.0,14581.0,4102.0,14691.999999999998,40962.0,17773.0,12628.0,12753.0,63110.0,69431.0
08,08,100.0,13447.0,18128.0,5191.0,17955.0,52577.0,19328.0,12309.0,11577.0,72750.0,83390.0
09,09,100.0,4426.0,4504.0,1170.0,5789.0,13926.0,4187.0,2357.0,3414.0,19048.0,23719.0
10,10,100.0,5858.0,6901.000000000001,1753.0,6465.000000000001,15685.0,5283.0,4211.0,4618.0,24627.0,27073.0
11,11,100.0,7864.0,8408.0,2153.0,11968.0,24801.0,7062.0,5015.0,4494.0,34006.0,45343.0
12,12,100.0,8871.0,11950.0,3364.0,10193.0,25673.0,11530.0,7727.0,7023.999999999999,42082.0,45979.0
