id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,63308.00000000001,5302.0,3479.0,6075.0,2451.0,3550.0,3453.0,13554.0,8145.0,4231.0,2264.0,12111.0,2702.0,3853.0,15193.0,6515.000000000001,2864.0,1107.0,73424.0,36640.0,1686.0,25360.0,6356.0,5518.0,2798.0,4411.0,10982.0
02,02,100.0,39811.0,4480.0,1745.0,5596.0,2175.0,3336.9999999999995,3633.0,5433.0,2383.0,1693.0,1141.0,4787.0,1154.0,1371.0,6815.000000000001,2765.0,1222.0,654.0,43191.0,27252.999999999996,988.0000000000001,11151.0,2666.0,2617.0,2873.0,4067.0,8138.0
03,03,100.0,36638.0,3582.0,1231.0,4301.0,2175.0,2538.0,2973.0,7436.0,1796.0,1600.0,722.0,3025.0,577.0,859.0,10403.0,4536.0,1596.0,1197.0,15941.0,2684.0,827.9999999999999,7151.000000000001,461.00000000000006,2724.0,2190.0,3911.0,1462.0
04,04,100.0,49121.0,4056.0,2677.0,5100.0,2434.0,2399.0,3069.0,12555.0,2554.0,3047.0,2336.0,8948.0,1448.0,3179.0,18051.0,6680.0,4397.0,944.9999999999999,34940.0,12131.0,4208.0,12950.0,2011.0,2986.0,1564.0,4501.0,7248.999999999999
05,05,100.0,26845.999999999996,490.00000000000006,807.0,1496.0,624.0,476.0,993.0,12200.0,2948.0,2425.0,1627.0,7547.0,1607.9999999999998,2617.0,11862.0,5131.0,1419.0,2795.0,33609.0,13063.0,1777.0,11252.0,1678.0,3740.0,797.0,544.0,5536.0
06,06,100.0,28887.0,1545.0,1791.0,2391.0,1668.0,1129.0,1739.9999999999998,9504.0,1221.0,1457.0,1726.0000000000002,5988.0,1287.0,1742.0000000000002,8308.0,3411.9999999999995,1644.0000000000002,738.0,20804.0,7142.0,2393.0,7201.000000000001,976.0,2285.0,652.0,4433.0,4224.0
07,07,100.0,41009.0,2727.0,2510.0,3978.0,1553.0,1584.0,1942.0000000000002,13333.000000000002,2655.0,2182.0,2858.0,10158.0,1721.0,3456.0,11562.0,4627.0,2269.0,1436.0,44964.0,22462.0,1579.0,15219.999999999998,3369.0,4384.0,869.9999999999999,2700.0,9583.0
08,08,100.0,42968.0,2865.0,2035.0000000000002,4220.0,1536.0,1882.0,2438.0,13088.999999999998,3907.0,3478.0,1916.0,12947.0,2171.0,4993.0,5817.0,2115.0,935.0,952.9999999999999,64700.0,36321.0,894.9999999999999,22483.0,8377.0,3749.0,861.9999999999999,2376.0,13522.0
09,09,100.0,15596.0,654.0,509.0,1035.0,576.0,560.0,633.0,5348.0,1443.0,1335.0,379.0,2525.0,603.0,890.0,5823.0,2221.0,902.0,975.0,10837.0,2468.0,359.0,4838.0,462.0,1863.0,1236.0,665.0,1188.0
10,10,100.0,13077.000000000002,169.0,360.0,350.0,224.00000000000003,212.0,181.0,5243.0,1278.0,2028.0,221.0,2089.0,315.0,793.0,19151.0,8395.0,1575.0,5476.0,16135.0,1169.0,324.0,5157.0,180.0,2356.0,4523.0,171.0,892.0
11,11,100.0,18447.0,580.0,498.00000000000006,1038.0,486.00000000000006,620.0,522.0,6109.0,2364.0,1884.0,637.0,5450.0,1143.0,1932.9999999999998,16963.0,7253.0,1819.0000000000002,3924.0,20773.0,1816.0,610.0,8982.0,292.0,4217.0,8334.0,565.0,1560.0
12,12,100.0,26802.0,1356.0,1285.0,2000.0,726.0,610.0,666.0,10943.0,3028.0,1793.0,1543.0,7517.0,1586.0,2496.0,7259.0,3207.0,978.9999999999999,1210.0,33795.0,16578.0,1042.0,10431.0,1913.0,2871.0,994.0,716.0,6339.0
