id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01011101,01,01,11,01,3269,1955,1931,1314,617,1338,100.0,59.80422147445702,59.070052003670845,40.19577852554298,18.87427347812787,40.929947996329155
01011102,01,01,11,02,185,71,124,114,10,61,100.0,38.37837837837838,67.02702702702703,61.62162162162163,5.405405405405405,32.972972972972975
01011103,01,01,11,03,5073,2901,3286,2172,1114,1787,100.0,57.18509757539917,64.77429528878376,42.814902424600824,21.95939286418293,35.225704711216245
01011104,01,01,11,04,4781,3124,2872,1657,1215,1909,100.0,65.34197866555114,60.07111482953357,34.658021334448854,25.41309349508471,39.92888517046643
01011105,01,01,11,05,1322,829,717,493,224,605,100.0,62.70801815431165,54.236006051437215,37.29198184568835,16.944024205748864,45.76399394856278
01011201,01,01,12,01,2387,1413,1423,974,449,964,100.0,59.195643066610806,59.61457896941768,40.804356933389194,18.810222036028488,40.38542103058232
01011202,01,01,12,02,635,306,397,329,68,238,100.0,48.188976377952756,62.519685039370074,51.811023622047244,10.708661417322835,37.480314960629926
01011203,01,01,12,03,1086,578,682,508,174,404,100.0,53.22283609576427,62.79926335174954,46.77716390423573,16.022099447513813,37.20073664825046
01011204,01,01,12,04,8117,3967,5490,4150,1340,2627,100.0,48.87273623259825,67.63582604410496,51.12726376740176,16.508562276703216,32.36417395589504
01011301,01,01,13,01,6841,2929,4764,3912,852,2077,100.0,42.81537786873264,69.63894167519369,57.18462213126736,12.454319543926326,30.36105832480632
01011302,01,01,13,02,12640,4980,9234,7660,1574,3406,100.0,39.39873417721519,73.05379746835443,60.60126582278481,12.45253164556962,26.946202531645568
