id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
010111,01,01,11,100.0,2511.0,347.0,146.0,263.0,82.0,202.99999999999997,104.0,473.00000000000006,169.0,186.0,77.0,380.0,90.0,122.0,1229.0,505.99999999999994,264.0,85.0,3074.0,885.0,188.0,1520.0,285.0,277.0,85.0,212.0,338.0
010112,01,01,12,100.0,2048.0,151.0,83.0,160.0,104.0,149.0,133.0,262.0,364.0,121.0,40.0,191.0,27.0,70.0,1387.0,747.0,236.0,64.0,1205.0,235.0,55.00000000000001,687.0,59.0,165.0,231.0,204.0,180.0
010113,01,01,13,100.0,8559.0,978.9999999999999,271.0,949.0,507.0,784.0,793.0,1156.0,505.0,344.0,153.0,844.0,129.0,195.0,2780.0,1209.0,522.0,179.0,4347.0,1418.0,208.0,1780.9999999999998,103.0,558.0,1391.0,1247.0,631.0
010114,01,01,14,100.0,6058.0,827.9999999999999,268.0,819.9999999999999,412.0,488.0,638.0,573.0,192.0,214.0,85.0,329.0,42.0,78.0,1216.0,546.0,215.0,44.0,1644.0000000000002,327.0,123.0,745.0,41.0,199.0,131.0,914.0,208.0
010221,01,02,21,100.0,7816.0,617.0,417.0,771.0,254.0,346.0,372.0,1989.0,911.0,573.0,381.0,1592.0,275.0,576.0,1429.0,556.0,312.0,86.0,7998.0,3198.0,267.0,3426.0,1010.0,676.0,210.0,399.0,1226.0
010222,01,02,22,100.0,5998.0,552.0,290.0,621.0,256.0,390.0,319.0,1415.0,469.00000000000006,386.0,215.0,1133.0,233.0,374.0,1728.0,716.0,374.0,120.0,6994.0,3318.0,250.99999999999997,2577.0,653.0,655.0,128.0,314.0,1294.0
010331,01,03,31,100.0,7048.999999999999,335.0,665.0,500.0,200.0,227.99999999999997,245.00000000000003,1554.0,1612.0,686.0,254.0,1957.0,505.99999999999994,725.0,1115.0,470.0,171.0,98.0,11329.0,6588.0,120.0,3247.9999999999995,855.0000000000001,695.0,106.0,204.0,1562.0
010332,01,03,32,100.0,5062.0,328.0,208.0,467.0,126.0,273.0,198.0,1504.0,527.0,368.0,288.0,1549.0,354.0,451.99999999999994,1592.0,674.0,290.0,214.0,12772.0,7609.0,106.0,3864.0,1430.0,715.0,114.99999999999999,240.0,1969.0000000000002
010441,01,04,41,100.0,7168.000000000001,511.00000000000006,380.0,673.0,173.0,221.0,246.0,2133.0,1163.0,380.0,404.0,1727.0,370.0,448.00000000000006,1142.0,475.0,216.0,81.0,8230.0,4427.0,173.0,2500.0,473.00000000000006,637.0,168.0,265.0,1337.0
010442,01,04,42,100.0,11039.0,654.0,751.0,851.0,337.0,468.0,405.0,2495.0,2233.0,973.0,367.0,2409.0,676.0,813.0000000000001,1575.0,616.0,264.0,136.0,15831.0,8635.0,195.0,5012.0,1447.0,941.0,233.0,412.0,2237.0
020101,02,01,01,100.0,4347.0,310.0,333.0,521.0,188.0,254.99999999999997,229.0,922.0000000000001,581.0,188.0,173.0,956.0,315.0,290.0,1346.0,523.0,270.0,99.0,16069.999999999998,10809.0,303.0,4126.0,1236.0,738.0,164.0,308.0,3259.0000000000005
020202,02,02,02,100.0,10189.0,1198.0,540.0,1440.0,577.0,782.0,1063.0,1324.0,525.0,351.0,462.0,1347.0,266.0,344.0,1049.0,471.0,171.0,66.0,8817.0,5282.0,246.0,2665.0,909.0,509.0,87.0,1305.0,1613.0
020303,02,03,03,100.0,2847.0,384.0,148.0,386.0,196.0,229.99999999999997,314.0,254.99999999999997,204.0,76.0,87.0,344.0,103.0,99.0,218.00000000000003,77.0,46.0,11.0,6819.0,5841.0,67.0,751.0,155.0,166.0,28.000000000000004,318.0,1314.0
