id,district_id,forecast_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0101,01,01,114628,6749,7284,1843,11906,43301,16676,11312,15557,55724,35105,100.0,5.887741215060893,6.354468367240115,1.6078096102173989,10.38664200718847,37.775238161705694,14.547928952786403,9.868444010189483,13.571727675611545,48.61290435146736,30.62515266776006
0102,01,02,84221,4672,5531,1652,12415,28641,11027,9312,10971,40242,26229,100.0,5.547310053312119,6.56724569881621,1.9615060376865625,14.740979090725592,34.0069578846131,13.092934066325501,11.056624832286484,13.026442336234432,47.78143218437207,31.143064081404876
0103,01,03,77069,5549,7332,2274,11048,25197,9690,7110,8869,37030,28593,100.0,7.200041521234218,9.513552790356693,2.950602706665456,14.335206114001739,32.69407933150813,12.573148736846202,9.225499227964551,11.50786957142301,48.047853222437034,37.1005203129663
0104,01,04,103692,5979,7220,2267,15316,35921,12946,10619,13424,49412,37666,100.0,5.766115032982293,6.962928673378853,2.186282451876712,14.770666975272922,34.64201674188944,12.485051884426957,10.24090575936427,12.946032480808547,47.65266365775566,36.324885237048186
0201,02,01,40450,2704,4038,1322,5411,12263,5631,4095,4986,19682,14435,100.0,6.6847960444993815,9.982694684796044,3.26823238566131,13.3770086526576,30.31644004944376,13.92088998763906,10.123609394313968,12.326328800988875,48.65760197775031,35.68603213844252
0202,02,02,64928,4108,4569,1305,6641,24049,9826,7861,6569,31878,16910,100.0,6.327008378511582,7.037025628388369,2.0099186791522916,10.228252833908329,37.03948989650074,15.133686545096106,12.107257269590932,10.11736076885165,49.097461803844254,26.044233612617052
0203,02,03,48632,2802,3472,1074,5144,18878,7392,5298,4572,23419,16286,100.0,5.761638427372923,7.139332126994572,2.2084224379009707,10.577397598289192,38.818062181279814,15.199868399407798,10.894061523276854,9.401217305477875,48.15553544990953,33.48823819707189
0204,02,04,48512,2957,2911,753,4880,18337,5820,4511,8343,24336,9931,100.0,6.09539907651715,6.000577176781002,1.55219327176781,10.059366754617415,37.79889511873351,11.99703166226913,9.298730211081795,17.19780672823219,50.16490765171504,20.471223614775724
0205,02,05,83441,5888,4924,1155,8668,43566,10121,4960,4159,39831,18454,100.0,7.056483023933079,5.9011756810201215,1.38421159861459,10.388178473412351,52.21174242878202,12.12952864898551,5.944319938639278,4.984360206613056,47.735525700794575,22.116225836219606
0301,03,01,16598,1208,1384,411,1381,4441,1990,1988,3795,8408,2162,100.0,7.2779852994336665,8.338354018556453,2.4762019520424148,8.320279551753224,26.756235691047113,11.989396312808772,11.977346668273286,22.86420050608507,50.656705627183996,13.025665742860584
0302,03,02,46885,3218,4523,1313,3273,11623,8322,6426,8187,23955,3510,100.0,6.863602431481285,9.647008638157194,2.8004692332302445,6.980910739042337,24.790444705129573,17.74981337314706,13.705876079769649,17.461874800042658,51.09310013863709,7.4864029007145145
0303,03,03,35249,2307,3106,1003,2473,7963,5910,5356,7131,17790,2574,100.0,6.544866521036058,8.811597492127436,2.845470793497688,7.015801866719623,22.59071179324236,16.766433090300435,15.194757298079379,20.230361144997023,50.46951686572668,7.302334818009021
0304,03,04,88707,5965,7870,2136,6369,26336,14199,9798,16034,46467,7647,100.0,6.724384772340401,8.871904133833858,2.407927221076127,7.179816699922216,29.68875060592738,16.00662856369847,11.045351550610437,18.075236452591113,52.38256281916872,8.620514728262707
0305,03,05,53614,3746,4394,1056,4342,17595,8008,5670,8803,27267,6187,100.0,6.986981012422129,8.195620546872085,1.9696347968814116,8.09863095460141,32.81792069235647,14.936397209684039,10.575595926437124,16.419218860745328,50.85798485470213,11.539896295743649
0306,03,06,103140,6725,7438,1692,9251,41903,16120,7830,12181,51935,19012,100.0,6.520263719216598,7.211557106845065,1.6404886561954626,8.969362032189258,40.62730269536552,15.629241807252278,7.591623036649215,11.8101609462866,50.35388791933294,18.433197595501262
0307,03,07,60341,4493,5567,1231,4880,23992,11238,4775,4165,29933,12803,100.0,7.446015147246482,9.225899471337897,2.0400722560116673,8.087370113190037,39.76069339255233,18.624152731973282,7.91335907591853,6.902437811769775,49.60640360617159,21.217745811305747
0401,04,01,19486,1172,1508,488,1895,4875,2694,2451,4403,10071,5217,100.0,6.014574566355332,7.738889459098839,2.504362106127476,9.724930719490917,25.017961613466078,13.825310479318484,12.578261315816484,22.595709740326388,51.68325977624961,26.773067843580005
0402,04,02,41574,1763,2734,905,4474,8896,5868,5263,11671,21395,8556,100.0,4.240631163708087,6.576225525568866,2.176841295040169,10.761533650839466,21.39798912782027,14.114590850050512,12.65935440419493,28.072833982777695,51.46245249434743,20.580170298744406
0403,04,03,144486,7063,8442,2752,14925,40662,21410,19895,29337,73499,40260,100.0,4.888362886369613,5.842780615422948,1.9046828066387054,10.329720526556207,28.142518998380467,14.818044654845453,13.769500159184972,20.30438935260164,50.86928837396011,27.864291350026992
