id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01011101,01,01,11,01,100.0,569.0,54.0,62.0,66.0,16.0,84.0,27.0,93.0,32.0,19.0,16.0,76.0,14.000000000000002,22.0,314.0,108.0,78.0,27.0,467.0,84.0,39.0,267.0,9.0,63.0,15.0,47.0,56.00000000000001
01011102,01,01,11,02,100.0,37.0,3.0,3.0,3.0,4.0,4.0,3.0,11.0,0.0,3.0,0.0,3.0,0.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,9.0,0.0
01011103,01,01,11,03,100.0,958.0,159.0,33.0,87.0,16.0,45.0,31.0,202.99999999999997,82.0,125.0,35.0,160.0,16.0,75.0,421.0,165.0,96.0,39.0,930.0000000000001,331.0,76.0,367.0,34.0,99.0,42.0,53.0,106.0
01011104,01,01,11,04,100.0,728.0,115.99999999999999,36.0,74.0,28.000000000000004,49.0,34.0,123.0,51.0,30.0,23.0,127.0,60.0,15.0,257.0,105.0,62.0,7.000000000000001,1388.0,437.0,61.0,702.0,229.99999999999997,102.0,28.000000000000004,60.0,160.0
01011105,01,01,11,05,100.0,219.0,15.0,12.0,33.0,18.0,21.0,9.0,43.0,4.0,9.0,3.0,14.000000000000002,0.0,7.000000000000001,231.0,125.0,28.000000000000004,12.0,285.0,33.0,12.0,180.0,12.0,9.0,0.0,43.0,16.0
01011201,01,01,12,01,100.0,407.0,26.0,12.0,30.0,15.0,33.0,16.0,32.0,104.0,53.0,6.0,41.0,6.0,18.0,325.0,147.0,89.0,22.0,307.0,48.0,21.0,197.0,22.0,9.0,44.0,41.0,42.0
01011202,01,01,12,02,100.0,138.0,16.0,3.0,15.0,18.0,15.0,9.0,10.0,0.0,16.0,0.0,6.0,3.0,3.0,50.0,27.0,8.0,0.0,28.999999999999996,12.0,0.0,8.0,0.0,0.0,0.0,19.0,0.0
01011203,01,01,12,03,100.0,179.0,9.0,12.0,16.0,15.0,13.0,20.0,21.0,13.0,6.0,3.0,13.0,0.0,6.0,206.99999999999997,131.0,19.0,3.0,57.99999999999999,18.0,10.0,12.0,0.0,0.0,22.0,24.0,12.0
01011204,01,01,12,04,100.0,1324.0,100.0,56.00000000000001,99.0,56.00000000000001,88.0,88.0,199.0,247.00000000000003,46.0,31.0,131.0,18.0,43.0,805.0000000000001,442.0,120.0,39.0,811.0,157.0,24.0,470.0,37.0,156.0,165.0,120.0,126.0
01011301,01,01,13,01,100.0,1311.0,128.0,34.0,124.0,109.00000000000001,126.0,118.0,165.0,56.00000000000001,66.0,18.0,94.0,18.0,22.0,384.0,173.0,67.0,28.000000000000004,378.0,104.0,46.0,137.0,3.0,51.0,22.0,172.0,52.0
01011302,01,01,13,02,100.0,2363.0,375.0,59.0,261.0,165.0,196.0,308.0,245.00000000000003,121.0,53.0,56.00000000000001,166.0,15.0,40.0,476.0,231.99999999999997,76.0,24.0,602.0,176.0,31.0,258.0,16.0,94.0,120.0,404.0,78.0
01011303,01,01,13,03,100.0,1653.0,202.99999999999997,65.0,195.0,79.0,163.0,147.0,191.0,102.0,91.0,12.0,122.0,27.0,46.0,574.0,245.00000000000003,127.0,34.0,889.0,156.0,42.0,475.0,30.0,129.0,270.0,244.0,76.0
01011304,01,01,13,04,100.0,848.0,61.0,35.0,89.0,26.0,117.0,41.0,166.0,56.99999999999999,38.0,6.0,190.0,38.0,19.0,401.0,146.0,75.0,30.0,755.0,239.0,26.0,294.0,18.0,98.0,715.0,50.0,131.0
01011305,01,01,13,05,100.0,881.0,81.0,7.000000000000001,113.99999999999999,59.0,74.0,66.0,106.0,96.0,39.0,18.0,65.0,3.0,17.0,463.99999999999994,241.0,78.0,19.0,626.0,169.0,15.0,318.0,12.0,89.0,117.0,77.0,108.0
01011306,01,01,13,06,100.0,1503.0,131.0,71.0,166.0,69.0,108.0,112.99999999999999,283.0,73.0,56.99999999999999,43.0,206.99999999999997,28.000000000000004,51.0,480.99999999999994,172.0,99.0,44.0,1097.0,574.0,48.0,299.0,24.0,97.0,147.0,300.0,186.0
01011401,01,01,14,01,100.0,3347.0,459.0,142.0,413.0,235.0,250.99999999999997,325.0,351.0,126.0,127.0,38.0,211.0,25.0,54.0,784.0,357.0,142.0,31.0,1151.0,213.0,69.0,549.0,35.0,155.0,71.0,467.0,112.99999999999999
01011402,01,01,14,02,100.0,2711.0,369.0,126.0,407.0,177.0,237.0,313.0,222.00000000000003,66.0,87.0,47.0,118.0,17.0,24.0,432.0,189.0,73.0,13.0,493.0,113.99999999999999,54.0,196.0,6.0,44.0,60.0,447.0,95.0
