id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
011001,01,10,01,16342,10659,9388,5683,3705,6954,100.0,65.22457471545711,57.44706890221515,34.77542528454289,22.671643617672256,42.55293109778485
011002,01,10,02,13598,8027,8130,5571,2559,5468,100.0,59.03073981467863,59.78820414766878,40.969260185321374,18.818943962347404,40.21179585233122
011003,01,10,03,61813,31354,40466,30459,10007,21347,100.0,50.723957743516735,65.46519340591786,49.276042256483265,16.189151149434586,34.53480659408215
011004,01,10,04,32578,15593,21730,16985,4745,10848,100.0,47.86358892504144,66.70145496961139,52.136411074958566,14.565043894652833,33.2985450303886
012005,01,20,05,46743,25070,30210,21673,8537,16533,100.0,53.63369916351112,64.62999807457801,46.36630083648889,18.263697238089126,35.37000192542199
012006,01,20,06,43134,24580,27605,18554,9051,15529,100.0,56.98520888394306,63.99823804887096,43.01479111605694,20.98344693281402,36.00176195112904
013007,01,30,07,38505,25117,22162,13388,8774,16343,100.0,65.2304895468121,57.55616153746267,34.7695104531879,22.78665108427477,42.44383846253733
013008,01,30,08,40087,26457,25553,13630,11923,14534,100.0,65.99895227879362,63.74385711078404,34.001047721206376,29.74280938957767,36.25614288921595
014009,01,40,09,46272,24474,30706,21798,8908,15566,100.0,52.891597510373444,66.359785615491,47.108402489626556,19.251383125864454,33.640214384508994
014010,01,40,10,56584,37110,31898,19474,12424,24686,100.0,65.58391064611905,56.37282624063339,34.416089353880956,21.95673688675244,43.627173759366606
021001,02,10,01,41369,29197,25495,12172,13323,15874,100.0,70.577002103024,61.62827237786749,29.422997896975993,32.20527448089149,38.37172762213251
022002,02,20,02,64694,29825,46706,34869,11837,17988,100.0,46.101647757133584,72.19525767459115,53.89835224286642,18.296905431724735,27.80474232540885
023003,02,30,03,19480,11095,12916,8385,4531,6564,100.0,56.955852156057496,66.30390143737166,43.044147843942504,23.25975359342916,33.696098562628336
023004,02,30,04,26385,13937,17529,12448,5081,8856,100.0,52.82167898427137,66.43547470153496,47.178321015728635,19.25715368580633,33.564525298465036
024005,02,40,05,25866,10176,19396,15690,3706,6470,100.0,39.34122013453955,74.98646872342071,60.65877986546045,14.327688857960258,25.013531276579293
024006,02,40,06,26977,13047,17880,13930,3950,9097,100.0,48.363420691700334,66.278681840086,51.63657930829966,14.642102531786335,33.721318159914
025007,02,50,07,31352,12415,22830,18937,3893,8522,100.0,39.598749681041085,72.81832100025517,60.40125031895892,12.417070681296249,27.181678999744836
025008,02,50,08,56743,23936,39889,32807,7082,16854,100.0,42.18317677951465,70.29765786088153,57.81682322048535,12.480834640396173,29.702342139118482
031001,03,10,01,17751,4925,13948,12826,1122,3803,100.0,27.74491577939271,78.57585488141513,72.25508422060729,6.320770660807843,21.42414511858487
032002,03,20,02,30093,6952,25488,23141,2347,4605,100.0,23.10171800751005,84.69743794237863,76.89828199248994,7.799155949888678,15.302562057621374
032003,03,20,03,18856,3555,17009,15301,1708,1847,100.0,18.853415358506574,90.20470937632584,81.14658464149342,9.058124734832413,9.795290623674163
033004,03,30,04,20225,4107,17668,16118,1550,2557,100.0,20.30655129789864,87.35723114956737,79.69344870210135,7.663782447466007,12.642768850432635
