id,district_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
01,01,395656,21130,29256,9395,48458,144660,47213,44213,51331,191717,147808,100.0,5.340497806175061,7.394302121034434,2.3745374770002226,12.247507936186992,36.562064015205124,11.93284064945306,11.174606223588167,12.973643771356935,48.45547647451321,37.357704672746024
02,02,292866,15504,21496,6805,29906,115142,39992,32273,31748,142782,90225,100.0,5.2938886726352665,7.33987557449482,2.323588262208655,10.211496042558712,39.315591430893306,13.655391885708823,11.019715501287278,10.840452630213134,48.753354776587244,30.8076048431706
03,03,425840,23466,37997,12016,38719,132496,62063,56048,63035,216838,83397,100.0,5.5105203832425325,8.92283486755589,2.8217170768363706,9.092382115348489,31.11403343978959,14.574253240653768,13.161750892353934,14.802507984219426,50.9200638737554,19.584116099943643
04,04,343136,16288,23412,7872,34747,93532,40382,47918,78985,177220,93546,100.0,4.746805931175977,6.82295066679101,2.294134104261867,10.126305604774783,27.257996829245545,11.768511610556748,13.964725356709875,23.01856989648419,51.64716030961485,27.262076844166742
05,05,257491,15312,24433,7652,25968,65231,29637,35806,53452,131111,68144,100.0,5.946615609865976,9.48887533933225,2.9717543525793135,10.085012680054836,25.333312620635283,11.50991685146277,13.905728743917264,20.75878380215231,50.91867288565426,26.464614297198736
06,06,310127,14349,25504,8665,29545,68264,37429,46959,79412,163521,55801,100.0,4.626814176127844,8.223727698652487,2.794016644793907,9.526742270102249,22.01162749454256,12.06892660103764,15.141861237493027,25.606283877250284,52.72710857164968,17.992951274800323
07,07,355948,19281,27946,8763,34850,96952,41969,51164,75023,181165,82481,100.0,5.416802454291076,7.851146796723117,2.461876453864048,9.790755953116747,27.23768640363199,11.79076719071325,14.374009686808186,21.076955060851585,50.89647926101566,23.172204928809826
08,08,329319,18317,26966,8460,32042,105382,39220,41624,57308,164580,93528,100.0,5.562084179777055,8.18841305846307,2.568937716924927,9.729775688618027,31.999975707444754,11.909425207777263,12.639416492823068,17.40197194817183,49.97585927322748,28.40042633434451
09,09,295435,17140,24462,7129,27505,84844,34000,40400,59955,149411,49939,100.0,5.801614568348368,8.279993907289251,2.4130519403591317,9.310000507725896,28.718330597254894,11.508453636163624,13.674750791206188,20.293804051652646,50.57322253626009,16.903549004011033
10,10,292901,17784,28097,8485,26398,75222,31421,42011,63483,147200,56111,100.0,6.071676095335967,9.592661001498799,2.896883247240535,9.012601527478568,25.68171498219535,10.727515440370636,14.343071549772791,21.67387615610735,50.25588850840387,19.156984783254412
11,11,313131,19646,27596,7881,30861,97864,33946,36589,58748,157515,77825,100.0,6.274051435341758,8.812924941957199,2.5168380007089683,9.855619533038888,31.253373188857058,10.840830195668905,11.684885878434265,18.761476825992954,50.30322772258257,24.85381517639582
12,12,274196,15157,24128,7730,27668,65976,31451,39905,62181,138344,66152,100.0,5.527797633809392,8.79954485112839,2.819151264059286,10.090592131176239,24.061620154925674,11.470262148244322,14.553458110256898,22.6775737063998,50.45441946636713,24.125807816306583
