id,district_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01,01,100.0,15675.0,22375.0,7265.000000000001,29673.0,88944.0,27942.0,19610.0,16957.0,109670.0,147808.0
02,02,100.0,9778.0,12671.0,4309.0,16327.000000000002,62254.99999999999,17729.0,11197.0,9362.0,69658.0,90225.0
03,03,100.0,11545.0,14133.000000000002,3856.0,14329.0,54549.0,13777.000000000002,6942.0,5230.0,61938.0,83397.0
04,04,100.0,10755.0,15610.0,5259.0,17852.0,52758.00000000001,21175.0,16057.0,17902.0,79858.0,93546.0
05,05,100.0,10238.0,15780.000000000002,4849.0,12276.0,35803.0,14899.0,10808.0,9935.0,56520.00000000001,68144.0
06,06,100.0,7444.0,12367.0,4084.0000000000005,11868.0,30330.0,13599.0,10247.0,10892.0,51972.0,55801.0
07,07,100.0,11888.0,16689.0,5334.0,15730.000000000002,49292.0,19592.0,15222.999999999998,15146.0,73468.0,82481.0
08,08,100.0,12829.0,19018.0,6324.0,17596.0,59508.00000000001,21955.0,15959.0,13831.0,80752.0,93528.0
09,09,100.0,7781.0,8486.0,2349.0,9921.0,30162.0,7178.0,4057.0,3629.9999999999995,35237.0,49939.0
10,10,100.0,9338.0,11712.0,3299.0,10263.0,28726.0,9119.0,5761.0,5745.0,40868.0,56111.0
11,11,100.0,11854.0,13501.0,3692.0,14977.000000000002,43952.0,10730.0,6609.999999999999,5671.0,54001.0,77825.0
12,12,100.0,9863.0,14421.0,4629.0,13390.0,35161.0,14347.0,10605.0,9421.0,53980.99999999999,66152.0
