id,district_id,forecast_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
0620,06,20,80660,27502,65308,53158,12150,15352,100.0,34.09620629804116,80.9670220679395,65.90379370195883,15.06322836598066,19.0329779320605
0630,06,30,83901,25716,69771,58185,11586,14130,100.0,30.650409411091644,83.15872278041978,69.34959058890836,13.809132191511425,16.84127721958022
0640,06,40,69373,19656,58487,49717,8770,10886,100.0,28.333789802949273,84.30801608695026,71.66621019705073,12.64180588989953,15.691983913049745
0710,07,10,50035,26699,34071,23336,10735,15964,100.0,53.3606475467173,68.09433396622364,46.6393524532827,21.45498151294094,31.90566603377636
0720,07,20,52977,23202,39620,29775,9845,13357,100.0,43.7963644600487,74.78717179153217,56.2036355399513,18.583536251580878,25.212828208467826
0730,07,30,47038,17470,37564,29568,7996,9474,100.0,37.14018453165526,79.85883753560951,62.859815468344735,16.999022067264765,20.141162464390494
0740,07,40,67417,30326,49667,37091,12576,17750,100.0,44.98271949211623,73.67132918996693,55.01728050788377,18.654048682083154,26.328670810033078
0750,07,50,53616,21642,42239,31974,10265,11377,100.0,40.36481647269472,78.78058788421367,59.63518352730528,19.145404356908386,21.219412115786334
0760,07,60,84865,29555,70306,55310,14996,14559,100.0,34.82589995875803,82.84451776350674,65.17410004124199,17.670417722264773,17.155482236493256
0810,08,10,162700,94204,104049,68496,35553,58651,100.0,57.90043023970498,63.95144437615243,42.09956976029502,21.851874615857405,36.04855562384757
0820,08,20,74103,32748,56472,41355,15117,17631,100.0,44.1925428120319,76.20744099429173,55.807457187968105,20.39998380632363,23.792559005708274
0830,08,30,38728,21506,29562,17222,12340,9166,100.0,55.5308820491634,76.33236934517662,44.469117950836605,31.863251394340015,23.667630654823384
0840,08,40,53788,18562,45708,35226,10482,8080,100.0,34.5095560348033,84.97806202126868,65.4904439651967,19.487618056071987,15.021937978731314
0910,09,10,65660,17999,54415,47661,6754,11245,100.0,27.412427657630218,82.8738958269875,72.58757234236978,10.286323484617728,17.12610417301249
0920,09,20,75237,25522,55830,49715,6115,19407,100.0,33.92213937291492,74.20551058654651,66.07786062708509,8.127649959461435,25.794489413453487
0930,09,30,59447,14421,50567,45026,5541,8880,100.0,24.25858327585917,85.062324423436,75.74141672414083,9.320907699295171,14.937675576563997
0940,09,40,39371,6888,34720,32483,2237,4651,100.0,17.495110614411622,88.18673643036753,82.50488938558837,5.681847044779152,11.81326356963247
0950,09,50,55720,8734,49964,46986,2978,5756,100.0,15.674802584350322,89.66977745872218,84.32519741564968,5.344580043072505,10.330222541277816
1010,10,10,118714,38689,94008,80025,13983,24706,100.0,32.590090469531816,79.18863823980323,67.40990953046818,11.77872870933504,20.811361760196775
1020,10,20,93074,32784,68717,60290,8427,24357,100.0,35.22358553409115,73.83050046199799,64.77641446590884,9.054085996089134,26.16949953800202
1030,10,30,30989,6946,26745,24043,2702,4244,100.0,22.414405111491174,86.3048178385879,77.58559488850882,8.71922295007906,13.695182161412115
1040,10,40,50124,5544,47320,44580,2740,2804,100.0,11.060569786928417,94.40587343388397,88.93943021307157,5.466443220812385,5.594126566116032
1110,11,10,65631,23522,49376,42109,7267,16255,100.0,35.83977083999939,75.23274062561899,64.16022916000061,11.072511465618382,24.76725937438101
1120,11,20,51968,17293,39658,34675,4983,12310,100.0,33.27624692118227,76.3123460591133,66.72375307881774,9.588592980295568,23.687653940886698
1130,11,30,78911,32054,56109,46857,9252,22802,100.0,40.620445818707154,71.10415531421475,59.379554181292846,11.724601132921899,28.89584468578525
1140,11,40,80312,28268,60585,52044,8541,19727,100.0,35.19772885745592,75.4370455224624,64.80227114254407,10.63477437991832,24.562954477537605
1150,11,50,36309,9850,29578,26459,3119,6731,100.0,27.128260210966975,81.46189649949048,72.87173978903301,8.590156710457462,18.538103500509514
1210,12,10,56796,29931,38504,26865,11639,18292,100.0,52.69913374181281,67.79350658497077,47.3008662581872,20.492640326783576,32.20649341502922
1220,12,20,60664,31177,39715,29487,10228,20949,100.0,51.392918370038245,65.46716339179744,48.607081629961755,16.860081761835684,34.53283660820256
1240,12,40,57337,9837,52668,47500,5168,4669,100.0,17.156460924010673,91.85691612745697,82.84353907598933,9.01337705146764,8.143083872543034
1250,12,50,48851,14135,40724,34716,6008,8127,100.0,28.934924566539067,83.36369777486642,71.06507543346093,12.2986223414055,16.63630222513357
1260,12,60,50548,26757,36433,23791,12642,14115,100.0,52.93384505816255,72.07604653003085,47.06615494183746,25.0098915881934,27.92395346996914
