id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
011001,01,10,01,100.0,651.0,869.9999999999999,264.0,1409.0,4214.0,1287.0,971.0000000000001,993.0,5146.0,6954.000000000001
011002,01,10,02,100.0,548.0,693.0,181.0,888.0000000000001,3559.0000000000005,924.0,591.0,643.0,3959.0000000000005,5468.0
011003,01,10,03,100.0,2270.0,2712.0,760.0,4222.0,14129.0,3611.9999999999995,2097.0,1552.0,15344.0,21347.0
011004,01,10,04,100.0,1214.0,1546.0,420.0,1534.0,7667.0,1880.9999999999998,844.0,487.0,7848.999999999999,10848.0
012005,01,20,05,100.0,1519.0,2162.0,721.0,3444.0,9657.0,3029.0,2313.0,2225.0,11728.0,16533.0
012006,01,20,06,100.0,1704.0,2229.0,686.0,2998.0,10204.0,2806.0,1997.0,1955.9999999999998,11813.0,15529.0
013007,01,30,07,100.0,1810.0000000000002,2993.0,1062.0,3247.9999999999995,8495.0,3315.9999999999995,2295.0,1898.0,11852.0,16343.0
013008,01,30,08,100.0,1919.0000000000002,3368.0,1155.0,3504.9999999999995,8359.0,3446.0,2515.0,2190.0,12947.999999999998,14534.0
014009,01,40,09,100.0,1798.9999999999998,2342.0,720.0,3055.0,9233.0,3022.0,2306.0,1997.0,11701.0,15566.0
014010,01,40,10,100.0,2241.0,3460.0,1296.0,5370.0,13427.000000000002,4619.0,3681.0,3016.0,17330.0,24686.0
021001,02,10,01,100.0,1927.0,3250.0,1287.0,3336.0,9431.0,4163.0,3204.0,2599.0,14338.0,15874.0
022002,02,20,02,100.0,1955.9999999999998,2616.0,986.0,3204.9999999999995,11850.0,4095.0000000000005,2712.0,2405.0,14490.0,17988.0
023003,02,30,03,100.0,515.0,923.0,405.0,1050.0,3771.0,1848.0,1300.0,1283.0,5335.0,6564.0
