id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
01100101,01,10,01,01,3667,2432,2004,1235,769,1663,100.0,66.32124352331607,54.64957731115353,33.67875647668394,20.970820834469595,45.35042268884647
01100102,01,10,01,02,2025,1440,929,585,344,1096,100.0,71.11111111111111,45.876543209876544,28.888888888888886,16.987654320987655,54.123456790123456
01100103,01,10,01,03,5695,3486,3524,2209,1315,2171,100.0,61.21158911325725,61.87884108867428,38.78841088674276,23.090430201931518,38.12115891132572
01100104,01,10,01,04,4955,3301,2931,1654,1277,2024,100.0,66.61957618567104,59.152371342078716,33.380423814328964,25.77194752774975,40.84762865792129
01100205,01,10,02,05,2932,2009,1430,923,507,1502,100.0,68.51978171896317,48.77216916780355,31.480218281036837,17.291950886766713,51.22783083219645
01100206,01,10,02,06,1862,999,1186,863,323,676,100.0,53.651987110633726,63.69495166487648,46.348012889366274,17.346938775510203,36.30504833512352
01100207,01,10,02,07,8804,5019,5514,3785,1729,3290,100.0,57.00817810086325,62.63062244434347,42.99182189913676,19.638800545206724,37.36937755565652
01100308,01,10,03,08,7326,3655,4750,3671,1079,2576,100.0,49.89079989079989,64.83756483756484,50.10920010920012,14.72836472836473,35.162435162435166
01100309,01,10,03,09,12526,5564,8904,6962,1942,3622,100.0,44.419607216988666,71.08414497844483,55.580392783011334,15.5037521954335,28.915855021555164
01100310,01,10,03,10,10139,5496,6255,4643,1612,3884,100.0,54.20652924351514,61.69247460301804,45.79347075648486,15.899003846533189,38.30752539698195
01100311,01,10,03,11,9782,5284,6293,4498,1795,3489,100.0,54.01758331629524,64.3324473522797,45.98241668370476,18.350030668574934,35.6675526477203
01100312,01,10,03,12,10574,5464,6906,5110,1796,3668,100.0,51.67391715528655,65.31114053338378,48.32608284471345,16.985057688670324,34.68885946661623
01100313,01,10,03,13,11466,5891,7358,5575,1783,4108,100.0,51.377987092272804,64.17233560090703,48.62201290772719,15.550322693179835,35.827664399092974
01100414,01,10,04,14,5523,3289,3032,2234,798,2491,100.0,59.55096867644396,54.89770052507696,40.44903132355604,14.44866920152091,45.10229947492304
01100415,01,10,04,15,13468,6227,9156,7241,1915,4312,100.0,46.23552123552124,67.98336798336798,53.76447876447876,14.218889218889219,32.016632016632016
01100416,01,10,04,16,13587,6077,9542,7510,2032,4045,100.0,44.726576874954,70.22889526753514,55.273423125045994,14.955472142489143,29.771104732464853
01200517,01,20,05,17,3882,2433,2133,1449,684,1749,100.0,62.673879443585776,54.94590417310664,37.326120556414224,17.619783616692427,45.05409582689335
01200518,01,20,05,18,6981,4566,3808,2415,1393,3173,100.0,65.40610227761066,54.54805901733276,34.59389772238934,19.954161294943418,45.45194098266724
01200519,01,20,05,19,9531,5510,5709,4021,1688,3822,100.0,57.811352428916166,59.89927604658482,42.188647571083834,17.710628475500997,40.10072395341518
01200520,01,20,05,20,9459,4753,6488,4706,1782,2971,100.0,50.2484406385453,68.59076012263453,49.7515593614547,18.83920076117983,31.409239877365476
01200521,01,20,05,21,5354,3314,3178,2040,1138,2176,100.0,61.89764661935002,59.35748972730669,38.10235338064999,21.255136346656705,40.64251027269331
01200522,01,20,05,22,11536,4494,8894,7042,1852,2642,100.0,38.95631067961165,77.09778085991678,61.04368932038835,16.054091539528432,22.90221914008322
01200623,01,20,06,23,10988,5922,7251,5066,2185,3737,100.0,53.895158354568615,65.9901710957408,46.10484164543138,19.885329450309428,34.009828904259194
01200624,01,20,06,24,6620,4854,3189,1766,1423,3431,100.0,73.32326283987915,48.17220543806647,26.676737160120844,21.49546827794562,51.82779456193354
01200625,01,20,06,25,6882,4221,4445,2661,1784,2437,100.0,61.333914559721016,64.58878233071782,38.66608544027899,25.92269689043882,35.41121766928219
01200626,01,20,06,26,6055,2807,4292,3248,1044,1763,100.0,46.358381502890175,70.88356729975227,53.641618497109825,17.241948802642444,29.116432700247728
01200627,01,20,06,27,3344,2270,2147,1074,1073,1197,100.0,67.88277511961722,64.20454545454545,32.11722488038278,32.08732057416268,35.79545454545455
01200628,01,20,06,28,3285,1537,2393,1748,645,892,100.0,46.788432267884325,72.84627092846272,53.211567732115675,19.63470319634703,27.153729071537292
01200629,01,20,06,29,5960,2969,3888,2991,897,2072,100.0,49.81543624161074,65.23489932885906,50.18456375838927,15.0503355704698,34.76510067114094
01300730,01,30,07,30,7940,5755,4071,2185,1886,3869,100.0,72.48110831234257,51.27204030226701,27.518891687657433,23.75314861460957,48.727959697733
01300731,01,30,07,31,8904,5593,5176,3311,1865,3728,100.0,62.814465408805034,58.13117699910153,37.185534591194966,20.945642407906558,41.86882300089847
01300732,01,30,07,32,10069,6403,5929,3666,2263,4140,100.0,63.59122057801172,58.883702453073795,36.40877942198828,22.47492303108551,41.11629754692621
01300733,01,30,07,33,11592,7366,6986,4226,2760,4606,100.0,63.543823326432026,60.26570048309179,36.45617667356798,23.809523809523807,39.73429951690821
01300834,01,30,08,34,14381,9724,9819,4657,5162,4562,100.0,67.61699464571309,68.27758848480634,32.38300535428691,35.894583130519436,31.72241151519366
01300835,01,30,08,35,10813,6727,7202,4086,3116,3611,100.0,62.21215203921206,66.6050124849718,37.78784796078794,28.817164524183852,33.394987515028205
01300836,01,30,08,36,14893,10006,8532,4887,3645,6361,100.0,67.1859262740885,57.28865910159136,32.814073725911506,24.47458537567985,42.71134089840865
01400937,01,40,09,37,10922,5854,7164,5068,2096,3758,100.0,53.5982420802051,65.59238234755539,46.40175791979491,19.190624427760483,34.40761765244461
01400938,01,40,09,38,9636,5277,6215,4359,1856,3421,100.0,54.76338729763387,64.49771689497716,45.23661270236612,19.261104192611043,35.50228310502283
01400939,01,40,09,39,6157,3552,3608,2605,1003,2549,100.0,57.69043365275296,58.59996751664772,42.309566347247035,16.29040116940068,41.400032483352284
01400940,01,40,09,40,7075,3006,5676,4069,1607,1399,100.0,42.487632508833926,80.226148409894,57.51236749116608,22.713780918727917,19.773851590106005
