id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01100101,01,10,01,01,100.0,567.0,45.0,56.00000000000001,88.0,31.0,69.0,104.0,28.999999999999996,13.0,19.0,30.0,78.0,3.0,31.0,350.0,136.0,89.0,22.0,430.99999999999994,91.0,37.0,235.0,19.0,39.0,12.0,57.99999999999999,99.0
01100102,01,10,01,02,100.0,343.0,27.0,13.0,49.0,26.0,27.0,68.0,30.0,18.0,10.0,36.0,28.000000000000004,0.0,12.0,254.0,145.0,53.0,13.0,324.0,51.0,31.0,198.0,9.0,12.0,4.0,52.0,26.0
01100103,01,10,01,03,100.0,949.0,134.0,48.0,90.0,34.0,68.0,187.0,67.0,140.0,32.0,65.0,153.0,36.0,56.00000000000001,440.00000000000006,200.0,93.0,51.0,966.0,329.0,85.0,362.0,62.0,84.0,35.0,88.0,153.0
01100104,01,10,01,04,100.0,613.0,67.0,26.0,77.0,39.0,42.0,107.0,49.0,51.0,21.0,43.0,109.00000000000001,48.0,24.0,307.0,115.99999999999999,76.0,9.0,1298.0,372.0,80.0,650.0,160.0,143.0,34.0,68.0,197.0
01100205,01,10,02,05,100.0,432.0,28.999999999999996,14.000000000000002,51.0,11.0,40.0,34.0,107.0,20.0,6.0,46.0,32.0,10.0,10.0,363.0,185.0,80.0,12.0,363.0,73.0,34.0,200.0,31.0,33.0,40.0,52.0,53.0
01100206,01,10,02,06,100.0,278.0,16.0,10.0,40.0,21.0,18.0,31.0,32.0,27.0,3.0,33.0,24.0,3.0,15.0,280.0,184.0,30.0,13.0,132.0,43.0,6.0,46.0,9.0,0.0,15.0,61.0,18.0
01100207,01,10,02,07,100.0,1273.0,120.0,49.0,124.0,83.0,93.0,181.0,197.0,86.0,34.0,85.0,140.0,23.0,47.0,905.0000000000001,443.0,174.0,70.0,1003.9999999999999,206.0,49.0,526.0,42.0,189.0,146.0,149.0,153.0
01100308,01,10,03,08,100.0,1227.0,137.0,52.0,133.0,94.0,110.00000000000001,168.0,67.0,77.0,25.0,144.0,88.0,16.0,19.0,419.00000000000006,193.0,70.0,24.0,494.00000000000006,125.0,64.0,158.0,11.0,31.0,42.0,221.0,64.0
01100309,01,10,03,09,100.0,1817.0000000000002,261.0,67.0,319.0,141.0,161.0,215.0,98.0,61.0,41.0,281.0,177.0,27.0,53.0,496.0,281.0,61.0,21.0,814.0,218.00000000000003,62.0,372.0,9.0,124.0,84.0,395.0,101.0
01100310,01,10,03,10,100.0,1426.0,146.0,70.0,229.0,96.0,126.0,199.0,105.0,64.0,26.0,181.0,126.0,9.0,55.00000000000001,577.0,263.0,107.0,40.0,1117.0,192.0,86.0,613.0,48.0,204.0,326.0,233.0,129.0
