id,district_id,forecast_area_id,district_region_id,inhabitants,inhabitants_with_migration_background,inhabitants_germans,inhabitants_germans_without_migration_background,inhabitants_germans_with_migration_background,inhabitants_foreigners,inhabitants_percentage,inhabitants_with_migration_background_percentage,inhabitants_germans_percentage,inhabitants_germans_without_migration_background_percentage,inhabitants_germans_with_migration_background_percentage,inhabitants_foreigners_percentage
011001,01,10,01,15249,9574,9153,5675,3478,6096,100.0,62.784444881631586,60.02360810544953,37.215555118368414,22.80805298708112,39.97639189455046
011002,01,10,02,13071,7288,8112,5783,2329,4959,100.0,55.757019355825875,62.06105118200597,44.242980644174125,17.818070537831844,37.93894881799403
011003,01,10,03,59594,27832,40683,31762,8921,18911,100.0,46.70268819008625,68.26693962479445,53.29731180991375,14.969627814880692,31.733060375205557
011004,01,10,04,31516,13744,22158,17772,4386,9358,100.0,43.60959512628506,70.30714557684985,56.39040487371494,13.916740703134916,29.692854423150145
012005,01,20,05,45674,23303,30716,22371,8345,14958,100.0,51.020274116565226,67.25051451591715,48.979725883434774,18.270788632482375,32.74948548408285
012006,01,20,06,41991,22879,27924,19112,8812,14067,100.0,54.48548498487771,66.4999642780596,45.514515015122285,20.985449262937298,33.500035721940414
013007,01,30,07,37719,24008,22492,13711,8781,15227,100.0,63.649619555131366,59.63042498475569,36.350380444868634,23.28004453988706,40.36957501524431
013008,01,30,08,39640,25621,26000,14019,11981,13640,100.0,64.63420787083753,65.59031281533805,35.36579212916246,30.22452068617558,34.409687184661955
014009,01,40,09,45450,22531,31470,22919,8551,13980,100.0,49.57315731573158,69.24092409240924,50.42684268426842,18.814081408140815,30.75907590759076
014010,01,40,10,55788,35536,32642,20252,12390,23146,100.0,63.69828636982864,58.510790851079086,36.30171363017136,22.209077220907723,41.489209148920914
021001,02,10,01,40347,27853,26036,12494,13542,14311,100.0,69.03363323171487,64.53020051057081,30.966366768285127,33.563833742285674,35.4697994894292
022002,02,20,02,64533,28599,47387,35934,11453,17146,100.0,44.316861140811675,73.43064788557793,55.68313885918832,17.7475090263896,26.569352114422077
023003,02,30,03,20224,11551,13346,8673,4673,6878,100.0,57.1153085443038,65.99090189873418,42.8846914556962,23.106210443037973,34.00909810126582
023004,02,30,04,26605,13782,17932,12823,5109,8673,100.0,51.802292802104866,67.4008644991543,48.197707197895134,19.20315730125916,32.599135500845705
