id,district_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
01,01,100.0,57816.99999999999,4890.0,3413.0000000000005,6477.0,2579.0,3682.0,11900.0,7984.0,4116.0,2266.0,4139.0,12354.0,2774.0,3847.9999999999995,16764.0,7376.000000000001,3288.0000000000005,1209.0,77063.0,35731.0,2360.0,27829.000000000004,6554.000000000001,6566.0,3046.0,5330.0,12230.0
02,02,100.0,39965.0,5152.0,1943.0,6512.0,2212.0,3784.0000000000005,5550.0,2590.0,1948.9999999999998,1213.0,4177.0,5065.0,1230.0,1299.0,8106.999999999999,3452.0000000000005,1455.0,678.0,44333.0,25860.000000000004,1121.0,12858.000000000002,2858.0,3429.9999999999995,3265.9999999999995,4508.0,8329.0
03,03,100.0,38659.0,4068.0,1512.0,5140.0,2400.0,2940.0,7869.0,2292.0,2343.0,881.0,3550.0,4001.0,800.0,1201.0,13125.0,5468.0,2134.0,1247.0,19643.0,3739.0,1207.0,8262.0,543.0,3282.0,2803.0,4182.0,2078.0
04,04,100.0,41875.0,3510.0,2436.0,4779.0,2255.0,2242.0,10882.0,2535.0,3070.0,2350.0,2666.0,9342.0,1541.0,3192.0,19173.0,7302.0,4716.0,998.0,36714.0,12450.0,4376.0,13186.000000000002,2010.0000000000002,3324.0,1763.0,4547.0,7756.999999999999
05,05,100.0,28069.0,548.0,861.9999999999999,1689.0,678.0,577.0,12279.0,3840.0,2751.0,1827.0,1055.0,8666.0,1839.9999999999998,2900.0,12544.0,5262.0,1512.0,2640.0,39209.0,14257.0,2065.0,13852.000000000002,2044.0000000000002,5114.0,1053.0,652.0,6498.0
06,06,100.0,28427.0,1789.9999999999998,1973.0,2612.0,1805.9999999999998,1121.0,9358.0,1359.0,1745.0,1851.0000000000002,1828.0,6570.999999999999,1347.0,1959.0,9618.0,3827.0000000000005,1837.0,783.0,23750.0,7545.0,2775.0,8166.0,1061.0,2687.0,809.0,4531.0,4778.0
07,07,100.0,39683.0,2734.0,2469.0,4115.0,1629.0,1623.9999999999998,13058.000000000002,2778.0,2624.0,2958.0,2248.0,10495.0,1961.0,3006.0,12016.0,4933.0,2389.0,1361.0,46980.0,22399.0,1868.0,16119.999999999998,3652.0000000000005,4854.0,1100.0,3054.0,10468.0
08,08,100.0,41475.0,3048.0,2022.0,4677.0,1582.0,1984.0,12440.0,4165.0,3372.9999999999995,1857.0,2899.0,12847.999999999998,2063.0,4700.0,6124.0,2166.0,1085.0,880.0000000000001,67520.0,36399.0,1065.0,24333.0,8757.0,4645.0,1003.9999999999999,2713.0,14797.999999999998
09,09,100.0,18360.0,909.0,574.0,1469.0,727.0,819.9999999999999,5843.0,1744.0000000000002,2080.0,543.0,936.0,3700.0,735.0,1284.0,7827.0,2917.0,1172.0,1147.0,15679.0,3353.0,618.0,7117.0,648.0,2897.0,1596.0,894.0,1707.0
10,10,100.0,16131.0,197.0,409.99999999999994,501.99999999999994,269.0,306.0,5574.0,1743.0,3679.0,320.0,254.0,3386.9999999999995,582.0,1286.0,21210.0,8891.0,1909.0,5475.0,20694.0,1402.0,484.99999999999994,7505.0,217.0,3678.0,6144.0,186.0,1165.0
11,11,100.0,21609.0,911.9999999999999,735.0,1643.0,582.0,913.0000000000001,6328.0,2752.0,2693.0,677.0,754.0,6642.0,1295.0,2380.0,18334.0,7516.0,2070.0,3814.0,27318.0,2473.0,875.0,12433.0,436.00000000000006,5833.0,10556.0,770.0,1839.0
12,12,100.0,27841.000000000004,1546.0,1319.0,2250.0,735.0,759.0,10595.0,3721.0,2106.0,1616.0,762.0,8072.0,1784.0,2417.0,8031.0,3411.0,1135.0,1190.0,38769.0,17611.0,1311.0,12636.0,2154.0,3676.0,1069.0,806.0,7298.999999999999
