id,district_id,forecast_area_id,inhabitants,inhabitants_from_european_union,inhabitants_from_france,inhabitants_from_greece,inhabitants_from_italy,inhabitants_from_austria,inhabitants_from_spain,inhabitants_from_poland,inhabitants_from_bulgaria,inhabitants_from_rumania,inhabitants_from_croatia,inhabitants_from_united_kingdom,inhabitants_from_former_yugoslavia,inhabitants_from_bosnia_herzegovina,inhabitants_from_serbia,inhabitants_from_former_soviet_union,inhabitants_from_russia,inhabitants_from_ukraine,inhabitants_from_kazakhstan,inhabitants_from_islamic_countries,inhabitants_from_turkey,inhabitants_from_iran,inhabitants_from_arabic_countries,inhabitants_from_lebanon,inhabitants_from_syria,inhabitants_from_vietnam,inhabitants_from_united_states,inhabitants_from_undefined
0110,01,10,100.0,17531.0,1996.0,802.0,2537.0,1190.0,1571.0,2392.0,1273.0,942.0,390.0,1947.0,1896.0,333.0,569.0,7525.0,3546.0,1425.0,454.0,12350.0,3322.0,890.0,5609.0,546.0,1475.0,2016.0,3065.0,1889.9999999999998
0120,01,20,100.0,12909.0,1122.0,717.0,1484.0,541.0,786.0,2955.0,1452.0,899.0,623.0,861.0,2961.0,539.0,1029.0,3614.0,1508.0,861.0,229.0,16086.000000000002,6473.0,727.0,6452.0,1666.0,1537.0,384.0,922.0000000000001,2741.0
0130,01,30,100.0,11010.0,629.0,844.9999999999999,984.0,350.0,549.0,2652.0,1964.9999999999998,994.9999999999999,556.0,525.0,3522.0,867.0,1082.0,2832.0,1234.0,495.0,312.0,24339.0,13572.0,248.0,7747.0,2317.0,1742.0000000000002,211.0,578.0,3947.9999999999995
0140,01,40,100.0,16366.999999999998,1143.0,1049.0,1472.0,498.00000000000006,776.0,3901.0,3294.0,1280.0,697.0,806.0,3975.0,1035.0,1168.0,2793.0,1088.0,507.0,214.0,24288.0,12364.0,495.0,8020.999999999999,2025.0,1812.0,434.99999999999994,765.0,3651.0
0210,02,10,100.0,4331.0,367.0,302.0,599.0,193.0,274.0,832.0,618.0,221.0,202.0,269.0,878.9999999999999,289.0,204.0,1493.0,574.0,306.0,107.0,15544.999999999998,10108.0,247.00000000000003,4276.0,1374.0,877.0,184.0,300.0,3264.0
0220,02,20,100.0,9841.0,1397.0,550.0,1653.0,566.0,852.9999999999999,1321.0,521.0,415.00000000000006,451.99999999999994,1160.0,1285.0,242.0,333.0,1082.0,466.0,171.0,77.0,8534.0,4757.0,314.0,2721.0,898.0,578.0,107.0,1323.0,1617.0000000000002
0230,02,30,100.0,6404.000000000001,944.9999999999999,369.0,1103.0,434.0,646.0,670.0,413.0,188.0,153.0,819.0,679.0,186.0,165.0,588.0,204.0,91.0,42.0,11392.0,9050.0,157.0,1617.0000000000002,327.0,349.0,53.0,852.0,2089.0
0240,02,40,100.0,6070.0,612.0,185.0,847.0000000000001,274.0,563.0,947.0000000000001,475.0,484.0,166.0,491.0,961.9999999999999,165.0,235.0,2274.0,1002.9999999999999,426.99999999999994,204.99999999999997,4158.0,891.0,213.0,1946.0,134.0,741.0,1763.0,508.0,639.0
0250,02,50,100.0,13319.0,1830.9999999999998,537.0,2310.0,745.0,1448.0,1780.0,563.0,641.0,240.0,1438.0,1260.0,348.0,362.0,2670.0,1205.0,459.99999999999994,247.00000000000003,4704.0,1054.0,190.0,2298.0,125.0,885.0,1159.0,1525.0,720.0
0310,03,10,100.0,875.0,27.0,30.0,30.0,24.0,21.0,369.0,111.00000000000001,67.0,27.0,28.000000000000004,196.0,55.00000000000001,43.0,674.0,269.0,67.0,70.0,1318.0,141.0,59.0,566.0,11.0,245.00000000000003,130.0,35.0,28.000000000000004
0320,03,20,100.0,2819.0,156.0,159.0,245.00000000000003,151.0,97.0,985.0,229.99999999999997,218.00000000000003,85.0,142.0,380.0,112.00000000000001,94.0,1413.0,565.0,199.0,187.0,1866.0,398.0,100.0,817.0,76.0,322.0,140.0,241.0,229.0
0330,03,30,100.0,1667.0000000000002,87.0,56.00000000000001,90.0,92.0,63.0,566.0,153.0,176.0,31.0,57.99999999999999,302.0,51.0,125.0,1173.0,379.0,132.0,216.0,1825.0,186.0,75.0,818.0,36.0,392.0,142.0,67.0,126.0
0340,03,40,100.0,6823.0,553.0,193.0,737.0,361.0,425.0,1882.9999999999998,474.0,388.0,214.0,459.0,827.0,169.0,225.99999999999997,2559.0,980.0000000000001,475.0,268.0,4194.0,986.0,277.0,1527.0,136.0,491.0,324.0,504.0,513.0
0350,03,50,100.0,4469.0,323.0,161.0,532.0,204.0,261.0,1135.0,356.0,383.0,124.0,293.0,741.0,183.0,241.0,1934.0,853.9999999999999,311.0,152.0,2805.0,372.0,152.0,1250.0,48.0,587.0,508.0,227.0,243.00000000000003
0360,03,60,100.0,13334.0,1675.0,521.0,2142.0,848.0,1239.0,1948.9999999999998,662.0,783.0,256.0,1451.0,1038.0,160.0,329.0,3365.0,1486.0,579.0,237.0,5183.0,1011.9999999999999,346.0,2309.0,151.0,934.0,1074.0,1599.0,627.0
0370,03,70,100.0,8672.0,1247.0,392.0,1364.0,720.0,834.0,982.0,306.0,328.0,144.0,1119.0,517.0,70.0,143.0,2007.0,935.0,371.0,117.0,2452.0,644.0,198.0,975.0,85.0,311.0,484.99999999999994,1509.0,312.0
0410,04,10,100.0,2857.0,56.00000000000001,48.0,142.0,30.0,56.99999999999999,1621.0,286.0,219.0,118.0,30.0,900.0,125.0,273.0,1076.0,419.00000000000006,222.00000000000003,125.0,4003.0,1548.0,283.0,1491.0,308.0,434.0,130.0,50.0,678.0
0420,04,20,100.0,3989.0,287.0,213.0,383.0,256.0,216.0,1013.0000000000001,314.0,303.0,187.0,322.0,765.0,146.0,260.0,1623.9999999999998,573.0,372.0,83.0,3619.0,984.0,531.0,1315.0,108.0,365.0,163.0,374.0,721.0
0430,04,30,100.0,13930.000000000002,1267.0,865.0,1705.0,710.0,861.9999999999999,3218.0,856.0,992.0,802.0,883.0,3284.0000000000005,521.0,1205.0,5961.0,2228.0,1548.0,343.0,13734.0,5307.0,1492.0,4606.0,908.0,965.0,695.0,1436.0,2810.0
0440,04,40,100.0,5598.0,483.0,331.0,570.0,361.0,263.0,1547.0,247.00000000000003,425.0,321.0,318.0,1067.0,190.0,328.0,3256.0,1311.0,823.0,137.0,4125.0,1201.0,729.0,1391.0,141.0,328.0,144.0,730.0,1028.0
0450,04,50,100.0,15501.0,1417.0,978.9999999999999,1979.0,898.0,844.0,3483.0,832.0,1131.0,922.0000000000001,1113.0,3326.0,559.0,1126.0,7256.0,2771.0,1751.0000000000002,310.0,11233.0,3410.0,1341.0,4383.0,545.0,1232.0,631.0,1957.0,2520.0
0510,05,10,100.0,12512.0,191.0,342.0,742.0,246.0,216.0,5331.0,1880.9999999999998,1357.0,859.0,399.0,4117.0,908.0,1397.0,6300.0,2555.0,709.0,1375.0,18798.0,6976.000000000001,773.0,6526.000000000001,1070.0,2333.0,430.0,252.0,2892.0
0520,05,20,100.0,9789.0,177.0,328.0,590.0,231.99999999999997,206.0,4096.0,1574.0,1021.0000000000001,589.0,430.99999999999994,3095.0,724.0,1043.0,4322.0,1819.0000000000002,525.0,918.0,13605.000000000002,4191.0,818.0,5319.0,620.0,2177.0,413.99999999999994,225.99999999999997,1898.0
0530,05,30,100.0,4448.0,115.99999999999999,152.0,279.0,88.0,78.0,2347.0,339.0,323.0,302.0,97.0,1270.0,204.0,418.0,1493.0,666.0,204.99999999999997,292.0,5883.0,2744.0,318.0,1798.9999999999998,329.0,560.0,175.0,66.0,1493.0
0540,05,40,100.0,1320.0,64.0,40.0,78.0,112.00000000000001,77.0,505.0,46.0,50.0,77.0,128.0,184.0,4.0,42.0,429.0,222.00000000000003,73.0,55.00000000000001,923.0,346.0,156.0,208.0,25.0,44.0,34.0,108.0,215.0
0610,06,10,100.0,8069.0,448.00000000000006,634.0,913.0000000000001,442.0,252.99999999999997,2532.0,407.0,446.0,736.0,416.0,2455.0,505.99999999999994,692.0,2607.0,1016.0,606.0,178.0,6316.0,2531.0,692.0,2089.0,327.0,596.0,281.0,722.0,1636.0
0620,06,20,100.0,7475.0,246.0,492.0,501.0,336.0,220.00000000000003,3382.0,381.0,495.0,473.00000000000006,266.0,1989.0,467.0,638.0,2606.0,985.0,514.0,305.0,7691.0,2602.0,611.0,2735.0,446.0,925.0,217.0,755.0,1460.0
0630,06,30,100.0,7339.0,501.99999999999994,592.0,712.0,451.99999999999994,349.0,2073.0,391.0,518.0,475.0,517.0,1444.0,256.0,396.0,2291.0,922.0000000000001,382.0,202.99999999999997,6279.0,1579.0,886.0,2216.0,185.0,855.0000000000001,190.0,1457.0,1088.0
0640,06,40,100.0,5544.0,594.0,254.99999999999997,486.00000000000006,576.0,299.0,1371.0,180.0,286.0,167.0,629.0,683.0,118.0,233.0,2114.0,903.9999999999999,335.0,97.0,3464.0,833.0,586.0,1126.0,103.0,311.0,121.0,1597.0,594.0
0710,07,10,100.0,6805.0,727.0,480.0,1065.0,299.0,419.00000000000006,1332.0,440.00000000000006,405.99999999999994,343.0,547.0,1483.0,339.0,461.00000000000006,2800.0,974.0,866.0,109.00000000000001,8854.0,4708.0,370.0,2837.0,656.0,811.9999999999999,180.0,728.0,1689.9999999999998
0720,07,20,100.0,6680.0,780.0,442.0,998.0,396.0,404.0,1243.0,373.0,415.00000000000006,423.00000000000006,564.0,1304.0,222.00000000000003,373.0,1437.0,575.0,294.0,84.0,6754.000000000001,3657.0,333.0,1973.9999999999998,458.0,433.0,159.0,811.9999999999999,1362.0
0730,07,30,100.0,4883.0,476.99999999999994,229.0,558.0,260.0,260.0,1289.0,250.0,381.0,324.0,401.99999999999994,1011.9999999999999,193.0,263.0,1073.0,429.0,220.00000000000003,66.0,4792.0,2517.0,333.0,1326.0,272.0,434.0,198.0,618.0,1156.0
0740,07,40,100.0,7520.999999999999,412.0,605.0,680.0,265.0,315.0,2249.0,703.0,560.0,720.0,383.0,2433.0,492.0,542.0,1592.0,631.0,263.0,139.0,9498.0,4633.0,327.0,3377.0000000000005,896.0000000000001,767.0,202.99999999999997,434.99999999999994,2512.0
