id,district_id,forecast_area_id,district_region_id,planning_area_id,inhabitants,inhabitants_with_migration_background_age_below_6,inhabitants_with_migration_background_age_6_15,inhabitants_with_migration_background_age_15_18,inhabitants_with_migration_background_age_18_27,inhabitants_with_migration_background_age_27_45,inhabitants_with_migration_background_age_45_55,inhabitants_with_migration_background_age_55_65,inhabitants_with_migration_background_age_above_65,inhabitants_with_migration_background_female,inhabitants_foreigners
01100101,01,10,01,01,100.0,128.0,154.0,25.0,306.0,869.9999999999999,240.0,193.0,187.0,1025.0,1418.0
01100102,01,10,01,02,100.0,64.0,92.0,21.0,130.0,553.0,140.0,126.0,88.0,571.0,902.9999999999999
01100103,01,10,01,03,100.0,217.0,250.0,100.0,393.0,1132.0,370.0,322.0,398.0,1497.0,1939.9999999999998
01100104,01,10,01,04,100.0,189.0,313.0,97.0,540.0,1135.0,353.0,245.00000000000003,202.99999999999997,1421.0,1835.0000000000002
01100205,01,10,02,05,100.0,100.0,143.0,27.0,257.0,817.0,191.0,128.0,148.0,853.9999999999999,1344.0
01100206,01,10,02,06,100.0,82.0,81.0,25.0,73.0,434.99999999999994,137.0,79.0,59.0,487.0,663.0
01100207,01,10,02,07,100.0,374.0,386.0,128.0,450.0,1954.0,507.0,343.0,364.0,2246.0,2952.0
01100308,01,10,03,08,100.0,246.0,231.99999999999997,54.0,337.0,1691.0,367.0,176.0,143.0,1611.0,2306.0
01100309,01,10,03,09,100.0,398.0,459.99999999999994,159.0,499.0,2369.0,714.0,340.0,186.0,2538.0,3329.9999999999995
01100310,01,10,03,10,100.0,373.0,379.0,95.0,643.0,2495.0,536.0,339.0,210.0,2381.0,3634.0000000000005
01100311,01,10,03,11,100.0,398.0,492.0,124.0,689.0,1672.0,468.0,288.0,303.0,2219.0,2909.0
01100312,01,10,03,12,100.0,429.0,375.0,88.0,457.0,2279.0,490.00000000000006,290.0,244.0,2188.0,3093.0
01100313,01,10,03,13,100.0,401.0,364.0,101.0,1153.0,2222.0,527.0,299.0,238.0,2621.0,3639.0
01100414,01,10,04,14,100.0,351.0,299.0,56.00000000000001,250.99999999999997,1648.9999999999998,249.00000000000003,86.0,56.99999999999999,1519.0,2241.0
01100415,01,10,04,15,100.0,389.0,513.0,131.0,568.0,2609.0,709.0,264.0,125.0,2682.0,3544.0
01100416,01,10,04,16,100.0,501.0,531.0,114.99999999999999,475.0,2758.0,675.0,238.0,145.0,2768.0,3572.9999999999995
01200517,01,20,05,17,100.0,179.0,238.0,89.0,257.0,861.9999999999999,225.99999999999997,196.0,143.0,1002.0,1528.0
01200518,01,20,05,18,100.0,274.0,385.0,113.99999999999999,703.0,1684.0,540.0,375.0,322.0,1989.9999999999998,3037.0
01200519,01,20,05,19,100.0,307.0,446.0,151.0,644.0,1887.0,651.0,429.0,453.0,2289.0,3369.0
01200520,01,20,05,20,100.0,284.0,387.0,130.0,612.0,1630.0,577.0,511.00000000000006,422.0,2124.0,2766.0
01200521,01,20,05,21,100.0,220.00000000000003,309.0,111.00000000000001,468.0,1039.0,411.00000000000006,280.0,252.0,1387.0,1951.0000000000002
01200522,01,20,05,22,100.0,289.0,334.0,127.0,474.0,1570.0,491.0,371.0,449.0,2053.0,2307.0
01200623,01,20,06,23,100.0,374.0,517.0,159.0,768.0,2159.0,692.0,479.0,396.0,2634.0,3385.0
01200624,01,20,06,24,100.0,386.0,329.0,72.0,532.0,2337.0,326.0,147.0,138.0,2028.0,2985.0
01200625,01,20,06,25,100.0,316.0,497.0,170.0,472.0,1290.0,562.0,362.0,468.0,2016.0,2331.0
01200626,01,20,06,26,100.0,146.0,206.0,56.99999999999999,270.0,1022.0000000000001,351.0,225.0,245.00000000000003,1188.0,1518.0
01200627,01,20,06,27,100.0,197.0,290.0,109.00000000000001,209.0,609.0,252.99999999999997,198.0,216.0,1026.0,1049.0
01200628,01,20,06,28,100.0,125.0,112.99999999999999,45.0,132.0,613.0,174.0,124.0,98.0,689.0,770.0
01200629,01,20,06,29,100.0,139.0,160.0,48.0,670.0,1176.0,276.0,195.0,240.0,1380.0,2029.0
01300730,01,30,07,30,100.0,509.0,743.0,229.99999999999997,750.0,1797.0,731.0,492.0,450.0,2688.0,3722.0
01300731,01,30,07,31,100.0,442.0,634.0,200.99999999999997,632.0,1686.0,638.0,478.0,328.0,2354.0,3235.0
01300732,01,30,07,32,100.0,567.0,784.0,280.0,808.0,2067.0,730.0,476.99999999999994,412.0,2908.0,3888.0000000000005
01300733,01,30,07,33,100.0,520.0,886.0,285.0,900.0,2393.0,997.0000000000001,601.0,560.0,3443.0,4382.0
01300834,01,30,08,34,100.0,902.0,1441.0,462.0,948.0,2936.0,1206.0,872.0000000000001,866.0,4815.0,4422.0
01300835,01,30,08,35,100.0,511.00000000000006,823.0,231.0,1022.0000000000001,1900.0,768.0,611.0,537.0,3163.0,3329.9999999999995
01300836,01,30,08,36,100.0,713.0,1163.0,394.0,1330.0,3309.0000000000005,1251.0,767.0,658.0,4522.0,5888.0
01400937,01,40,09,37,100.0,430.0,479.0,166.0,509.99999999999994,1909.0,708.0,528.0,504.0,2522.0,3159.0
01400938,01,40,09,38,100.0,366.0,500.0,177.0,638.0,1989.0,614.0,451.99999999999994,397.0,2388.0,3290.9999999999995
