id,district_id,forecast_area_id,inhabitants,inhabitants_age_below_6,inhabitants_age_6_15,inhabitants_age_15_18,inhabitants_age_18_27,inhabitants_age_27_45,inhabitants_age_45_55,inhabitants_age_55_65,inhabitants_age_above_65,inhabitants_female,inhabitants_foreigners,inhabitants_percentage,inhabitants_age_below_6_percentage,inhabitants_age_6_15_percentage,inhabitants_age_15_18_percentage,inhabitants_age_18_27_percentage,inhabitants_age_27_45_percentage,inhabitants_age_45_55_percentage,inhabitants_age_55_65_percentage,inhabitants_age_above_65_percentage,inhabitants_female_percentage,inhabitants_foreigners_percentage
0110,01,10,119430,6926,7983,2180,12353,45164,16289,12809,15726,58257,39324,100.0,5.799212928075023,6.684250188394876,1.8253370174997907,10.343297328979318,37.81629406346814,13.638951687180775,10.725110943649,13.167545842753078,48.779201205727205,32.92640040190907
0120,01,20,87665,4764,5754,1807,11745,32102,10029,9931,11533,41767,29025,100.0,5.43432384646096,6.5636228825643075,2.0612559174128786,13.397593110135173,36.6189471282724,11.440141447556037,11.328352250042776,13.155763417555466,47.643871556493465,33.10899446757543
0130,01,30,77359,5182,7441,2344,10804,25576,9178,7885,8949,37490,28867,100.0,6.698638813841957,9.61879031528329,3.0300288266394344,13.966054369885859,33.06144081490195,11.864165772566864,10.192737755141613,11.568143331739035,48.46236378443361,37.315632311689654
0140,01,40,101238,5788,7127,2302,13734,36077,11596,11289,13325,48922,37126,100.0,5.717220806416563,7.039846697880242,2.2738497402161246,13.56605227286197,35.63582844386495,11.454197040636915,11.150951223848752,13.162053774274481,48.3237519508485,36.67200063217369
0210,02,10,40347,2457,3813,1310,5133,12662,5292,4679,5001,19850,14311,100.0,6.089672094579523,9.450516767045878,3.2468337175006816,12.722135474756488,31.38275460381193,13.116216819094356,11.596896919225717,12.394973603985427,49.1982055667088,35.4697994894292
0220,02,20,64533,3838,4659,1410,6006,23275,9074,8796,7475,31776,17146,100.0,5.947344769342817,7.2195620845149,2.1849286411603366,9.306866254474455,36.0668185269552,14.061023042474394,13.630235693366185,11.583220987711714,49.23992375993678,26.569352114422077
0230,02,30,46829,2377,3307,1064,4571,17356,7052,6016,5086,22419,15551,100.0,5.075914497426808,7.0618633752589215,2.2720963505520086,9.761045505989879,37.062504003929185,15.05904460910974,12.846740267782783,10.860791389950672,47.87418052915928,33.208054837814174
0240,02,40,50698,3050,3286,881,5182,19587,5715,4944,8053,25160,12951,100.0,6.016016410903783,6.481518008599944,1.7377411337725353,10.221310505345379,38.63466014438439,11.272634028955778,9.751863978855182,15.884255789183005,49.62720422896367,25.54538640577538
0250,02,50,86607,5840,5853,1303,8126,43504,11175,6222,4584,41383,22536,100.0,6.743103906150773,6.758114240188437,1.5044973270059003,9.382613414620065,50.231505536503974,12.903114066992275,7.184176798642142,5.292874709896429,47.782511806205044,26.02099137483113
0310,03,10,16628,1195,1520,409,1364,4368,1854,2046,3872,8466,2393,100.0,7.186673081549194,9.141207601635795,2.4597065191243686,8.203031031994227,26.26894394996392,11.149867693047872,12.30454654799134,23.28602357469329,50.914120760163584,14.39138802020688
0320,03,20,47194,2846,4839,1409,3670,11102,7233,7367,8728,24132,4285,100.0,6.030427596728398,10.253422045175235,2.9855490104674325,7.776412255795229,23.524176802135866,15.326100775522312,15.61003517396279,18.49387634021274,51.13361868034072,9.079544009831759
0330,03,30,35831,2238,3554,1012,2605,8001,4917,6002,7502,18129,3420,100.0,6.24598811085373,9.918785409282464,2.8243699589740725,7.270240852892747,22.329826128213,13.722754039797941,16.750858195417376,20.937177304568667,50.59585275320253,9.544807568864949
0340,03,40,92096,5724,8649,2298,7271,26642,13555,11711,16246,48206,10650,100.0,6.215253648366922,9.391287352328005,2.4952223766504518,7.895022585128561,28.92850938151494,14.718337387074357,12.716078874218207,17.640288394718553,52.343207088255724,11.564020152883947
0350,03,50,56055,3696,4961,1341,4593,18227,7635,6720,8882,28538,8563,100.0,6.5935242172865935,8.85023637498885,2.392293283382392,8.193738292748193,32.51627865489252,13.620551244313619,11.98822584961199,15.845152082775845,50.91071269289091,15.276068147355277
0360,03,60,104678,6304,8069,2072,9151,40527,16505,10097,11953,52783,22458,100.0,6.022277842526606,7.708401001165479,1.979403504079176,8.742047039492538,38.71587152983435,15.767400982059268,9.645770840100116,11.418827260742468,50.42415789373125,21.454364814001032
0370,03,70,60686,3949,5476,1693,5252,22226,11080,6478,4532,30288,13701,100.0,6.507266914939196,9.023498006129916,2.7897702929835546,8.65438486636127,36.624592162937084,18.25791780641334,10.674620175987872,7.467949774247767,49.90936954157466,22.576871107009854
0410,04,10,19151,1151,1625,454,1955,4825,2447,2546,4148,9841,5655,100.0,6.01013001932014,8.485196595478042,2.3706333872904812,10.208344211790507,25.194506814265573,12.777400657929089,13.294344942822828,21.659443371103336,51.38635058221502,29.52848415226359
0420,04,20,40409,1774,2796,933,4272,8624,4949,5757,11304,21037,7914,100.0,4.390111113860773,6.919250661981242,2.3088915835581183,10.571902298992798,21.34178029646861,12.247271647405281,14.246826202083696,27.973966195649485,52.06018461233883,19.584745972431882
